attract_gain,drone_repel_gain,drone_repel_range,map_label,n_drones,seed,final_coverage,overlap_m2,wasted_visits,energy_used_j,time_to_terminal,score
2.0,2.0,1.5,partial_33,20,1,1.0,12150.0,3140,220610.64187539183,56.80000000000054,0.5640689540830708
2.0,2.0,1.5,closed_33,2,0,0.2681660899653979,0.0,1572,242424.00000000003,724.5000000000962,-0.14935305048367883
2.0,2.0,1.5,closed_33,2,1,0.4117647058823529,0.0,4586,242424.00000000003,624.8000000000735,-0.017878743537215885
2.0,2.0,1.5,closed_33,5,0,0.5692041522491349,825.0,3292,606060.0,728.9000000000972,0.13488934375186137
2.0,2.0,1.5,closed_33,5,1,0.8944636678200693,2500.0,4697,606060.0,719.200000000095,0.4278629446318115
2.0,2.0,1.5,closed_33,10,0,0.9913494809688581,5725.0,9457,1212120.0,729.2000000000972,0.44518548928378265
2.0,2.0,1.5,closed_33,10,1,0.9982698961937716,8725.0,10156,1212120.0,720.2000000000952,0.38881141329405045
2.0,2.0,1.5,closed_33,20,0,1.0,9525.0,2352,253469.56995574757,69.9000000000003,0.5463274453410036
2.0,2.0,1.5,closed_33,20,1,1.0,7875.0,1949,180971.2034513834,48.50000000000042,0.5943412276998906
2.0,2.0,2.5,open_33,2,0,0.27055150884495316,325.0,4576,242424.00000000003,626.1000000000738,-0.16182217597410106
2.0,2.0,2.5,open_33,2,1,0.1841831425598335,0.0,4621,242424.00000000003,631.1000000000749,-0.24919419058823744
2.0,2.0,2.5,open_33,5,0,0.481789802289282,625.0,11668,606060.0,626.1000000000738,0.04099099151905869
2.0,2.0,2.5,open_33,5,1,0.49427679500520294,1025.0,11895,606060.0,631.1000000000749,0.048552989009154585
2.0,2.0,2.5,open_33,10,0,1.0,13225.0,4094,254351.5316679685,127.89999999999701,0.5615819077808134
2.0,2.0,2.5,open_33,10,1,0.8272632674297606,2650.0,23433,1212120.0,633.3000000000754,0.3595722744575165
2.0,2.0,2.5,open_33,20,0,1.0,13675.0,2915,190339.11646523746,47.90000000000041,0.5922801291995712
2.0,2.0,2.5,open_33,20,1,1.0,14325.0,3376,215360.12710332684,54.1000000000005,0.5747664638313205
2.0,2.0,2.5,partial_33,2,0,0.7836477987421384,1725.0,3854,242424.00000000003,630.8000000000749,0.35491232383170646
2.0,2.0,2.5,partial_33,2,1,0.7811320754716982,400.0,3246,242424.00000000003,659.5000000000814,0.37882677648153296
2.0,2.0,2.5,partial_33,5,0,0.8805031446540881,4400.0,8214,606060.0,688.600000000088,0.3932020532561551
2.0,2.0,2.5,partial_33,5,1,0.8880503144654088,4475.0,8151,606060.0,696.0000000000897,0.3999719891336585
2.0,2.0,2.5,partial_33,10,0,0.9735849056603774,8600.0,16799,1212120.0,694.1000000000893,0.4125425929166874
2.0,2.0,2.5,partial_33,10,1,0.9584905660377359,7875.0,16841,1212120.0,696.4000000000898,0.4081646198338357
2.0,2.0,2.5,partial_33,20,0,0.9446540880503145,12850.0,31872,2424240.0,712.3000000000934,0.31315354994813693
2.0,2.0,2.5,partial_33,20,1,1.0,11425.0,2950,214098.01346874982,55.40000000000052,0.5784753969697453
2.0,2.0,2.5,closed_33,2,0,0.2681660899653979,0.0,1572,242424.00000000003,724.5000000000962,-0.14935305048367883
2.0,2.0,2.5,closed_33,2,1,0.4117647058823529,0.0,4586,242424.00000000003,624.8000000000735,-0.017878743537215885
2.0,2.0,2.5,closed_33,5,0,0.8477508650519031,2750.0,4908,606060.0,724.4000000000962,0.37344530326424163
2.0,2.0,2.5,closed_33,5,1,0.8875432525951558,1625.0,4698,606060.0,719.6000000000951,0.43889546268573465
2.0,2.0,2.5,closed_33,10,0,0.9982698961937716,5050.0,9611,1212120.0,730.1000000000975,0.4659717382414753
2.0,2.0,2.5,closed_33,10,1,0.9809688581314879,7575.0,10096,1212120.0,724.2000000000961,0.395210336324161
2.0,2.0,2.5,closed_33,20,0,0.9965397923875432,9675.0,18267,2424240.0,730.1000000000975,0.3604008102893078
2.0,2.0,2.5,closed_33,20,1,0.9982698961937716,8900.0,19088,2424240.0,730.7000000000976,0.37785280612895755
2.0,2.0,4.0,open_33,2,0,0.28303850156087407,425.0,4615,242424.00000000003,622.3000000000729,-0.15001555444406758
2.0,2.0,4.0,open_33,2,1,0.1841831425598335,0.0,4621,242424.00000000003,631.1000000000749,-0.24919419058823744
2.0,2.0,4.0,open_33,5,0,0.4422476586888658,950.0,11533,606060.0,624.3000000000734,-0.003397110722306612
2.0,2.0,4.0,open_33,5,1,0.3413111342351717,375.0,12276,606060.0,631.1000000000749,-0.10000888709532482
2.0,2.0,4.0,open_33,10,0,1.0,12000.0,3019,198415.03068587068,99.59999999999862,0.5989487918707163
2.0,2.0,4.0,open_33,10,1,1.0,14225.0,5862,339116.3126667077,171.89999999999452,0.5242152680192866
2.0,2.0,4.0,open_33,20,0,1.0,17100.0,2783,185628.61431815615,46.30000000000039,0.5524152470224513
2.0,2.0,4.0,open_33,20,1,1.0,14075.0,2863,188030.8640218852,47.2000000000004,0.5884343200861516
2.0,2.0,4.0,partial_33,2,0,0.7836477987421384,1725.0,3854,242424.00000000003,630.8000000000749,0.35491232383170646
2.0,2.0,4.0,partial_33,2,1,0.8037735849056604,700.0,3257,242424.00000000003,660.6000000000816,0.3979674148403566
2.0,2.0,4.0,partial_33,5,0,0.9270440251572327,3250.0,8478,606060.0,692.900000000089,0.4575364658160347
2.0,2.0,4.0,partial_33,5,1,0.8528301886792453,1950.0,8644,606060.0,677.3000000000854,0.40077113404102105
2.0,2.0,4.0,partial_33,10,0,1.0,9575.0,5016,351392.4494171655,187.49999999999363,0.5546402391177019
2.0,2.0,4.0,partial_33,10,1,0.909433962264151,4825.0,15727,1212120.0,713.9000000000938,0.40534473947480765
2.0,2.0,4.0,partial_33,20,0,1.0,10500.0,2237,172563.44204203738,44.50000000000036,0.6098884684600846
2.0,2.0,4.0,partial_33,20,1,1.0,11975.0,4596,334363.89915065095,89.69999999999918,0.5435631481063856
2.0,2.0,4.0,closed_33,2,0,0.2681660899653979,0.0,1572,242424.00000000003,724.5000000000962,-0.14935305048367883
2.0,2.0,4.0,closed_33,2,1,0.4117647058823529,0.0,4586,242424.00000000003,624.8000000000735,-0.017878743537215885
2.0,2.0,4.0,closed_33,5,0,0.5034602076124568,1000.0,4313,606060.0,725.9000000000965,0.05721628986512242
2.0,2.0,4.0,closed_33,5,1,0.9256055363321799,3375.0,4837,606060.0,718.9000000000949,0.4409690284651958
2.0,2.0,4.0,closed_33,10,0,0.9982698961937716,6100.0,9919,1212120.0,728.000000000097,0.4436738500846297
2.0,2.0,4.0,closed_33,10,1,0.8114186851211073,5175.0,10962,1212120.0,728.4000000000971,0.2718434287250675
2.0,2.0,4.0,closed_33,20,0,0.9982698961937716,9850.0,18305,2424240.0,731.7000000000978,0.35849464292717215
2.0,2.0,4.0,closed_33,20,1,1.0,8875.0,2345,207449.4149714848,55.70000000000052,0.5627060183870807
2.0,5.0,1.5,open_33,2,0,0.1404786680541103,150.0,4777,242424.00000000003,632.3000000000752,-0.2975937112912076
2.0,5.0,1.5,open_33,2,1,0.1841831425598335,0.0,4621,242424.00000000003,631.1000000000749,-0.24919419058823744
2.0,5.0,1.5,open_33,5,0,0.5306971904266389,1725.0,11575,606060.0,630.6000000000748,0.07737300626133928
2.0,5.0,1.5,open_33,5,1,0.42247658688865763,450.0,11755,606060.0,631.1000000000749,-0.017571380562796196
2.0,5.0,1.5,open_33,10,0,1.0,14450.0,10970,596587.6553715549,303.8000000000006,0.4726334645667537
2.0,5.0,1.5,open_33,10,1,0.6753381893860562,1725.0,23637,1212120.0,633.2000000000754,0.2173706470129481
2.0,5.0,1.5,open_33,20,0,1.0,15775.0,2934,194132.22866671532,48.80000000000042,0.5654686048065639
2.0,5.0,1.5,open_33,20,1,1.0,13400.0,3863,242723.65687525086,61.3000000000006,0.5779756801809168
2.0,5.0,1.5,partial_33,2,0,0.7836477987421384,1725.0,3854,242424.00000000003,630.8000000000749,0.35491232383170646
2.0,5.0,1.5,partial_33,2,1,0.8641509433962264,1550.0,3202,242424.00000000003,655.9000000000806,0.4493059012330106
2.0,5.0,1.5,partial_33,5,0,0.9584905660377359,6650.0,8778,606060.0,682.0000000000865,0.43763102725366865
2.0,5.0,1.5,partial_33,5,1,0.919496855345912,4750.0,8659,606060.0,673.9000000000847,0.4267089302817798
2.0,5.0,1.5,partial_33,10,0,0.9773584905660377,8600.0,15680,1212120.0,718.9000000000949,0.417266910819875
2.0,5.0,1.5,partial_33,10,1,0.959748427672956,4625.0,15370,1212120.0,716.8000000000944,0.45968097214961434
2.0,5.0,1.5,partial_33,20,0,0.9635220125786164,12250.0,32322,2424240.0,727.7000000000969,0.3411170238109721
2.0,5.0,1.5,partial_33,20,1,1.0,13100.0,3157,230405.35608077236,59.70000000000058,0.5488850083653182
2.0,5.0,1.5,closed_33,2,0,0.2681660899653979,0.0,1572,242424.00000000003,724.5000000000962,-0.14935305048367883
2.0,5.0,1.5,closed_33,2,1,0.4117647058823529,0.0,4586,242424.00000000003,624.8000000000735,-0.017878743537215885
2.0,5.0,1.5,closed_33,5,0,0.5847750865051903,825.0,4035,606060.0,724.5000000000962,0.14639035734729897
2.0,5.0,1.5,closed_33,5,1,0.8910034602076125,2200.0,4606,606060.0,719.200000000095,0.4310541639723534
2.0,5.0,1.5,closed_33,10,0,1.0,6100.0,1916,196312.40731167188,106.39999999999823,0.619489347260263
2.0,5.0,1.5,closed_33,10,1,1.0,8075.0,2483,233034.09528101538,126.59999999999708,0.5612311712502
2.0,5.0,1.5,closed_33,20,0,1.0,9175.0,2162,237420.93866399536,65.00000000000058,0.558653897392028
2.0,5.0,1.5,closed_33,20,1,1.0,8500.0,2380,222151.5054351827,60.200000000000585,0.5689135609844915
2.0,5.0,2.5,open_33,2,0,0.19979188345473464,1175.0,4651,242424.00000000003,625.5000000000737,-0.2474313229605473
2.0,5.0,2.5,open_33,2,1,0.1841831425598335,0.0,4621,242424.00000000003,631.1000000000749,-0.24919419058823744
2.0,5.0,2.5,open_33,5,0,0.6493236212278877,2700.0,11405,606060.0,625.3000000000736,0.18672668733914236
2.0,5.0,2.5,open_33,5,1,0.49427679500520294,1175.0,11480,606060.0,631.1000000000749,0.04707983299031679
2.0,5.0,2.5,open_33,10,0,1.0,13175.0,5170,306059.01956321276,155.39999999999546,0.5460351254217428
2.0,5.0,2.5,open_33,10,1,1.0,12375.0,6500,373607.6120651141,190.29999999999347,0.539592779698592
2.0,5.0,2.5,open_33,20,0,1.0,17275.0,3157,203859.31416813703,51.50000000000046,0.5421502846697843
2.0,5.0,2.5,open_33,20,1,1.0,12475.0,3410,218584.94638986047,55.00000000000051,0.5971581799309686
2.0,5.0,2.5,partial_33,2,0,0.7836477987421384,1725.0,3854,242424.00000000003,630.8000000000749,0.35491232383170646
2.0,5.0,2.5,partial_33,2,1,0.8364779874213837,400.0,3237,242424.00000000003,659.3000000000814,0.43712343398590414
2.0,5.0,2.5,partial_33,5,0,0.9484276729559749,5150.0,8496,606060.0,684.6000000000871,0.4507014335089806
2.0,5.0,2.5,partial_33,5,1,1.0,6525.0,5568,396429.7408947981,428.4000000000289,0.5445092375603586
2.0,5.0,2.5,partial_33,10,0,0.8578616352201258,3700.0,18170,1212120.0,687.4000000000877,0.36842109407006174
2.0,5.0,2.5,partial_33,10,1,1.0,9225.0,3790,284653.53520328854,150.9999999999957,0.578850918315481
2.0,5.0,2.5,partial_33,20,0,1.0,12525.0,3960,291125.55623121466,76.8999999999999,0.5437548765280148
2.0,5.0,2.5,partial_33,20,1,1.0,12250.0,2766,204307.91757859336,53.100000000000485,0.5698965493540468
2.0,5.0,2.5,closed_33,2,0,0.2681660899653979,0.0,1572,242424.00000000003,724.5000000000962,-0.14935305048367883
2.0,5.0,2.5,closed_33,2,1,0.4117647058823529,0.0,4586,242424.00000000003,624.8000000000735,-0.017878743537215885
2.0,5.0,2.5,closed_33,5,0,0.4688581314878893,250.0,3570,606060.0,730.7000000000976,0.040389738551080995
2.0,5.0,2.5,closed_33,5,1,0.8650519031141869,2050.0,5293,606060.0,720.3000000000952,0.40394022456008727
2.0,5.0,2.5,closed_33,10,0,0.8131487889273357,1700.0,10585,1212120.0,734.5000000000985,0.3461646366051676
2.0,5.0,2.5,closed_33,10,1,0.986159169550173,8050.0,9721,1212120.0,722.3000000000957,0.39120315840939457
2.0,5.0,2.5,closed_33,20,0,1.0,9600.0,1986,193315.11906069238,52.10000000000047,0.5568023759749604
2.0,5.0,2.5,closed_33,20,1,0.9930795847750865,9325.0,17214,2424240.0,731.1000000000977,0.364717208020613
2.0,5.0,4.0,open_33,2,0,0.16129032258064516,350.0,4744,242424.00000000003,624.8000000000735,-0.27803283630763553
2.0,5.0,4.0,open_33,2,1,0.1841831425598335,0.0,4621,242424.00000000003,631.1000000000749,-0.24919419058823744
2.0,5.0,4.0,open_33,5,0,0.7513007284079084,1950.0,11402,606060.0,628.8000000000744,0.3003720391274973
2.0,5.0,4.0,open_33,5,1,0.5972944849115505,1650.0,11413,606060.0,632.6000000000753,0.1466120651787539
2.0,5.0,4.0,open_33,10,0,1.0,13575.0,3742,236977.86525621568,119.59999999999748,0.5635504804095571
2.0,5.0,4.0,open_33,10,1,1.0,11325.0,3214,208521.9943919559,105.0999999999983,0.6027898038604939
2.0,5.0,4.0,open_33,20,0,1.0,15550.0,2120,153734.32708946848,38.50000000000028,0.5902407655441719
2.0,5.0,4.0,open_33,20,1,1.0,14450.0,2483,170282.40236814274,43.00000000000034,0.5931277533615659
2.0,5.0,4.0,partial_33,2,0,0.7836477987421384,1725.0,3854,242424.00000000003,630.8000000000749,0.35491232383170646
2.0,5.0,4.0,partial_33,2,1,0.869182389937107,1450.0,3211,242424.00000000003,656.8000000000808,0.45597775478252833
2.0,5.0,4.0,partial_33,5,0,1.0,5850.0,4961,345583.4068345454,369.9000000000156,0.570769009870299
2.0,5.0,4.0,partial_33,5,1,0.9672955974842767,3125.0,8193,606060.0,682.0000000000865,0.5014233635891959
2.0,5.0,4.0,partial_33,10,0,0.9446540880503145,5550.0,16052,1212120.0,713.0000000000936,0.429844378643077
2.0,5.0,4.0,partial_33,10,1,1.0,10250.0,2348,182218.10030284803,94.4999999999989,0.5994515879471377
2.0,5.0,4.0,partial_33,20,0,1.0,14950.0,4789,334048.28428793605,88.89999999999922,0.49714721051719907
2.0,5.0,4.0,partial_33,20,1,1.0,13075.0,2993,220964.75336154224,58.100000000000556,0.5524376649301471
2.0,5.0,4.0,closed_33,2,0,0.2681660899653979,0.0,1572,242424.00000000003,724.5000000000962,-0.14935305048367883
2.0,5.0,4.0,closed_33,2,1,0.4117647058823529,0.0,4586,242424.00000000003,624.8000000000735,-0.017878743537215885
2.0,5.0,4.0,closed_33,5,0,0.5086505190311419,400.0,3885,606060.0,724.5000000000962,0.07700710395499219
2.0,5.0,4.0,closed_33,5,1,0.8460207612456747,1525.0,4241,606060.0,731.0000000000977,0.400930216301585
2.0,5.0,4.0,closed_33,10,0,0.9878892733564014,4550.0,9100,1212120.0,728.100000000097,0.46669391054902765
2.0,5.0,4.0,closed_33,10,1,0.9273356401384083,4125.0,7944,1212120.0,729.2000000000972,0.4162133214366027
2.0,5.0,4.0,closed_33,20,0,0.9948096885813149,8275.0,17554,2424240.0,732.0000000000979,0.3880810776644098
2.0,5.0,4.0,closed_33,20,1,1.0,8200.0,1756,169015.24361726688,45.400000000000375,0.5939803429237283
2.0,10.0,1.5,open_33,2,0,0.16649323621227888,300.0,4684,242424.00000000003,624.1000000000734,-0.2717881400684117
2.0,10.0,1.5,open_33,2,1,0.1841831425598335,0.0,4621,242424.00000000003,631.1000000000749,-0.24919419058823744
2.0,10.0,1.5,open_33,5,0,0.5306971904266389,1200.0,11547,606060.0,629.5000000000746,0.08395807853498286
2.0,10.0,1.5,open_33,5,1,0.43704474505723206,425.0,11647,606060.0,631.1000000000749,-0.0022649707859678514
2.0,10.0,1.5,open_33,10,0,1.0,16475.0,5153,309955.013793919,156.4999999999954,0.5044945248786341
2.0,10.0,1.5,open_33,10,1,0.768990634755463,4125.0,23520,1212120.0,633.2000000000754,0.2821762216511793
2.0,10.0,1.5,open_33,20,0,1.0,16200.0,3336,215314.44006308075,54.1000000000005,0.551974874040731
2.0,10.0,1.5,open_33,20,1,1.0,14125.0,4972,298002.09910763707,75.10000000000001,0.554457869289262
2.0,10.0,1.5,partial_33,2,0,0.7836477987421384,1725.0,3854,242424.00000000003,630.8000000000749,0.35491232383170646
2.0,10.0,1.5,partial_33,2,1,0.8641509433962264,1575.0,3202,242424.00000000003,656.3000000000807,0.44892854274244454
2.0,10.0,1.5,partial_33,5,0,0.9534591194968554,5750.0,8671,606060.0,679.1000000000859,0.4463393078092409
2.0,10.0,1.5,partial_33,5,1,0.7371069182389937,1800.0,8614,606060.0,696.0000000000897,0.28460135812596843
2.0,10.0,1.5,partial_33,10,0,0.959748427672956,8250.0,16670,1212120.0,689.0000000000881,0.40390595151896913
2.0,10.0,1.5,partial_33,10,1,0.9647798742138365,7350.0,15746,1212120.0,710.2000000000929,0.42332650941047534
2.0,10.0,1.5,partial_33,20,0,1.0,12050.0,4974,362692.6382288011,97.09999999999876,0.5378444032417258
2.0,10.0,1.5,partial_33,20,1,1.0,11225.0,6137,455208.2703209412,123.79999999999724,0.5378488394400142
2.0,10.0,1.5,closed_33,2,0,0.2681660899653979,0.0,1572,242424.00000000003,724.5000000000962,-0.14935305048367883
2.0,10.0,1.5,closed_33,2,1,0.4117647058823529,0.0,4586,242424.00000000003,624.8000000000735,-0.017878743537215885
2.0,10.0,1.5,closed_33,5,0,0.5743944636678201,550.0,2903,606060.0,726.9000000000967,0.14931958757985733
2.0,10.0,1.5,closed_33,5,1,0.8910034602076125,1950.0,4638,606060.0,719.200000000095,0.4360571211433778
2.0,10.0,1.5,closed_33,10,0,1.0,6550.0,1748,194269.33794446476,106.09999999999825,0.6154119694969893
2.0,10.0,1.5,closed_33,10,1,1.0,6975.0,2535,240636.1398677323,131.6999999999968,0.5822163713531454
2.0,10.0,1.5,closed_33,20,0,0.9965397923875432,7075.0,17102,2424240.0,730.9000000000976,0.41498439620397154
2.0,10.0,1.5,closed_33,20,1,1.0,9275.0,2113,193051.61991122458,51.90000000000047,0.5603737881075003
2.0,10.0,2.5,open_33,2,0,0.23204994797086367,475.0,4639,242424.00000000003,629.9000000000747,-0.20456604837152065
2.0,10.0,2.5,open_33,2,1,0.1841831425598335,0.0,4621,242424.00000000003,631.1000000000749,-0.24919419058823744
2.0,10.0,2.5,open_33,5,0,0.4578563995837669,425.0,11416,606060.0,623.5000000000732,0.01923858647392243
2.0,10.0,2.5,open_33,5,1,0.5567117585848075,1125.0,11632,606060.0,631.1000000000749,0.11141086674811876
2.0,10.0,2.5,open_33,10,0,1.0,12525.0,5002,301355.3435729868,152.6999999999956,0.5560370154516818
2.0,10.0,2.5,open_33,10,1,1.0,11550.0,8535,478775.96250380063,242.6999999999905,0.5290811931880149
2.0,10.0,2.5,open_33,20,0,1.0,17325.0,3244,210789.57660919195,53.30000000000049,0.5396645296538821
2.0,10.0,2.5,open_33,20,1,1.0,13325.0,3754,237192.34900633153,59.90000000000058,0.5806233781506959
2.0,10.0,2.5,partial_33,2,0,0.7836477987421384,1725.0,3854,242424.00000000003,630.8000000000749,0.35491232383170646
2.0,10.0,2.5,partial_33,2,1,0.8578616352201258,400.0,3206,242424.00000000003,659.0000000000813,0.4600029117167481
2.0,10.0,2.5,partial_33,5,0,0.9358490566037736,6700.0,8941,606060.0,678.0000000000856,0.4133184840288803
2.0,10.0,2.5,partial_33,5,1,0.8880503144654088,4625.0,7869,606060.0,713.9000000000938,0.39849425772105784
2.0,10.0,2.5,partial_33,10,0,0.9622641509433962,6975.0,16753,1212120.0,687.9000000000879,0.42563749822584396
2.0,10.0,2.5,partial_33,10,1,1.0,7350.0,3744,275651.640155538,145.59999999999602,0.6087526971574884
2.0,10.0,2.5,partial_33,20,0,0.9572327044025157,11950.0,31760,2424240.0,724.1000000000961,0.3394309808008591
2.0,10.0,2.5,partial_33,20,1,1.0,12525.0,3697,275442.4207435483,73.20000000000012,0.5476259922720322
2.0,10.0,2.5,closed_33,2,0,0.2681660899653979,0.0,1572,242424.00000000003,724.5000000000962,-0.14935305048367883
2.0,10.0,2.5,closed_33,2,1,0.4117647058823529,0.0,4586,242424.00000000003,624.8000000000735,-0.017878743537215885
2.0,10.0,2.5,closed_33,5,0,0.6262975778546713,1200.0,4428,606060.0,724.5000000000962,0.17961187242099755
2.0,10.0,2.5,closed_33,5,1,0.8650519031141869,2050.0,4105,606060.0,724.0000000000961,0.41062019493880453
2.0,10.0,2.5,closed_33,10,0,1.0,6525.0,1964,230687.6706049759,127.999999999997,0.6052565684556095
2.0,10.0,2.5,closed_33,10,1,0.9705882352941176,6000.0,9250,1212120.0,723.2000000000959,0.4187305314582478
2.0,10.0,2.5,closed_33,20,0,1.0,8675.0,2713,270842.2859114702,74.60000000000004,0.5564476436650626
2.0,10.0,2.5,closed_33,20,1,0.9982698961937716,9175.0,16960,2424240.0,726.8000000000967,0.3732115820723042
2.0,10.0,4.0,open_33,2,0,0.4588969823100936,500.0,4462,242424.00000000003,627.000000000074,0.035192521010034256
2.0,10.0,4.0,open_33,2,1,0.1841831425598335,0.0,4621,242424.00000000003,631.1000000000749,-0.24919419058823744
2.0,10.0,4.0,open_33,5,0,0.5920915712799167,3050.0,11498,606060.0,632.3000000000752,0.12370781711771281
2.0,10.0,4.0,open_33,5,1,0.5608740894901144,450.0,11453,606060.0,631.1000000000749,0.12429448764972298
2.0,10.0,4.0,open_33,10,0,1.0,11450.0,2137,153899.85241876822,77.69999999999986,0.6317442213843857
2.0,10.0,4.0,open_33,10,1,1.0,16425.0,5077,303585.4444164033,153.29999999999558,0.5064714415466397
2.0,10.0,4.0,open_33,20,0,1.0,16325.0,2544,173332.46343425568,44.000000000000355,0.5680760306057534
2.0,10.0,4.0,open_33,20,1,1.0,13250.0,2146,152653.9501198684,38.70000000000028,0.6182421793489665
2.0,10.0,4.0,partial_33,2,0,0.7836477987421384,1725.0,3854,242424.00000000003,630.8000000000749,0.35491232383170646
2.0,10.0,4.0,partial_33,2,1,0.7886792452830189,425.0,3243,242424.00000000003,660.7000000000817,0.38642435766174243
2.0,10.0,4.0,partial_33,5,0,0.9157232704402516,4700.0,8538,606060.0,680.2000000000861,0.42390547077953655
2.0,10.0,4.0,partial_33,5,1,0.9547169811320755,3975.0,8896,606060.0,668.7000000000835,0.473856172109692
2.0,10.0,4.0,partial_33,10,0,1.0,8425.0,3778,274520.6787730423,146.19999999999598,0.5922703888257352
2.0,10.0,4.0,partial_33,10,1,0.9421383647798742,4675.0,17235,1212120.0,689.2000000000882,0.4396223221013601
2.0,10.0,4.0,partial_33,20,0,1.0,10775.0,2939,217799.72895954316,57.20000000000054,0.5882537665020771
2.0,10.0,4.0,partial_33,20,1,1.0,13575.0,4154,295212.6116543878,78.59999999999981,0.5256961244377277
2.0,10.0,4.0,closed_33,2,0,0.2681660899653979,0.0,1572,242424.00000000003,724.5000000000962,-0.14935305048367883
2.0,10.0,4.0,closed_33,2,1,0.4117647058823529,0.0,4586,242424.00000000003,624.8000000000735,-0.017878743537215885
2.0,10.0,4.0,closed_33,5,0,0.583044982698962,975.0,4261,606060.0,724.5000000000962,0.14034614451329405
2.0,10.0,4.0,closed_33,5,1,0.7889273356401384,1025.0,6324,606060.0,721.1000000000954,0.3433796055295274
2.0,10.0,4.0,closed_33,10,0,0.8633217993079585,3350.0,10124,1212120.0,728.000000000097,0.36341924624172417
2.0,10.0,4.0,closed_33,10,1,0.8996539792387543,6425.0,10289,1212120.0,730.4000000000975,0.33625094876402184
2.0,10.0,4.0,closed_33,20,0,0.9965397923875432,7925.0,19978,2424240.0,731.6000000000978,0.3959695986719577
2.0,10.0,4.0,closed_33,20,1,1.0,10475.0,5299,494923.04793963116,139.79999999999634,0.4825416065411286
4.0,2.0,1.5,open_33,2,0,0.2518210197710718,575.0,5474,242424.00000000003,604.7000000000689,-0.1871022558419201
4.0,2.0,1.5,open_33,2,1,0.28303850156087407,0.0,5409,242424.00000000003,603.8000000000687,-0.14704227451532534
4.0,2.0,1.5,open_33,5,0,0.6004162330905307,2725.0,13658,606060.0,604.900000000069,0.13410490209372658
4.0,2.0,1.5,open_33,5,1,0.3548387096774194,0.0,13776,606060.0,602.8000000000685,-0.08235915263201052
4.0,2.0,1.5,open_33,10,0,1.0,13350.0,10786,509415.5295463584,253.2999999999899,0.4971356722995019
4.0,2.0,1.5,open_33,10,1,0.6670135275754423,1250.0,27461,1212120.0,605.100000000069,0.21380327156497006
4.0,2.0,1.5,open_33,20,0,1.0,15150.0,3823,212538.01647369983,52.70000000000048,0.5584217021349254
4.0,2.0,1.5,open_33,20,1,1.0,16975.0,8748,433524.53037285944,107.29999999999818,0.4918965344743441
4.0,2.0,1.5,partial_33,2,0,0.6062893081761006,50.0,2074,242424.00000000003,692.700000000089,0.21766291670357577
4.0,2.0,1.5,partial_33,2,1,0.6540880503144654,250.0,3040,242424.00000000003,676.4000000000852,0.24969024568346168
4.0,2.0,1.5,partial_33,5,0,0.7270440251572327,3225.0,5698,606060.0,719.6000000000951,0.26154939852728376
4.0,2.0,1.5,partial_33,5,1,0.8377358490566038,1575.0,6046,606060.0,709.6000000000928,0.39928540015941905
4.0,2.0,1.5,partial_33,10,0,0.8704402515723271,6800.0,10771,1212120.0,725.0000000000963,0.34146473998651394
4.0,2.0,1.5,partial_33,10,1,0.89937106918239,4850.0,9943,1212120.0,723.800000000096,0.40184480472144635
4.0,2.0,1.5,partial_33,20,0,1.0,9800.0,1851,164710.4835589691,42.80000000000034,0.6323975166604838
4.0,2.0,1.5,partial_33,20,1,1.0,12050.0,4237,320668.35226250207,84.49999999999947,0.5464033604856035
4.0,2.0,1.5,closed_33,2,0,0.36678200692041524,0.0,1479,242424.00000000003,722.9000000000958,-0.040051556388606385
4.0,2.0,1.5,closed_33,2,1,0.39792387543252594,0.0,651,242424.00000000003,732.0000000000979,0.031799521793983876
4.0,2.0,1.5,closed_33,5,0,0.7335640138408305,850.0,2817,606060.0,726.5000000000966,0.31071965651546685
4.0,2.0,1.5,closed_33,5,1,0.5674740484429066,200.0,2959,606060.0,733.3000000000982,0.14881346681970517
4.0,2.0,1.5,closed_33,10,0,0.9982698961937716,4275.0,4748,1212120.0,730.8000000000976,0.4975781687433327
4.0,2.0,1.5,closed_33,10,1,0.9584775086505191,5450.0,5767,1212120.0,732.400000000098,0.42717758329962174
4.0,2.0,1.5,closed_33,20,0,0.9809688581314879,7500.0,11509,2424240.0,732.400000000098,0.39490086112317757
4.0,2.0,1.5,closed_33,20,1,1.0,8825.0,1808,183796.86046563694,49.40000000000043,0.5785046976321472
4.0,2.0,2.5,open_33,2,0,0.3017689906347555,375.0,5289,242424.00000000003,605.5000000000691,-0.13176388357054145
4.0,2.0,2.5,open_33,2,1,0.28303850156087407,0.0,5409,242424.00000000003,603.8000000000687,-0.14704227451532534
4.0,2.0,2.5,open_33,5,0,0.5515088449531738,2175.0,13754,606060.0,604.900000000069,0.09103652711189256
4.0,2.0,2.5,open_33,5,1,0.3548387096774194,0.0,13776,606060.0,602.8000000000685,-0.08235915263201052
4.0,2.0,2.5,open_33,10,0,1.0,11100.0,10763,504983.14865244133,251.29999999999,0.5258077455469383
4.0,2.0,2.5,open_33,10,1,1.0,13600.0,21579,970111.5756753869,482.4000000000412,0.4273624151890827
4.0,2.0,2.5,open_33,20,0,1.0,16400.0,4248,235644.14811994042,58.30000000000056,0.5365193572389367
4.0,2.0,2.5,open_33,20,1,1.0,15575.0,5366,284048.99187054345,70.30000000000028,0.5341571050101389
