pitch,attract_gain,drone_repel_gain,map_label,n_drones,seed,final_coverage,overlap_m2,wasted_visits,energy_used_j,time_to_terminal,score
2.5,1.0,2.0,open_33,10,1,0.4287200832466181,4775.0,19447,1212120.0,685.7000000000874,-0.06912587307403542
2.5,1.0,2.0,open_33,20,0,1.0,23675.0,39592,2339864.3858413496,623.1000000000731,0.27206260347835837
2.5,1.0,2.0,open_33,20,1,1.0,23775.0,32237,1915418.4202298564,511.30000000004776,0.29767887793432624
2.5,1.0,2.0,partial_33,2,0,0.16981132075471697,0.0,3994,242424.00000000003,666.9000000000831,-0.2648244533094901
2.5,1.0,2.0,partial_33,2,1,0.2628930817610063,0.0,3740,242424.00000000003,674.5000000000848,-0.16567392535753286
2.5,1.0,2.0,partial_33,5,0,0.4088050314465409,2725.0,9635,606060.0,674.0000000000847,-0.06698233184309563
2.5,1.0,2.0,partial_33,5,1,0.32578616352201256,1500.0,9735,606060.0,675.9000000000851,-0.1335251255575148
2.5,1.0,2.0,partial_33,10,0,0.7144654088050314,5825.0,18937,1212120.0,700.5000000000907,0.19083265754037151
2.5,1.0,2.0,partial_33,10,1,0.5572327044025157,2850.0,19123,1212120.0,702.0000000000911,0.07656178700441088
2.5,1.0,2.0,partial_33,20,0,0.8314465408805032,12300.0,37507,2424240.0,699.2000000000904,0.20653717076484543
2.5,1.0,2.0,partial_33,20,1,0.7383647798742138,7600.0,37954,2424240.0,696.9000000000899,0.1837725144128958
2.5,1.0,2.0,closed_33,2,0,0.19204152249134948,0.0,3260,242424.00000000003,693.9000000000892,-0.24252454758347172
2.5,1.0,2.0,closed_33,2,1,0.2041522491349481,325.0,3337,242424.00000000003,700.7000000000908,-0.23679357989329497
2.5,1.0,2.0,closed_33,5,0,0.42560553633217996,775.0,7753,606060.0,704.5000000000916,-0.025702720241029736
2.5,1.0,2.0,closed_33,5,1,0.40484429065743943,600.0,8215,606060.0,721.7000000000955,-0.04374822560894012
2.5,1.0,2.0,closed_33,10,0,0.7076124567474048,4300.0,14783,1212120.0,724.7000000000962,0.18197127517487796
2.5,1.0,2.0,closed_33,10,1,0.7301038062283737,4700.0,14889,1212120.0,721.7000000000955,0.1963500721965755
2.5,1.0,2.0,closed_33,20,0,0.9221453287197232,10550.0,30410,2424240.0,724.0000000000961,0.2638373085768212
2.5,1.0,2.0,closed_33,20,1,0.903114186851211,11000.0,29844,2424240.0,729.4000000000973,0.23545312356494133
2.5,1.0,5.0,open_33,2,0,0.15920915712799166,1725.0,4026,242424.00000000003,654.5000000000803,-0.2957918608784803
2.5,1.0,5.0,open_33,2,1,0.045785639958376693,0.0,3842,242424.00000000003,685.7000000000874,-0.3952619954279103
2.5,1.0,5.0,open_33,5,0,0.3548387096774194,5000.0,10040,606060.0,685.7000000000874,-0.14218615639498725
2.5,1.0,5.0,open_33,5,1,0.1383975026014568,0.0,9654,606060.0,685.7000000000874,-0.3019701052229815
2.5,1.0,5.0,open_33,10,0,0.6149843912591051,7525.0,19932,1212120.0,685.7000000000874,0.08521441448000885
2.5,1.0,5.0,open_33,10,1,0.3870967741935484,3250.0,19270,1212120.0,685.7000000000874,-0.09224869410334927
2.5,1.0,5.0,open_33,20,0,1.0,23175.0,39099,2304088.322971346,616.7000000000717,0.28052524888867636
2.5,1.0,5.0,open_33,20,1,1.0,23000.0,29920,1784510.0057114097,479.8000000000406,0.31580784426971353
2.5,1.0,5.0,partial_33,2,0,0.16981132075471697,0.0,3994,242424.00000000003,666.9000000000831,-0.2648244533094901
2.5,1.0,5.0,partial_33,2,1,0.2628930817610063,0.0,3740,242424.00000000003,674.5000000000848,-0.16567392535753286
2.5,1.0,5.0,partial_33,5,0,0.43647798742138366,4125.0,9661,606060.0,672.6000000000844,-0.05982892930938269
2.5,1.0,5.0,partial_33,5,1,0.33584905660377357,1575.0,9709,606060.0,678.3000000000857,-0.12433970249773466
2.5,1.0,5.0,partial_33,10,0,0.6918238993710691,4050.0,18266,1212120.0,695.1000000000895,0.19501651210798784
2.5,1.0,5.0,partial_33,10,1,0.5333333333333333,2875.0,19305,1212120.0,689.3000000000882,0.051940024225530596
2.5,1.0,5.0,partial_33,20,0,0.8616352201257862,12625.0,36947,2424240.0,705.5000000000919,0.2320855160067172
2.5,1.0,5.0,partial_33,20,1,0.7748427672955975,8775.0,37698,2424240.0,696.3000000000898,0.2027687948496639
2.5,1.0,5.0,closed_33,2,0,0.19204152249134948,0.0,3260,242424.00000000003,693.9000000000892,-0.24252454758347172
2.5,1.0,5.0,closed_33,2,1,0.1245674740484429,50.0,3163,242424.00000000003,711.4000000000932,-0.31423806204604465
2.5,1.0,5.0,closed_33,5,0,0.38581314878892736,375.0,7710,606060.0,714.3000000000939,-0.057983635341215284
2.5,1.0,5.0,closed_33,5,1,0.328719723183391,275.0,8039,606060.0,721.7000000000955,-0.11450734125507409
2.5,1.0,5.0,closed_33,10,0,0.7145328719723183,5150.0,14527,1212120.0,724.3000000000961,0.17146118499372345
2.5,1.0,5.0,closed_33,10,1,0.7214532871972318,5300.0,14023,1212120.0,723.700000000096,0.17563767557970986
2.5,1.0,5.0,closed_33,20,0,0.9290657439446367,11000.0,31111,2424240.0,724.3000000000961,0.2613379661377031
2.5,1.0,5.0,closed_33,20,1,0.9100346020761245,11025.0,32092,2424240.0,729.4000000000973,0.24153524367647114
2.5,1.0,10.0,open_33,2,0,0.17065556711758584,1500.0,3989,242424.00000000003,662.5000000000821,-0.28067250870750615
2.5,1.0,10.0,open_33,2,1,0.045785639958376693,0.0,3842,242424.00000000003,685.7000000000874,-0.3952619954279103
2.5,1.0,10.0,open_33,5,0,0.24245577523413112,2300.0,10177,606060.0,685.7000000000874,-0.22399405505059136
2.5,1.0,10.0,open_33,5,1,0.1383975026014568,0.0,9654,606060.0,685.7000000000874,-0.3019701052229815
2.5,1.0,10.0,open_33,10,0,0.7419354838709677,12075.0,20051,1212120.0,675.400000000085,0.15701208571832234
2.5,1.0,10.0,open_33,10,1,0.5390218522372529,5425.0,19459,1212120.0,685.7000000000874,0.03461441809659324
2.5,1.0,10.0,open_33,20,0,0.9979188345473465,23000.0,41328,2424240.0,669.7000000000837,0.2730770669894772
2.5,1.0,10.0,open_33,20,1,0.9958376690946931,23825.0,41497,2424240.0,670.0000000000838,0.2606532368458566
2.5,1.0,10.0,partial_33,2,0,0.16981132075471697,0.0,3994,242424.00000000003,666.9000000000831,-0.2648244533094901
2.5,1.0,10.0,partial_33,2,1,0.2628930817610063,0.0,3740,242424.00000000003,674.5000000000848,-0.16567392535753286
2.5,1.0,10.0,partial_33,5,0,0.41635220125786165,3600.0,9475,606060.0,672.4000000000843,-0.07230541263616894
2.5,1.0,10.0,partial_33,5,1,0.37484276729559746,2925.0,9701,606060.0,675.9000000000851,-0.10481172645566447
2.5,1.0,10.0,partial_33,10,0,0.7584905660377359,7350.0,18285,1212120.0,694.9000000000894,0.21268023489673668
2.5,1.0,10.0,partial_33,10,1,0.5861635220125786,4250.0,19013,1212120.0,700.3000000000907,0.0847450939747724
2.5,1.0,10.0,partial_33,20,0,0.8553459119496856,12500.0,36233,2424240.0,696.9000000000899,0.22774873049843933
2.5,1.0,10.0,partial_33,20,1,0.7987421383647799,10875.0,37231,2424240.0,686.6000000000876,0.19517764895541953
2.5,1.0,10.0,closed_33,2,0,0.19204152249134948,0.0,3260,242424.00000000003,693.9000000000892,-0.24252454758347172
2.5,1.0,10.0,closed_33,2,1,0.21107266435986158,250.0,3004,242424.00000000003,698.2000000000902,-0.22685383814434287
2.5,1.0,10.0,closed_33,5,0,0.4186851211072664,700.0,8509,606060.0,698.9000000000904,-0.03199600058889299
2.5,1.0,10.0,closed_33,5,1,0.4117647058823529,525.0,7882,606060.0,721.7000000000955,-0.034786289093054396
2.5,1.0,10.0,closed_33,10,0,0.7387543252595156,5475.0,15512,1212120.0,710.0000000000929,0.18867895139145327
2.5,1.0,10.0,closed_33,10,1,0.6955017301038062,4525.0,15616,1212120.0,721.7000000000955,0.16464167882258943
2.5,1.0,10.0,closed_33,20,0,0.9117647058823529,10500.0,31644,2424240.0,712.0000000000933,0.2542415457212134
2.5,1.0,10.0,closed_33,20,1,0.9273356401384083,11375.0,33275,2424240.0,729.4000000000973,0.25148787483208757
2.5,2.0,2.0,open_33,2,0,0.1383975026014568,1800.0,4862,242424.00000000003,645.6000000000782,-0.3205355407436573
2.5,2.0,2.0,open_33,2,1,0.04890738813735692,0.0,4947,242424.00000000003,641.3000000000773,-0.39271366824140874
2.5,2.0,2.0,open_33,5,0,0.2206035379812695,2025.0,12245,606060.0,645.3000000000782,-0.24402150357572286
2.5,2.0,2.0,open_33,5,1,0.13215400624349635,0.0,12362,606060.0,641.3000000000773,-0.3092397535984979
2.5,2.0,2.0,open_33,10,0,0.6836628511966701,6100.0,23904,1212120.0,642.7000000000776,0.17107266873732505
2.5,2.0,2.0,open_33,10,1,0.2663891779396462,1000.0,24681,1212120.0,641.3000000000773,-0.1874624982230049
2.5,2.0,2.0,open_33,20,0,1.0,23775.0,25489,1316091.5883104776,334.2000000000075,0.33560435692236185
2.5,2.0,2.0,open_33,20,1,1.0,23975.0,19574,1012019.1156140473,257.39999999999003,0.3543642618811821
2.5,2.0,2.0,partial_33,2,0,0.13459119496855346,0.0,3529,242424.00000000003,683.8000000000869,-0.3010248666376072
2.5,2.0,2.0,partial_33,2,1,0.2238993710691824,0.0,3642,242424.00000000003,685.3000000000873,-0.206566015783639
2.5,2.0,2.0,partial_33,5,0,0.33584905660377357,725.0,10538,606060.0,683.8000000000869,-0.11212554945348116
2.5,2.0,2.0,partial_33,5,1,0.32075471698113206,1975.0,8938,606060.0,688.0000000000879,-0.1451794992133519
2.5,2.0,2.0,partial_33,10,0,0.660377358490566,4900.0,18220,1212120.0,702.6000000000912,0.1503728904926708
2.5,2.0,2.0,partial_33,10,1,0.4679245283018868,2900.0,16544,1212120.0,732.600000000098,-0.013696196720953874
2.5,2.0,2.0,partial_33,20,0,0.779874213836478,10050.0,35404,2424240.0,699.7000000000905,0.18889488070147506
2.5,2.0,2.0,partial_33,20,1,0.7069182389937106,7025.0,35415,2424240.0,696.0000000000897,0.161122386076033
2.5,2.0,2.0,closed_33,2,0,0.22145328719723184,0.0,1337,242424.00000000003,720.3000000000952,-0.1967795531516495
2.5,2.0,2.0,closed_33,2,1,0.09169550173010381,0.0,1787,242424.00000000003,734.6000000000985,-0.3441076383665145
2.5,2.0,2.0,closed_33,5,0,0.4290657439446367,500.0,3841,606060.0,728.100000000097,-0.0075641655968991806
2.5,2.0,2.0,closed_33,5,1,0.3391003460207612,325.0,6608,606060.0,734.6000000000985,-0.1034495279593319
2.5,2.0,2.0,closed_33,10,0,0.6868512110726643,4275.0,9911,1212120.0,732.2000000000979,0.1652065740811607
2.5,2.0,2.0,closed_33,10,1,0.6314878892733564,4650.0,8674,1212120.0,731.6000000000978,0.10261782436304143
2.5,2.0,2.0,closed_33,20,0,0.8927335640138409,9500.0,19326,2424240.0,734.2000000000984,0.2588589185592711
2.5,2.0,2.0,closed_33,20,1,0.8823529411764706,10175.0,20347,2424240.0,732.500000000098,0.23399848867419024
2.5,2.0,5.0,open_33,2,0,0.1404786680541103,675.0,4862,242424.00000000003,645.1000000000781,-0.30428963355583016
2.5,2.0,5.0,open_33,2,1,0.04890738813735692,0.0,4947,242424.00000000003,641.3000000000773,-0.39271366824140874
2.5,2.0,5.0,open_33,5,0,0.21436004162330904,875.0,12251,606060.0,645.3000000000782,-0.2360494553802948
2.5,2.0,5.0,open_33,5,1,0.13215400624349635,0.0,12362,606060.0,641.3000000000773,-0.3092397535984979
2.5,2.0,5.0,open_33,10,0,1.0,23425.0,21878,1133886.279229511,578.1000000000629,0.28499375685416206
2.5,2.0,5.0,open_33,10,1,0.25390218522372526,425.0,24720,1212120.0,641.3000000000773,-0.1929170087247292
2.5,2.0,5.0,open_33,20,0,1.0,23750.0,20550,1051749.334689125,269.5999999999928,0.354169574398755
2.5,2.0,5.0,open_33,20,1,1.0,23925.0,20286,1043086.101545298,267.3999999999923,0.3526670646806932
2.5,2.0,5.0,partial_33,2,0,0.13459119496855346,0.0,3529,242424.00000000003,683.8000000000869,-0.3010248666376072
2.5,2.0,5.0,partial_33,2,1,0.2238993710691824,0.0,3642,242424.00000000003,685.3000000000873,-0.206566015783639
2.5,2.0,5.0,partial_33,5,0,0.38113207547169814,750.0,9873,606060.0,683.8000000000869,-0.06570034067085948
2.5,2.0,5.0,partial_33,5,1,0.2830188679245283,1775.0,8760,606060.0,688.8000000000881,-0.18070550848199127
2.5,2.0,5.0,partial_33,10,0,0.6490566037735849,3475.0,18976,1212120.0,706.200000000092,0.1601010488203299
2.5,2.0,5.0,partial_33,10,1,0.43144654088050316,2550.0,16359,1212120.0,732.600000000098,-0.0453275307919537
2.5,2.0,5.0,partial_33,20,0,0.8,10225.0,34286,2424240.0,703.9000000000915,0.2066795375185934
2.5,2.0,5.0,partial_33,20,1,0.6691823899371069,6775.0,33826,2424240.0,731.4000000000977,0.12711900090586434
2.5,2.0,5.0,closed_33,2,0,0.22145328719723184,0.0,1337,242424.00000000003,720.3000000000952,-0.1967795531516495
2.5,2.0,5.0,closed_33,2,1,0.09169550173010381,0.0,1787,242424.00000000003,734.6000000000985,-0.3441076383665145
2.5,2.0,5.0,closed_33,5,0,0.38581314878892736,450.0,3559,606060.0,731.8000000000978,-0.05028480279825656
2.5,2.0,5.0,closed_33,5,1,0.3391003460207612,325.0,6608,606060.0,734.6000000000985,-0.1034495279593319
2.5,2.0,5.0,closed_33,10,0,0.671280276816609,4375.0,10470,1212120.0,730.4000000000975,0.14672558884467754
2.5,2.0,5.0,closed_33,10,1,0.5795847750865052,4025.0,8342,1212120.0,732.400000000098,0.06315866092938519
2.5,2.0,5.0,closed_33,20,0,0.8771626297577855,9525.0,21158,2424240.0,730.7000000000976,0.24198786030297956
2.5,2.0,5.0,closed_33,20,1,0.8598615916955017,9625.0,24282,2424240.0,730.1000000000975,0.22160734960875741
2.5,2.0,10.0,open_33,2,0,0.20499479708636836,1600.0,4747,242424.00000000003,643.9000000000779,-0.2474749522084039
2.5,2.0,10.0,open_33,2,1,0.04890738813735692,0.0,4947,242424.00000000003,641.3000000000773,-0.39271366824140874
2.5,2.0,10.0,open_33,5,0,0.25286160249739853,2350.0,12160,606060.0,643.3000000000777,-0.21504966457387675
2.5,2.0,10.0,open_33,5,1,0.13215400624349635,0.0,12362,606060.0,641.3000000000773,-0.3092397535984979
2.5,2.0,10.0,open_33,10,0,1.0,20925.0,21451,1100334.0775384372,570.3000000000611,0.32045004653225584
2.5,2.0,10.0,open_33,10,1,0.3225806451612903,1625.0,24656,1212120.0,641.3000000000773,-0.13843009635664336
2.5,2.0,10.0,open_33,20,0,1.0,23925.0,27010,1388130.3777366746,356.10000000001247,0.3288462853413283
2.5,2.0,10.0,open_33,20,1,1.0,24000.0,23898,1231874.340360832,317.1000000000036,0.33851033136109926
2.5,2.0,10.0,partial_33,2,0,0.13459119496855346,0.0,3529,242424.00000000003,683.8000000000869,-0.3010248666376072
2.5,2.0,10.0,partial_33,2,1,0.2238993710691824,0.0,3642,242424.00000000003,685.3000000000873,-0.206566015783639
2.5,2.0,10.0,partial_33,5,0,0.33459119496855344,1600.0,10086,606060.0,683.8000000000869,-0.1262955375398145
2.5,2.0,10.0,partial_33,5,1,0.32578616352201256,2175.0,8795,606060.0,690.2000000000884,-0.14290662732202178
2.5,2.0,10.0,partial_33,10,0,0.6716981132075471,4700.0,18336,1212120.0,693.2000000000891,0.16479993867341255
2.5,2.0,10.0,partial_33,10,1,0.47924528301886793,2950.0,16339,1212120.0,732.600000000098,-0.0028913389104550935
2.5,2.0,10.0,partial_33,20,0,0.8176100628930818,11075.0,34142,2424240.0,710.300000000093,0.21160054384896795
2.5,2.0,10.0,partial_33,20,1,0.7295597484276729,7600.0,35415,2424240.0,704.8000000000917,0.17523232757403115
2.5,2.0,10.0,closed_33,2,0,0.22145328719723184,0.0,1337,242424.00000000003,720.3000000000952,-0.1967795531516495
2.5,2.0,10.0,closed_33,2,1,0.09169550173010381,0.0,1787,242424.00000000003,734.6000000000985,-0.3441076383665145
2.5,2.0,10.0,closed_33,5,0,0.4342560553633218,575.0,3217,606060.0,727.900000000097,-0.0004133025759323339
2.5,2.0,10.0,closed_33,5,1,0.3391003460207612,325.0,6608,606060.0,734.6000000000985,-0.1034495279593319
2.5,2.0,10.0,closed_33,10,0,0.7110726643598616,5375.0,9064,1212120.0,728.6000000000971,0.16804971702582425
2.5,2.0,10.0,closed_33,10,1,0.5882352941176471,4425.0,10329,1212120.0,725.9000000000965,0.06148274622308145
2.5,2.0,10.0,closed_33,20,0,0.9100346020761245,9725.0,24326,2424240.0,728.6000000000971,0.27003663301508474
2.5,2.0,10.0,closed_33,20,1,0.8477508650519031,9350.0,26090,2424240.0,730.1000000000975,0.21471924758926722
2.5,4.0,2.0,open_33,2,0,0.07075962539021852,100.0,5597,242424.00000000003,625.1000000000736,-0.3713324591907783
2.5,4.0,2.0,open_33,2,1,0.04890738813735692,0.0,5448,242424.00000000003,625.8000000000737,-0.3929710872443032
2.5,4.0,2.0,open_33,5,0,0.16857440166493237,100.0,13745,606060.0,625.1000000000736,-0.2736240990655573
2.5,4.0,2.0,open_33,5,1,0.18730489073881373,0.0,13609,606060.0,625.8000000000737,-0.2532233886465256
2.5,4.0,2.0,open_33,10,0,1.0,22150.0,13997,708266.8874520543,353.2000000000118,0.3582851899603288
2.5,4.0,2.0,open_33,10,1,1.0,23525.0,12464,652170.5689211977,323.40000000000504,0.35000128617964277
2.5,4.0,2.0,open_33,20,0,1.0,23650.0,15249,778580.7080350076,193.1999999999933,0.3760774597293578
2.5,4.0,2.0,open_33,20,1,1.0,23900.0,15720,798624.161577316,198.09999999999303,0.37125927338004555
2.5,4.0,2.0,partial_33,2,0,0.12327044025157233,0.0,1853,242424.00000000003,718.8000000000949,-0.30610480890840264
2.5,4.0,2.0,partial_33,2,1,0.1610062893081761,0.0,3831,242424.00000000003,702.9000000000913,-0.2737387360910549
2.5,4.0,2.0,partial_33,5,0,0.30440251572327043,1050.0,7136,606060.0,725.9000000000965,-0.1460509202666662
2.5,4.0,2.0,partial_33,5,1,0.21509433962264152,1375.0,8510,606060.0,715.4000000000941,-0.2441953643671557
2.5,4.0,2.0,partial_33,10,0,0.5207547169811321,1825.0,10728,1212120.0,732.0000000000979,0.05991011403392907
2.5,4.0,2.0,partial_33,10,1,0.3522012578616352,1925.0,13574,1212120.0,734.6000000000985,-0.11523655952053449
2.5,4.0,2.0,partial_33,20,0,0.6427672955974842,6500.0,19933,2424240.0,732.0000000000979,0.10770817618266518
2.5,4.0,2.0,partial_33,20,1,0.6339622641509434,5375.0,20437,2424240.0,734.7000000000985,0.115606029799005
2.5,4.0,2.0,closed_33,2,0,0.16608996539792387,0.0,2483,242424.00000000003,728.000000000097,-0.2671873600081336
2.5,4.0,2.0,closed_33,2,1,0.14186851211072665,0.0,1647,242424.00000000003,734.2000000000984,-0.2883480549479457
2.5,4.0,2.0,closed_33,5,0,0.3633217993079585,375.0,3621,606060.0,733.0000000000981,-0.07246331978213308
2.5,4.0,2.0,closed_33,5,1,0.3460207612456747,575.0,4754,606060.0,734.6000000000985,-0.09824997435072416
2.5,4.0,2.0,closed_33,10,0,0.6695501730103807,3625.0,8339,1212120.0,733.3000000000982,0.1631512783170281
2.5,4.0,2.0,closed_33,10,1,0.5259515570934256,3225.0,4868,1212120.0,734.6000000000985,0.03218550602079692
2.5,4.0,2.0,closed_33,20,0,0.8512110726643599,8500.0,11308,2424240.0,734.5000000000985,0.2428045145608925
2.5,4.0,2.0,closed_33,20,1,0.7249134948096886,7875.0,15677,2424240.0,734.6000000000985,0.12478363431483377
2.5,4.0,5.0,open_33,2,0,0.7023933402705516,1525.0,4987,242424.00000000003,610.8000000000703,0.27467097937339513
2.5,4.0,5.0,open_33,2,1,0.04890738813735692,0.0,5448,242424.00000000003,625.8000000000737,-0.3929710872443032
2.5,4.0,5.0,open_33,5,0,0.8054110301768991,13650.0,12633,606060.0,619.6000000000723,0.20783844596792114
2.5,4.0,5.0,open_33,5,1,0.18730489073881373,0.0,13609,606060.0,625.8000000000737,-0.2532233886465256
2.5,4.0,5.0,open_33,10,0,1.0,21800.0,14869,739974.8881287702,370.10000000001565,0.3578153849887734
2.5,4.0,5.0,open_33,10,1,1.0,23525.0,15951,792880.5341070322,396.10000000002157,0.3288055387297537
2.5,4.0,5.0,open_33,20,0,1.0,23850.0,16137,798190.5434347582,199.99999999999292,0.37148794419564823
2.5,4.0,5.0,open_33,20,1,1.0,23775.0,13696,691385.7563188002,172.79999999999447,0.38159642135976235
2.5,4.0,5.0,partial_33,2,0,0.12327044025157233,0.0,1853,242424.00000000003,718.8000000000949,-0.30610480890840264
2.5,4.0,5.0,partial_33,2,1,0.1610062893081761,0.0,3831,242424.00000000003,702.9000000000913,-0.2737387360910549
2.5,4.0,5.0,partial_33,5,0,0.3081761006289308,1050.0,6375,606060.0,725.9000000000965,-0.14101468138605458
2.5,4.0,5.0,partial_33,5,1,0.21132075471698114,1475.0,6762,606060.0,713.9000000000938,-0.24811511339813228
2.5,4.0,5.0,partial_33,10,0,0.5245283018867924,1800.0,9956,1212120.0,732.0000000000979,0.06497420229627762
2.5,4.0,5.0,partial_33,10,1,0.35094339622641507,2025.0,11912,1212120.0,734.6000000000985,-0.11720136534031103
2.5,4.0,5.0,partial_33,20,0,0.6855345911949685,6950.0,22142,2424240.0,732.0000000000979,0.1433912567703093
2.5,4.0,5.0,partial_33,20,1,0.6364779874213836,5450.0,22947,2424240.0,734.6000000000985,0.11624191154064226
2.5,4.0,5.0,closed_33,2,0,0.16608996539792387,0.0,2483,242424.00000000003,728.000000000097,-0.2671873600081336
2.5,4.0,5.0,closed_33,2,1,0.14186851211072665,0.0,1647,242424.00000000003,734.2000000000984,-0.2883480549479457
2.5,4.0,5.0,closed_33,5,0,0.3633217993079585,350.0,3803,606060.0,733.0000000000981,-0.0726901028021866
2.5,4.0,5.0,closed_33,5,1,0.34429065743944637,400.0,4795,606060.0,734.6000000000985,-0.09650394006063714
2.5,4.0,5.0,closed_33,10,0,0.6591695501730104,3350.0,11048,1212120.0,733.1000000000981,0.15517580768537406
2.5,4.0,5.0,closed_33,10,1,0.5363321799307958,3775.0,7539,1212120.0,734.6000000000985,0.025362676203459472
2.5,4.0,5.0,closed_33,20,0,0.8546712802768166,8150.0,14371,2424240.0,734.5000000000985,0.25099241113116855
2.5,4.0,5.0,closed_33,20,1,0.745674740484429,8200.0,15044,2424240.0,734.6000000000985,0.13934349346187844
2.5,4.0,10.0,open_33,2,0,0.08949011446409989,225.0,5530,242424.00000000003,624.4000000000734,-0.35316988624740964
2.5,4.0,10.0,open_33,2,1,0.04890738813735692,0.0,5448,242424.00000000003,625.8000000000737,-0.3929710872443032
2.5,4.0,10.0,open_33,5,0,1.0,15500.0,10153,503052.5112178786,506.3000000000466,0.41249756670222415
2.5,4.0,10.0,open_33,5,1,0.18730489073881373,0.0,13609,606060.0,625.8000000000737,-0.2532233886465256
2.5,4.0,10.0,open_33,10,0,1.0,21675.0,17361,842535.4725192415,423.6000000000278,0.3446773704203443
2.5,4.0,10.0,open_33,10,1,1.0,23500.0,14514,746870.6057669646,373.10000000001634,0.33618355011839224
2.5,4.0,10.0,open_33,20,0,1.0,22775.0,15698,774019.8980403035,195.1999999999932,0.38679596992654264
2.5,4.0,10.0,open_33,20,1,1.0,24000.0,28453,1397084.1619004859,350.5000000000112,0.3268706153510594
2.5,4.0,10.0,partial_33,2,0,0.12327044025157233,0.0,1853,242424.00000000003,718.8000000000949,-0.30610480890840264
2.5,4.0,10.0,partial_33,2,1,0.1610062893081761,0.0,3831,242424.00000000003,702.9000000000913,-0.2737387360910549
2.5,4.0,10.0,partial_33,5,0,0.30062893081761005,1000.0,8437,606060.0,725.9000000000965,-0.15064567620936523
2.5,4.0,10.0,partial_33,5,1,0.21635220125786164,1500.0,6985,606060.0,711.8000000000933,-0.2435240278755402
2.5,4.0,10.0,partial_33,10,0,0.5157232704402516,1775.0,12295,1212120.0,732.0000000000979,0.0541676010286645
2.5,4.0,10.0,partial_33,10,1,0.3622641509433962,2050.0,12479,1212120.0,734.6000000000985,-0.10635624240232824
2.5,4.0,10.0,partial_33,20,0,0.6842767295597484,7875.0,25447,2424240.0,732.0000000000979,0.1272434571973672
2.5,4.0,10.0,partial_33,20,1,0.6490566037735849,5925.0,21226,2424240.0,734.6000000000985,0.12229805724344597
2.5,4.0,10.0,closed_33,2,0,0.16608996539792387,0.0,2483,242424.00000000003,728.000000000097,-0.2671873600081336
2.5,4.0,10.0,closed_33,2,1,0.14186851211072665,0.0,1647,242424.00000000003,734.2000000000984,-0.2883480549479457
2.5,4.0,10.0,closed_33,5,0,0.3719723183391003,400.0,3911,606060.0,731.9000000000979,-0.06514405045376678
2.5,4.0,10.0,closed_33,5,1,0.3477508650519031,575.0,4646,606060.0,734.6000000000985,-0.09619061069574822
2.5,4.0,10.0,closed_33,10,0,0.6747404844290658,3450.0,9674,1212120.0,732.8000000000981,0.17029533859118637
2.5,4.0,10.0,closed_33,10,1,0.5449826989619377,4050.0,6478,1212120.0,734.6000000000985,0.030366588895901353
2.5,4.0,10.0,closed_33,20,0,0.870242214532872,8950.0,15678,2424240.0,734.3000000000984,0.2493103737251847
2.5,4.0,10.0,closed_33,20,1,0.7249134948096886,7300.0,17525,2424240.0,734.6000000000985,0.1359170840016092
4.0,1.0,2.0,open_33,2,0,0.14360041623309053,875.0,3841,242424.00000000003,649.100000000079,-0.3013655225603281
4.0,1.0,2.0,open_33,2,1,0.06659729448491156,0.0,3831,242424.00000000003,674.9000000000849,-0.3729177532971452
4.0,1.0,2.0,open_33,5,0,0.4214360041623309,4475.0,9444,606060.0,672.4000000000843,-0.06655145489115968
4.0,1.0,2.0,open_33,5,1,0.17273673257023933,0.0,9442,606060.0,674.9000000000849,-0.26652453119144076
4.0,1.0,2.0,open_33,10,0,0.8168574401664932,13325.0,19497,1212120.0,663.9000000000824,0.21763509872116596
4.0,1.0,2.0,open_33,10,1,0.5015608740894901,3925.0,19017,1212120.0,684.300000000087,0.015520748146077151
4.0,1.0,2.0,open_33,20,0,1.0,23125.0,25865,1571100.8797555864,419.2000000000268,0.3283738088712059
4.0,1.0,2.0,open_33,20,1,1.0,23950.0,32941,1937248.0129535375,510.80000000004765,0.29401263799312133
4.0,1.0,2.0,partial_33,2,0,0.17484276729559747,0.0,3925,242424.00000000003,665.2000000000827,-0.25934085037719345
4.0,1.0,2.0,partial_33,2,1,0.2893081761006289,0.0,3878,242424.00000000003,665.0000000000827,-0.1383397736992196
4.0,1.0,2.0,partial_33,5,0,0.40628930817610065,1875.0,9415,606060.0,683.900000000087,-0.056506314496409665
4.0,1.0,2.0,partial_33,5,1,0.44654088050314467,2800.0,9514,606060.0,672.6000000000844,-0.029376347978221168
4.0,1.0,2.0,partial_33,10,0,0.789937106918239,7250.0,18887,1212120.0,692.1000000000888,0.24571281243101187
4.0,1.0,2.0,partial_33,10,1,0.6452830188679245,4525.0,19265,1212120.0,686.9000000000876,0.14031806087402446
4.0,1.0,2.0,partial_33,20,0,0.879245283018868,12175.0,37531,2424240.0,702.0000000000911,0.25651247469936744
4.0,1.0,2.0,partial_33,20,1,0.8515723270440252,11325.0,37493,2424240.0,694.3000000000893,0.2415054190428015
4.0,1.0,2.0,closed_33,2,0,0.34429065743944637,0.0,3051,242424.00000000003,694.2000000000893,-0.08178455623576733
4.0,1.0,2.0,closed_33,2,1,0.3235294117647059,1175.0,2411,242424.00000000003,711.8000000000933,-0.12371596286026068
