pitch,attract_gain,drone_repel_gain,map_label,n_drones,seed,final_coverage,overlap_m2,wasted_visits,energy_used_j,time_to_terminal,score
1.6,4.0,10.0,partial_33,5,0,0.28553459119496855,200.0,7637,606060.0,720.8000000000953,-0.15326900601632362
1.6,4.0,10.0,partial_33,5,1,0.17987421383647798,75.0,4799,606060.0,732.9000000000981,-0.25702161000520085
1.6,4.0,10.0,partial_33,10,0,0.5308176100628931,725.0,14005,1212120.0,726.9000000000967,0.08420498253405892
1.6,4.0,10.0,partial_33,10,1,0.33962264150943394,525.0,11371,1212120.0,732.9000000000981,-0.10578816613080674
1.6,4.0,10.0,partial_33,20,0,0.7283018867924528,8375.0,22835,2424240.0,719.9000000000951,0.16486098642984295
1.6,4.0,10.0,partial_33,20,1,0.5748427672955975,4700.0,19322,2424240.0,732.9000000000981,0.06638652073970833
1.6,4.0,10.0,closed_33,2,0,0.20588235294117646,0.0,814,242424.00000000003,728.000000000097,-0.2002984259084127
1.6,4.0,10.0,closed_33,2,1,0.14705882352941177,0.0,1034,242424.00000000003,734.9000000000985,-0.27459741716168146
1.6,4.0,10.0,closed_33,5,0,0.35813148788927335,225.0,2420,606060.0,731.1000000000977,-0.06734510474215141
1.6,4.0,10.0,closed_33,5,1,0.39273356401384085,400.0,5655,606060.0,734.9000000000985,-0.04843768403882007
1.6,4.0,10.0,closed_33,10,0,0.6349480968858131,3425.0,6214,1212120.0,731.5000000000978,0.13612636625154564
1.6,4.0,10.0,closed_33,10,1,0.583044982698962,2650.0,9957,1212120.0,732.700000000098,0.09340449231651363
1.6,4.0,10.0,closed_33,20,0,0.8754325259515571,9025.0,14937,2424240.0,731.8000000000978,0.2534475355951116
1.6,4.0,10.0,closed_33,20,1,0.7179930795847751,6475.0,15673,2424240.0,733.3000000000982,0.14685825661667443
2.5,1.0,2.0,open_33,2,0,0.17793964620187305,2050.0,3952,242424.00000000003,653.50000000008,-0.2796607369968452
2.5,1.0,2.0,open_33,2,1,0.045785639958376693,0.0,3842,242424.00000000003,685.7000000000874,-0.3952619954279103
2.5,1.0,2.0,open_33,5,0,0.3152965660770031,4300.0,10026,606060.0,685.7000000000874,-0.17404148233489344
2.5,1.0,2.0,open_33,5,1,0.1383975026014568,0.0,9654,606060.0,685.7000000000874,-0.3019701052229815
2.5,1.0,2.0,open_33,10,0,0.7658688865764828,13625.0,19895,1212120.0,673.5000000000846,0.16199150751473965
