block_size,attract_gain,drone_repel_gain,map_label,n_drones,seed,final_coverage,overlap_m2,wasted_visits,energy_used_j,time_to_terminal,score
3,2.0,10.0,open_33,2,0,0.21436004162330904,150.0,4687,242424.00000000003,626.800000000074,-0.21932716356175466
3,2.0,10.0,open_33,2,1,0.05723204994797086,0.0,4797,242424.00000000003,629.4000000000746,-0.38381173497462695
3,2.0,10.0,open_33,5,0,0.45369406867845996,575.0,11769,606060.0,631.0000000000749,0.012786522717731758
3,2.0,10.0,open_33,5,1,0.1914672216441207,0.0,12154,606060.0,629.4000000000746,-0.24850323998301138
3,2.0,10.0,open_33,10,0,1.0,12550.0,4972,298038.55223770766,151.0999999999957,0.5563645626533538
3,2.0,10.0,open_33,10,1,1.0,15775.0,14096,743862.7124511936,380.0000000000179,0.43352120184833776
3,2.0,10.0,open_33,20,0,1.0,14300.0,4327,263814.74653224694,66.90000000000047,0.5602366936334265
3,2.0,10.0,open_33,20,1,1.0,16050.0,3425,219644.92768723145,55.60000000000052,0.552228451025922
3,2.0,10.0,partial_33,2,0,0.14968553459119496,0.0,3573,242424.00000000003,684.200000000087,-0.28508935405693314
3,2.0,10.0,partial_33,2,1,0.34591194968553457,0.0,3927,242424.00000000003,662.9000000000822,-0.0788989869055067
3,2.0,10.0,partial_33,5,0,0.919496855345912,2425.0,8703,606060.0,683.8000000000869,0.4616943443337338
3,2.0,10.0,partial_33,5,1,0.9861635220125786,5075.0,8848,606060.0,681.7000000000864,0.4895339086343913
3,2.0,10.0,partial_33,10,0,0.7496855345911949,2925.0,17913,1212120.0,687.1000000000877,0.27075031207550115
3,2.0,10.0,partial_33,10,1,0.5735849056603773,2575.0,18127,1212120.0,692.6000000000889,0.09763410371125472
3,2.0,10.0,partial_33,20,0,1.0,12525.0,3512,262342.9329844224,69.9000000000003,0.5506870851489564
3,2.0,10.0,partial_33,20,1,1.0,12525.0,3827,285916.1714112051,76.19999999999995,0.5455085791554422
3,2.0,10.0,closed_33,2,0,0.25259515570934254,0.0,2823,242424.00000000003,726.5000000000966,-0.17709684683547242
3,2.0,10.0,closed_33,2,1,0.19896193771626297,0.0,1041,242424.00000000003,729.7000000000974,-0.21563821607074204
3,2.0,10.0,closed_33,5,0,0.6262975778546713,275.0,3999,606060.0,727.7000000000969,0.20104633613745124
3,2.0,10.0,closed_33,5,1,0.6453287197231834,1700.0,4833,606060.0,716.6000000000944,0.18708458713609813
3,2.0,10.0,closed_33,10,0,0.986159169550173,5525.0,7309,1212120.0,725.1000000000963,0.44871210458804567
3,2.0,10.0,closed_33,10,1,0.9965397923875432,7050.0,9772,1212120.0,721.1000000000954,0.4224274449466151
3,2.0,10.0,closed_33,20,0,1.0,9150.0,2822,280892.39939162973,77.69999999999986,0.5442980798758511
3,2.0,10.0,closed_33,20,1,1.0,9500.0,2320,221567.6664137626,60.60000000000059,0.5494007812944127
3,4.0,2.0,open_33,2,0,0.3350676378772112,925.0,5217,242424.00000000003,604.800000000069,-0.10348730371554057
3,4.0,2.0,open_33,2,1,0.36212278876170656,0.0,5247,242424.00000000003,604.4000000000689,-0.06366213825646441
3,4.0,2.0,open_33,5,0,0.6170655567117586,1875.0,13377,606060.0,605.4000000000691,0.16194243184836973
3,4.0,2.0,open_33,5,1,1.0,7225.0,6908,341597.7533428665,340.800000000009,0.5650047030479122
3,4.0,2.0,open_33,10,0,1.0,10650.0,8271,401216.84738197643,199.59999999999295,0.5504301416725383
3,4.0,2.0,open_33,10,1,1.0,11000.0,8401,409541.5418844337,203.6999999999927,0.5446340328999806
3,4.0,2.0,open_33,20,0,1.0,14200.0,3391,192891.02212798456,48.10000000000041,0.577437006284127
3,4.0,2.0,open_33,20,1,1.0,14925.0,4587,243737.34094257746,60.800000000000594,0.551073607914878
3,4.0,2.0,partial_33,2,0,0.1069182389937107,0.0,3118,242424.00000000003,728.300000000097,-0.32956491915663444
