lane_spacing,attract_gain,drone_repel_gain,map_label,n_drones,seed,final_coverage,overlap_m2,wasted_visits,energy_used_j,time_to_terminal,score
1.0,1.0,10.0,open_33,5,0,0.4588969823100936,5275.0,9955,606060.0,649.8000000000792,-0.03869030023064898
1.0,1.0,10.0,open_33,5,1,0.4984391259105099,6375.0,9872,606060.0,657.1000000000809,-0.011727180452195701
1.0,1.0,10.0,open_33,10,0,0.8407908428720083,16825.0,20167,1212120.0,649.000000000079,0.19780936100007293
1.0,1.0,10.0,open_33,10,1,0.8959417273673257,17300.0,20085,1212120.0,654.9000000000804,0.24780401904916524
1.0,1.0,10.0,open_33,20,0,1.0,21075.0,9306,581984.1834698841,155.29999999999546,0.4302402933714692
1.0,1.0,10.0,open_33,20,1,1.0,21975.0,8361,522276.6596385045,138.6999999999964,0.4254061593791242
1.0,1.0,10.0,partial_33,2,0,0.38238993710691827,1200.0,3570,242424.00000000003,664.9000000000826,-0.05662615577266708
1.0,1.0,10.0,partial_33,2,1,0.40125786163522015,1600.0,3609,242424.00000000003,662.200000000082,-0.04297398241726333
1.0,1.0,10.0,partial_33,5,0,0.4540880503144654,5000.0,9675,606060.0,662.5000000000821,-0.05503694038985854
1.0,1.0,10.0,partial_33,5,1,0.43018867924528303,4475.0,9210,606060.0,679.600000000086,-0.07106172898033139
1.0,1.0,10.0,partial_33,10,0,0.8465408805031447,10875.0,19221,1212120.0,698.3000000000902,0.24809428124194507
1.0,1.0,10.0,partial_33,10,1,0.979874213836478,16075.0,19136,1212120.0,685.8000000000874,0.30452313316921875
1.0,1.0,10.0,partial_33,20,0,1.0,18725.0,16512,1058728.0814149422,288.79999999999717,0.36805643052116843
1.0,1.0,10.0,partial_33,20,1,1.0,18725.0,15113,991463.6409199387,269.9999999999929,0.3732761795120542
1.0,1.0,10.0,closed_33,2,0,0.27854671280276816,0.0,1661,242424.00000000003,719.200000000095,-0.13938840123552923
1.0,1.0,10.0,closed_33,2,1,0.2889273356401384,25.0,2147,242424.00000000003,728.100000000097,-0.13438531885715124
1.0,1.0,10.0,closed_33,5,0,0.17993079584775087,75.0,5814,606060.0,726.0000000000965,-0.2607986906535934
1.0,1.0,10.0,closed_33,5,1,0.4134948096885813,2025.0,6458,606060.0,725.3000000000964,-0.06228487085031845
1.0,1.0,10.0,closed_33,10,0,0.6851211072664359,5000.0,13291,1212120.0,726.5000000000966,0.1455502035722753
1.0,1.0,10.0,closed_33,10,1,0.6608996539792388,6675.0,13380,1212120.0,727.5000000000969,0.08620117266781854
1.0,1.0,10.0,closed_33,20,0,0.9740484429065744,9900.0,25322,2424240.0,733.4000000000982,0.330592680769354
1.0,1.0,10.0,closed_33,20,1,0.9740484429065744,10300.0,28088,2424240.0,724.7000000000962,0.3216582502083869
