attract_gain,drone_repel_gain,drone_repel_range,map_label,n_drones,seed,final_coverage,overlap_m2,wasted_visits,energy_used_j,time_to_terminal,score
1.0,5.0,2.5,closed_33,5,1,0.8183391003460208,1525.0,6422,606060.0,714.800000000094,0.36281388677696624
1.0,5.0,2.5,closed_33,10,0,0.9653979238754326,7450.0,11182,1212120.0,722.0000000000956,0.3805411429361135
1.0,5.0,2.5,closed_33,10,1,1.0,7375.0,11589,1000659.2451512556,570.5000000000612,0.4418921315275482
1.0,5.0,2.5,closed_33,20,0,0.9896193771626297,10925.0,27562,2424240.0,725.2000000000963,0.32445770525288886
1.0,5.0,2.5,closed_33,20,1,1.0,11150.0,6353,541789.6743638762,151.99999999999565,0.46124847859639223
1.0,5.0,4.0,open_33,2,0,0.9125910509885536,3700.0,3384,242424.00000000003,633.7000000000755,0.4836908024930896
1.0,5.0,4.0,open_33,2,1,0.11238293444328824,0.0,3785,242424.00000000003,648.3000000000789,-0.32373887963896764
1.0,5.0,4.0,open_33,5,0,1.0,13850.0,6148,400447.3687439201,416.70000000002625,0.47216932626329405
1.0,5.0,4.0,open_33,5,1,1.0,11500.0,5804,393197.476507781,409.0000000000245,0.5053038328026577
1.0,5.0,4.0,open_33,10,0,1.0,13425.0,3068,221109.8918823169,114.99999999999774,0.5775693850808423
1.0,5.0,4.0,open_33,10,1,1.0,12850.0,4064,283762.9393440187,147.5999999999959,0.5631001605084948
1.0,5.0,4.0,open_33,20,0,1.0,15250.0,2711,197272.72797427978,51.700000000000465,0.5763322545149849
1.0,5.0,4.0,open_33,20,1,1.0,13200.0,2190,170686.70667305402,44.80000000000037,0.6164963666076029
1.0,5.0,4.0,partial_33,2,0,0.3320754716981132,100.0,3692,242424.00000000003,668.8000000000835,-0.09385818426167933
1.0,5.0,4.0,partial_33,2,1,0.4528301886792453,325.0,3536,242424.00000000003,667.7000000000833,0.031200823077154854
1.0,5.0,4.0,partial_33,5,0,1.0,6825.0,3928,281848.5387157706,298.4999999999994,0.5803047282811677
1.0,5.0,4.0,partial_33,5,1,0.7761006289308177,2625.0,8965,606060.0,685.4000000000873,0.31135101323367065
1.0,5.0,4.0,partial_33,10,0,1.0,12200.0,8935,596750.9394218468,327.1000000000059,0.4692479843259144
1.0,5.0,4.0,partial_33,10,1,1.0,11525.0,5147,364895.75082475203,196.9999999999931,0.5226922827321605
1.0,5.0,4.0,partial_33,20,0,1.0,13350.0,3022,219579.86706966348,58.20000000000056,0.5478908784257238
1.0,5.0,4.0,partial_33,20,1,1.0,15075.0,3633,253948.4102570978,66.90000000000047,0.5111835108976388
1.0,5.0,4.0,closed_33,2,0,0.43771626297577854,0.0,2184,242424.00000000003,706.200000000092,0.024416668757021392
1.0,5.0,4.0,closed_33,2,1,0.4688581314878893,25.0,2311,242424.00000000003,714.5000000000939,0.05538187511149115
1.0,5.0,4.0,closed_33,5,0,0.7716262975778547,425.0,6728,606060.0,720.4000000000952,0.3370090067436696
1.0,5.0,4.0,closed_33,5,1,0.8529411764705882,3575.0,6717,606060.0,713.9000000000938,0.35478845488319066
1.0,5.0,4.0,closed_33,10,0,0.967128027681661,4800.0,13404,1212120.0,721.5000000000955,0.43503991696845434
1.0,5.0,4.0,closed_33,10,1,0.9878892733564014,6400.0,13729,1212120.0,706.6000000000921,0.4225518775726388
1.0,5.0,4.0,closed_33,20,0,1.0,10600.0,11199,915622.2950426592,261.89999999999105,0.4400985267024638
1.0,5.0,4.0,closed_33,20,1,1.0,9025.0,16787,1453887.7462910812,419.70000000002693,0.4359877961662697
1.0,10.0,1.5,open_33,2,0,0.8595213319458896,525.0,3308,242424.00000000003,663.5000000000823,0.46846316117319187
1.0,10.0,1.5,open_33,2,1,0.11238293444328824,0.0,3785,242424.00000000003,648.3000000000789,-0.32373887963896764
1.0,10.0,1.5,open_33,5,0,0.7950052029136316,2875.0,9337,606060.0,677.4000000000855,0.3373514771017373
1.0,10.0,1.5,open_33,5,1,0.2882414151925078,550.0,9973,606060.0,648.3000000000789,-0.15496355817252241
1.0,10.0,1.5,open_33,10,0,1.0,16975.0,7963,521726.83704477246,274.69999999999396,0.45816692913762447
1.0,10.0,1.5,open_33,10,1,1.0,15775.0,10484,675753.6169239378,355.0000000000122,0.4476803426806715
1.0,10.0,1.5,open_33,20,0,1.0,18450.0,4853,324918.23550375877,84.89999999999945,0.49984245680180284
1.0,10.0,1.5,open_33,20,1,1.0,16625.0,3882,274499.72742682276,71.8000000000002,0.5355773384102228
1.0,10.0,1.5,partial_33,2,0,0.3320754716981132,100.0,3692,242424.00000000003,668.8000000000835,-0.09385818426167933
1.0,10.0,1.5,partial_33,2,1,0.4591194968553459,675.0,3473,242424.00000000003,665.4000000000827,0.033016857793028626
1.0,10.0,1.5,partial_33,5,0,0.9962264150943396,8125.0,9110,606060.0,674.3000000000848,0.45313561371037847
