policy,map_label,n_drones,seed,final_coverage,time_to_50,time_to_80,time_to_100,total_energy_j,overlap_m2,wasted_visits,time_to_terminal,reason
MARL,partial_33,5,2,0.9752530933633295,37.600000000000264,97.09999999999876,inf,606060.0,17800.0,7433,684.100000000087,ALL_DEPLETED
Random,partial_33,10,0,1.0,47.3000000000004,94.29999999999892,381.7000000000183,691836.4611487688,21800.0,9405,381.7000000000183,COMPLETED
PF,partial_33,10,0,1.0,17.299999999999976,36.900000000000254,73.30000000000011,144237.27341730148,10900.0,1791,73.30000000000011,COMPLETED
Consensus,partial_33,10,0,1.0,16.399999999999963,35.40000000000023,61.80000000000061,117625.22542062332,7725.0,1068,61.80000000000061,COMPLETED
PSO,partial_33,10,0,1.0,17.799999999999983,46.30000000000039,72.40000000000016,137532.55629595625,10600.0,1447,72.40000000000016,COMPLETED
GA,partial_33,10,0,1.0,20.600000000000023,43.200000000000344,63.50000000000063,121647.19990741764,9775.0,1200,63.50000000000063,COMPLETED
ACO,partial_33,10,0,1.0,20.50000000000002,39.700000000000294,85.49999999999942,167987.9284071552,15275.0,2210,85.49999999999942,COMPLETED
SA,partial_33,10,0,1.0,23.500000000000064,47.2000000000004,82.09999999999961,160020.443135974,13350.0,1895,82.09999999999961,COMPLETED
GWO,partial_33,10,0,0.984251968503937,65.30000000000057,155.39999999999546,inf,1212120.0,20500.0,14485,688.500000000088,ALL_DEPLETED
MARL,partial_33,10,0,0.9865016872890888,23.90000000000007,89.79999999999917,inf,1212120.0,19775.0,14484,707.2000000000922,ALL_DEPLETED
Random,partial_33,10,1,1.0,31.800000000000182,80.09999999999972,403.7000000000233,734300.3265693771,22100.0,10509,403.7000000000233,COMPLETED
PF,partial_33,10,1,1.0,18.9,43.80000000000035,67.80000000000042,133124.53109329776,10250.0,1587,67.80000000000042,COMPLETED
Consensus,partial_33,10,1,1.0,16.29999999999996,32.40000000000019,58.100000000000556,111040.67415114911,7925.0,1057,58.100000000000556,COMPLETED
PSO,partial_33,10,1,1.0,19.200000000000003,41.100000000000314,96.09999999999881,181059.76524905395,10825.0,1904,96.09999999999881,COMPLETED
GA,partial_33,10,1,1.0,19.60000000000001,35.600000000000236,64.90000000000059,125720.46888434864,10925.0,1310,64.90000000000059,COMPLETED
ACO,partial_33,10,1,1.0,20.000000000000014,47.90000000000041,67.20000000000046,131209.91885950556,11375.0,1576,67.20000000000046,COMPLETED
SA,partial_33,10,1,1.0,19.500000000000007,41.50000000000032,62.200000000000614,120502.70725549012,9225.0,1273,62.200000000000614,COMPLETED
GWO,partial_33,10,1,0.9493813273340832,57.90000000000055,144.79999999999606,inf,1212120.0,19850.0,18316,650.3000000000793,ALL_DEPLETED
MARL,partial_33,10,1,0.9898762654668166,21.90000000000004,67.50000000000044,inf,1212120.0,19975.0,14880,698.2000000000902,ALL_DEPLETED
Random,partial_33,10,2,1.0,35.500000000000234,80.4999999999997,386.80000000001945,702839.5872431205,22050.0,9954,386.80000000001945,COMPLETED
PF,partial_33,10,2,1.0,19.0,44.90000000000037,78.59999999999981,155215.34009802924,12950.0,2024,78.59999999999981,COMPLETED
Consensus,partial_33,10,2,1.0,15.199999999999962,31.500000000000178,54.1000000000005,104644.71069038752,10225.0,995,54.1000000000005,COMPLETED
PSO,partial_33,10,2,0.9865016872890888,18.499999999999993,49.700000000000436,inf,1212120.0,8900.0,8402,730.8000000000976,ALL_DEPLETED
GA,partial_33,10,2,1.0,24.500000000000078,41.800000000000324,80.29999999999971,152276.84772086632,13175.0,1539,80.29999999999971,COMPLETED
ACO,partial_33,10,2,1.0,20.40000000000002,44.10000000000036,77.49999999999987,149301.2910544253,11650.0,1743,77.49999999999987,COMPLETED
SA,partial_33,10,2,1.0,25.000000000000085,44.700000000000365,78.39999999999982,149785.55043099448,11750.0,1639,78.39999999999982,COMPLETED
GWO,partial_33,10,2,1.0,56.40000000000053,143.19999999999615,246.49999999999028,487959.9703241533,21200.0,7491,246.49999999999028,COMPLETED
MARL,partial_33,10,2,0.9775028121484814,30.30000000000016,86.69999999999935,inf,1212120.0,19425.0,14613,709.6000000000928,ALL_DEPLETED
Random,partial_33,20,0,1.0,19.400000000000006,45.300000000000374,202.3999999999928,734511.6732003135,22050.0,9964,202.3999999999928,COMPLETED
PF,partial_33,20,0,1.0,7.099999999999991,19.60000000000001,41.70000000000032,163491.5175516433,14375.0,2167,41.70000000000032,COMPLETED
