T_initial,cooling_rate,perturb_radius,map_label,n_drones,seed,final_coverage,overlap_m2,wasted_visits,energy_used_j,time_to_terminal,score
0.5,0.99,3.0,open_33,2,1,1.0,17625.0,3412,231468.1692650179,569.2000000000609,0.4079274456543276
0.5,0.99,3.0,open_33,5,0,1.0,19750.0,2961,209821.9874721747,207.1999999999925,0.4768826842465217
0.5,0.99,3.0,open_33,5,1,1.0,19750.0,3536,241013.8482819032,238.39999999999074,0.46004960884919754
0.5,0.99,3.0,open_33,10,0,1.0,20475.0,3272,219280.78816953627,108.39999999999812,0.4863055624380475
0.5,0.99,3.0,open_33,10,1,1.0,20525.0,3451,234878.01995248604,116.39999999999766,0.4810593307642621
0.5,0.99,3.0,open_33,20,0,1.0,21050.0,3950,255411.03773810389,63.20000000000063,0.4806354951887949
0.5,0.99,3.0,open_33,20,1,1.0,20950.0,3255,221134.9918459556,55.00000000000051,0.49360388243583864
0.5,0.99,3.0,partial_33,2,0,0.6955974842767295,2450.0,3475,242424.00000000003,657.0000000000808,0.2553586009047776
0.5,0.99,3.0,partial_33,2,1,0.39748427672955977,0.0,3743,242424.00000000003,669.2000000000836,-0.023604661432549107
0.5,0.99,3.0,partial_33,5,0,0.8805031446540881,10325.0,8791,606060.0,680.1000000000861,0.3023358684504597
0.5,0.99,3.0,partial_33,5,1,0.8025157232704403,7200.0,9807,606060.0,655.5000000000805,0.26771659074738097
0.5,0.99,3.0,partial_33,10,0,1.0,16175.0,11841,755993.7746890545,403.3000000000232,0.3846343522386235
0.5,0.99,3.0,partial_33,10,1,0.9987421383647799,17275.0,17385,1212120.0,683.4000000000868,0.30664600790900365
0.5,0.99,3.0,partial_33,20,0,1.0,18125.0,3861,267787.8656309303,68.80000000000037,0.46168361152752707
0.5,0.99,3.0,partial_33,20,1,1.0,17200.0,3933,270249.6953600859,69.50000000000033,0.4747191271428486
0.5,0.99,3.0,closed_33,2,0,0.5,1025.0,1871,242424.00000000003,716.2000000000943,0.07441416762783545
0.5,0.99,3.0,closed_33,2,1,0.25951557093425603,0.0,2243,242424.00000000003,708.8000000000926,-0.16612402603839568
0.5,0.99,3.0,closed_33,5,0,0.6868512110726643,2300.0,5265,606060.0,722.8000000000958,0.21569087155159058
