T_initial,cooling_rate,perturb_radius,map_label,n_drones,seed,final_coverage,overlap_m2,wasted_visits,energy_used_j,time_to_terminal,score
1.0,0.95,3.0,partial_33,20,0,1.0,16325.0,3235,233023.7366689262,59.90000000000058,0.49888170223871503
1.0,0.95,3.0,partial_33,20,1,1.0,16825.0,4346,298092.03162407735,77.29999999999988,0.47466815378077365
1.0,0.95,3.0,closed_33,2,0,0.5,1025.0,1871,242424.00000000003,716.2000000000943,0.07441416762783545
1.0,0.95,3.0,closed_33,2,1,0.2370242214532872,0.0,1995,242424.00000000003,719.9000000000951,-0.18814254944519104
1.0,0.95,3.0,closed_33,5,0,0.6868512110726643,2300.0,5265,606060.0,722.8000000000958,0.21569087155159058
1.0,0.95,3.0,closed_33,5,1,0.8633217993079585,4525.0,6655,606060.0,689.3000000000882,0.34585807462926077
1.0,0.95,3.0,closed_33,10,0,0.9878892733564014,11500.0,12695,1212120.0,721.3000000000955,0.3176032128338073
1.0,0.95,3.0,closed_33,10,1,1.0,11750.0,5922,537478.5024504317,298.5999999999994,0.418682700807127
1.0,0.95,3.0,closed_33,20,0,1.0,11750.0,3591,305002.9070331189,82.89999999999957,0.4794749633547746
1.0,0.95,3.0,closed_33,20,1,1.0,11975.0,4563,412194.92696691863,113.39999999999783,0.46055295728114437
1.0,0.95,6.0,open_33,2,0,0.9906347554630593,15800.0,3580,242424.00000000003,599.9000000000678,0.41191436097025946
1.0,0.95,6.0,open_33,2,1,0.9885535900104059,17975.0,3620,242424.00000000003,598.2000000000675,0.382018690009318
1.0,0.95,6.0,open_33,5,0,1.0,21650.0,4433,288563.4499748328,285.59999999999644,0.41433052587735497
1.0,0.95,6.0,open_33,5,1,1.0,21600.0,4125,270434.1326586538,268.1999999999925,0.42251244229456475
1.0,0.95,6.0,open_33,10,0,1.0,22075.0,4579,289808.5970401722,143.09999999999616,0.4418537879712019
1.0,0.95,6.0,open_33,10,1,1.0,22000.0,4460,286622.69801580533,141.99999999999622,0.4443123243091163
1.0,0.95,6.0,open_33,20,0,1.0,22850.0,4992,305704.4610532578,76.19999999999995,0.44488667076808686
1.0,0.95,6.0,open_33,20,1,1.0,22500.0,4815,299261.12867274135,74.70000000000003,0.4511251053804156
1.0,0.95,6.0,partial_33,2,0,0.3635220125786163,0.0,3464,242424.00000000003,674.3000000000848,-0.0578209130808561
1.0,0.95,6.0,partial_33,2,1,0.4238993710691824,250.0,3217,242424.00000000003,681.0000000000863,0.004128162203039326
1.0,0.95,6.0,partial_33,5,0,0.9433962264150944,11450.0,9073,606060.0,666.2000000000829,0.34902701933232894
1.0,0.95,6.0,partial_33,5,1,0.8566037735849057,6625.0,9153,606060.0,672.7000000000844,0.33293419186163276
1.0,0.95,6.0,partial_33,10,0,0.9949685534591195,17325.0,18963,1212120.0,670.800000000084,0.3010274319624039
1.0,0.95,6.0,partial_33,10,1,0.9182389937106918,12375.0,17821,1212120.0,688.8000000000881,0.2988073899512331
1.0,0.95,6.0,partial_33,20,0,1.0,18625.0,7455,481988.9516894985,125.19999999999716,0.4190584783473564
1.0,0.95,6.0,partial_33,20,1,1.0,18400.0,6889,444969.151624938,114.69999999999776,0.42678990074963685
1.0,0.95,6.0,closed_33,2,0,0.41522491349480967,0.0,2474,242424.00000000003,702.4000000000912,-0.002690422622442429
1.0,0.95,6.0,closed_33,2,1,0.28719723183391005,0.0,2171,242424.00000000003,705.8000000000919,-0.13593784162208764
1.0,0.95,6.0,closed_33,5,0,0.8494809688581315,4300.0,4154,606060.0,713.8000000000937,0.3474746857733363
1.0,0.95,6.0,closed_33,5,1,0.8235294117647058,4275.0,5125,606060.0,711.7000000000933,0.3158260893023098
1.0,0.95,6.0,closed_33,10,0,0.8737024221453287,7000.0,10093,1212120.0,725.9000000000965,0.298224408006008
1.0,0.95,6.0,closed_33,10,1,1.0,12875.0,11981,1167938.0997782857,665.4000000000827,0.3073263642888283
1.0,0.95,6.0,closed_33,20,0,1.0,13425.0,5684,467749.41073188046,126.69999999999708,0.4211010134898932
1.0,0.95,6.0,closed_33,20,1,1.0,11375.0,3619,299418.9807837573,80.4999999999997,0.4873156568318918
1.0,0.95,10.0,open_33,2,0,0.9885535900104059,16900.0,3570,242424.00000000003,600.500000000068,0.39613206601203077
1.0,0.95,10.0,open_33,2,1,0.991675338189386,17975.0,3592,242424.00000000003,599.7000000000678,0.38568149010530606
1.0,0.95,10.0,open_33,5,0,0.9947970863683663,21350.0,10415,606060.0,618.100000000072,0.3089774035466525
1.0,0.95,10.0,open_33,5,1,0.9947970863683663,22450.0,10290,606060.0,618.6000000000721,0.2955220563051342
1.0,0.95,10.0,open_33,10,0,1.0,22350.0,8140,478803.6163384733,241.39999999999057,0.3955360623949419
1.0,0.95,10.0,open_33,10,1,1.0,22225.0,11046,630843.9834237762,321.1000000000045,0.37131193060874856
1.0,0.95,10.0,open_33,20,0,1.0,22875.0,6603,389401.308762196,96.79999999999878,0.4292729445394044
1.0,0.95,10.0,open_33,20,1,1.0,22775.0,6772,403052.20224878285,100.99999999999854,0.4288753025494026
1.0,0.95,10.0,partial_33,2,0,0.6742138364779874,2600.0,3274,242424.00000000003,674.4000000000848,0.2327288334241239
1.0,0.95,10.0,partial_33,2,1,0.5710691823899371,825.0,3473,242424.00000000003,662.100000000082,0.1488548718515422
1.0,0.95,10.0,partial_33,5,0,0.9119496855345912,9925.0,8958,606060.0,683.6000000000869,0.3401559672217255
1.0,0.95,10.0,partial_33,5,1,0.9886792452830189,17475.0,9114,606060.0,653.10000000008,0.3042793977510958
1.0,0.95,10.0,partial_33,10,0,1.0,18625.0,7791,493370.3702386499,253.0999999999899,0.3878523410592793
1.0,0.95,10.0,partial_33,10,1,1.0,18325.0,7787,504527.3175282867,263.59999999999144,0.39106405239285497
1.0,0.95,10.0,partial_33,20,0,1.0,19250.0,8153,521534.78574159415,134.69999999999663,0.40501315109962355
1.0,0.95,10.0,partial_33,20,1,1.0,18925.0,6434,412665.83189994004,105.69999999999827,0.4227437073280983
1.0,0.95,10.0,closed_33,2,0,0.24740484429065743,0.0,2540,242424.00000000003,718.6000000000948,-0.18105003623280302
1.0,0.95,10.0,closed_33,2,1,0.2768166089965398,725.0,2148,242424.00000000003,712.6000000000935,-0.16188251152569635
1.0,0.95,10.0,closed_33,5,0,0.40657439446366783,900.0,4695,606060.0,728.7000000000971,-0.04225496824828648
1.0,0.95,10.0,closed_33,5,1,0.7508650519031141,3175.0,5534,606060.0,718.7000000000949,0.2623200063287682
1.0,0.95,10.0,closed_33,10,0,1.0,11625.0,5786,498794.0063310233,272.89999999999355,0.4264578549599999
1.0,0.95,10.0,closed_33,10,1,0.9619377162629758,8325.0,12008,1212120.0,716.6000000000944,0.35793192831939236
1.0,0.95,10.0,closed_33,20,0,1.0,12850.0,5086,416928.9385648435,112.2999999999979,0.4389903590943831
1.0,0.95,10.0,closed_33,20,1,1.0,12325.0,5162,423756.82397336885,114.39999999999777,0.4490778369483238
1.0,0.99,3.0,open_33,2,0,1.0,14975.0,2961,211358.0280426821,519.7000000000496,0.46058141384382034
1.0,0.99,3.0,open_33,2,1,1.0,17175.0,3345,229193.67041866656,563.4000000000595,0.41592762363166075
1.0,0.99,3.0,open_33,5,0,1.0,18975.0,2968,208204.74070870096,205.7999999999926,0.48681458345707057
1.0,0.99,3.0,open_33,5,1,1.0,20050.0,3208,221763.03966446163,218.59999999999187,0.46593549290531183
1.0,0.99,3.0,open_33,10,0,1.0,20850.0,3523,235340.56897218502,116.79999999999764,0.47589669477091906
1.0,0.99,3.0,open_33,10,1,1.0,20950.0,3325,227194.25885507022,112.49999999999788,0.47858900864617593
1.0,0.99,3.0,open_33,20,0,1.0,23025.0,4583,289292.4745087167,71.7000000000002,0.4472521300415806
1.0,0.99,3.0,open_33,20,1,1.0,22125.0,3757,245314.80157515453,61.1000000000006,0.47021499896708885
1.0,0.99,3.0,partial_33,2,0,0.5509433962264151,1975.0,3370,242424.00000000003,673.1000000000845,0.1111939335482621
1.0,0.99,3.0,partial_33,2,1,0.5408805031446541,1200.0,3503,242424.00000000003,667.3000000000832,0.11112224093183462
1.0,0.99,3.0,partial_33,5,0,0.9308176100628931,11575.0,8622,606060.0,676.6000000000853,0.33536906634922303
1.0,0.99,3.0,partial_33,5,1,0.9874213836477987,14100.0,8754,606060.0,667.8000000000833,0.35483487296880967
1.0,0.99,3.0,partial_33,10,0,0.9786163522012579,15950.0,17501,1212120.0,686.9000000000876,0.30618594180144865
1.0,0.99,3.0,partial_33,10,1,1.0,17550.0,4687,323284.2521681492,169.59999999999465,0.4400756140820309
1.0,0.99,3.0,partial_33,20,0,1.0,17300.0,3785,265848.26234762976,68.40000000000039,0.4751020188644744
1.0,0.99,3.0,partial_33,20,1,1.0,17200.0,4363,303673.9029874555,78.99999999999979,0.46852228927862966
1.0,0.99,3.0,closed_33,2,0,0.5692041522491349,1175.0,2019,242424.00000000003,717.4000000000946,0.1424010192646387
1.0,0.99,3.0,closed_33,2,1,0.3373702422145329,300.0,2451,242424.00000000003,703.6000000000914,-0.09119373239491871
1.0,0.99,3.0,closed_33,5,0,0.6764705882352942,2525.0,4175,606060.0,720.1000000000952,0.2052938801966898
1.0,0.99,3.0,closed_33,5,1,0.8512110726643599,3100.0,5029,606060.0,724.1000000000961,0.3691410538950194
1.0,0.99,3.0,closed_33,10,0,0.8979238754325259,7925.0,9536,1212120.0,729.1000000000972,0.3044313924319739
1.0,0.99,3.0,closed_33,10,1,0.9688581314878892,9025.0,11581,1212120.0,723.2000000000959,0.350880855256389
1.0,0.99,3.0,closed_33,20,0,1.0,12900.0,14693,1460700.1882504767,419.1000000000268,0.3565013131544536
1.0,0.99,3.0,closed_33,20,1,1.0,11475.0,5158,494544.72075002315,138.39999999999642,0.4625281789940242
1.0,0.99,6.0,open_33,2,0,0.9906347554630593,15800.0,3580,242424.00000000003,599.9000000000678,0.41191436097025946
1.0,0.99,6.0,open_33,2,1,0.9885535900104059,17975.0,3620,242424.00000000003,598.2000000000675,0.382018690009318
1.0,0.99,6.0,open_33,5,0,1.0,21100.0,3591,242202.07558440533,238.8999999999907,0.4421343658459366
1.0,0.99,6.0,open_33,5,1,1.0,20900.0,4900,309318.8836241729,307.70000000000147,0.41449033601497215
1.0,0.99,6.0,open_33,10,0,1.0,22825.0,6379,387542.6511574513,193.1999999999933,0.40808010830261016
1.0,0.99,6.0,open_33,10,1,1.0,21700.0,4744,298625.56536411494,148.39999999999586,0.4439806280278546
1.0,0.99,6.0,open_33,20,0,1.0,22350.0,4425,276401.7402559365,68.70000000000037,0.4579744236215217
1.0,0.99,6.0,open_33,20,1,1.0,22875.0,5450,336856.10468651727,84.19999999999949,0.4392585955096852
1.0,0.99,6.0,partial_33,2,0,0.6226415094339622,1025.0,3379,242424.00000000003,665.0000000000827,0.20105783977254152
1.0,0.99,6.0,partial_33,2,1,0.7069182389937106,3700.0,3265,242424.00000000003,675.200000000085,0.2506801338169323
1.0,0.99,6.0,partial_33,5,0,0.9333333333333333,10925.0,8951,606060.0,671.6000000000842,0.34694825481917513
1.0,0.99,6.0,partial_33,5,1,0.9257861635220126,12525.0,8840,606060.0,672.7000000000844,0.31534275941425893
1.0,0.99,6.0,partial_33,10,0,0.7446540880503144,8925.0,16899,1212120.0,701.2000000000909,0.17564645585324676
1.0,0.99,6.0,partial_33,10,1,1.0,18650.0,6147,409623.67079968797,213.59999999999215,0.4040331231320942
1.0,0.99,6.0,partial_33,20,0,1.0,19325.0,7623,480489.3391628829,123.19999999999727,0.4080048471075212
1.0,0.99,6.0,partial_33,20,1,1.0,18075.0,4764,320746.89557896135,82.49999999999959,0.4509620229067203
1.0,0.99,6.0,closed_33,2,0,0.41522491349480967,0.0,2474,242424.00000000003,702.4000000000912,-0.002690422622442429
1.0,0.99,6.0,closed_33,2,1,0.28719723183391005,0.0,2171,242424.00000000003,705.8000000000919,-0.13593784162208764
1.0,0.99,6.0,closed_33,5,0,0.7993079584775087,4100.0,5337,606060.0,714.3000000000939,0.2936430792963748
1.0,0.99,6.0,closed_33,5,1,0.8806228373702422,5350.0,5229,606060.0,715.000000000094,0.35171778851713864
1.0,0.99,6.0,closed_33,10,0,1.0,12150.0,4871,400401.7176007149,215.19999999999206,0.4318586320485029
1.0,0.99,6.0,closed_33,10,1,0.7335640138408305,5375.0,9605,1212120.0,721.3000000000955,0.1902110925605249
1.0,0.99,6.0,closed_33,20,0,1.0,13075.0,14309,1483122.7246224454,426.90000000002857,0.3518249751137444
1.0,0.99,6.0,closed_33,20,1,1.0,12175.0,6980,702827.6651812661,199.29999999999296,0.42829755438422284
1.0,0.99,10.0,open_33,2,0,0.9885535900104059,16900.0,3570,242424.00000000003,600.500000000068,0.39613206601203077
1.0,0.99,10.0,open_33,2,1,0.9802289281997919,16825.0,3667,242424.00000000003,597.6000000000673,0.3870056501426967
1.0,0.99,10.0,open_33,5,0,0.9958376690946931,21400.0,10368,606060.0,619.2000000000722,0.3095225739070244
1.0,0.99,10.0,open_33,5,1,1.0,22200.0,9047,529652.0487016398,535.7000000000533,0.3253618516352512
1.0,0.99,10.0,open_33,10,0,1.0,22725.0,7218,427583.43444751576,212.6999999999922,0.40052815489468707
1.0,0.99,10.0,open_33,10,1,1.0,23100.0,9875,573330.474861085,288.79999999999717,0.3698342769351672
1.0,0.99,10.0,open_33,20,0,1.0,22275.0,5688,349431.8464612309,87.39999999999931,0.444391805992469
1.0,0.99,10.0,open_33,20,1,1.0,22550.0,6383,383635.5356260063,95.99999999999882,0.4348165433476727
1.0,0.99,10.0,partial_33,2,0,0.21132075471698114,1400.0,3348,242424.00000000003,690.7000000000885,-0.2399212942094003
1.0,0.99,10.0,partial_33,2,1,0.8515723270440252,5925.0,3236,242424.00000000003,660.7000000000817,0.3695978303788747
1.0,0.99,10.0,partial_33,5,0,1.0,19175.0,9445,599253.7671545317,619.1000000000722,0.2910347627000618
1.0,0.99,10.0,partial_33,5,1,0.7836477987421384,9950.0,9541,606060.0,653.9000000000801,0.20740310480447707
1.0,0.99,10.0,partial_33,10,0,0.9974842767295597,17575.0,18825,1212120.0,660.8000000000817,0.2998834318288536
1.0,0.99,10.0,partial_33,10,1,1.0,17325.0,9822,627166.7636756767,327.2000000000059,0.38621709150263017
1.0,0.99,10.0,partial_33,20,0,1.0,18675.0,6733,431401.06538486434,110.89999999999797,0.42409058993644416
1.0,0.99,10.0,partial_33,20,1,0.9723270440251572,15675.0,32762,2424240.0,701.500000000091,0.2981939892580704
1.0,0.99,10.0,closed_33,2,0,0.24740484429065743,0.0,2540,242424.00000000003,718.6000000000948,-0.18105003623280302
1.0,0.99,10.0,closed_33,2,1,0.21453287197231835,800.0,2302,242424.00000000003,710.8000000000931,-0.2311866860770463
1.0,0.99,10.0,closed_33,5,0,0.8875432525951558,5375.0,4512,606060.0,714.6000000000939,0.362133978320623
1.0,0.99,10.0,closed_33,5,1,0.8529411764705882,5325.0,4931,606060.0,710.0000000000929,0.32521079792319496
1.0,0.99,10.0,closed_33,10,0,1.0,11925.0,5541,456093.36098698806,246.99999999999025,0.4264089291794858
1.0,0.99,10.0,closed_33,10,1,0.986159169550173,11075.0,12066,1212120.0,704.5000000000916,0.3253166927907414
1.0,0.99,10.0,closed_33,20,0,0.9238754325259516,9725.0,21136,2424240.0,729.8000000000974,0.2849205827086846
1.0,0.99,10.0,closed_33,20,1,1.0,13350.0,8148,725481.8158087754,200.89999999999287,0.3994823501055994
1.0,0.999,3.0,open_33,2,0,1.0,17675.0,3327,228842.00209416312,562.7000000000594,0.41017471627087454
1.0,0.999,3.0,open_33,2,1,1.0,17125.0,3254,222824.4724333437,548.7000000000562,0.4217924453277282
1.0,0.999,3.0,open_33,5,0,1.0,20200.0,3424,232098.14733943937,228.3999999999913,0.4581928310158656
1.0,0.999,3.0,open_33,5,1,1.0,20600.0,3283,224737.59953811485,221.19999999999172,0.4571366322502411
1.0,0.999,3.0,open_33,10,0,1.0,20750.0,3497,234782.39072793233,115.99999999999768,0.47758689399135346
1.0,0.999,3.0,open_33,10,1,1.0,21850.0,3806,251928.54061624152,124.89999999999718,0.45761598294377026
1.0,0.999,3.0,open_33,20,0,1.0,21800.0,3908,252085.7952205669,62.50000000000062,0.47197476883776257
1.0,0.999,3.0,open_33,20,1,1.0,21100.0,3275,221132.29312270135,55.00000000000051,0.491408131471348
1.0,0.999,3.0,partial_33,2,0,0.8465408805031447,3925.0,3201,242424.00000000003,662.4000000000821,0.3949678283108701
1.0,0.999,3.0,partial_33,2,1,0.7836477987421384,3025.0,3261,242424.00000000003,650.9000000000794,0.3416634712749397
1.0,0.999,3.0,partial_33,5,0,1.0,17450.0,8993,598242.1289940753,646.1000000000784,0.31838916157194463
1.0,0.999,3.0,partial_33,5,1,0.5610062893081761,1675.0,7889,606060.0,726.2000000000966,0.10733161543791872
1.0,0.999,3.0,partial_33,10,0,1.0,17075.0,10025,695051.763712836,380.70000000001806,0.38147958013708155
1.0,0.999,3.0,partial_33,10,1,0.9509433962264151,14525.0,17267,1212120.0,690.0000000000883,0.2998375893090718
1.0,0.999,3.0,partial_33,20,0,1.0,17375.0,3402,237983.55064121168,61.1000000000006,0.4803822861542474
1.0,0.999,3.0,partial_33,20,1,1.0,18325.0,17234,1177447.6297282968,323.6000000000051,0.3664685887693286
1.0,0.999,3.0,closed_33,2,0,0.4688581314878893,600.0,2173,242424.00000000003,711.4000000000932,0.04522207875480347
1.0,0.999,3.0,closed_33,2,1,0.2664359861591695,0.0,2078,242424.00000000003,717.0000000000945,-0.15730953355409213
1.0,0.999,3.0,closed_33,5,0,0.38235294117647056,750.0,5630,606060.0,731.0000000000977,-0.06633104118152375
1.0,0.999,3.0,closed_33,5,1,0.870242214532872,6475.0,4222,606060.0,720.6000000000953,0.32330521228099085
1.0,0.999,3.0,closed_33,10,0,0.9965397923875432,12525.0,11656,1212120.0,718.3000000000948,0.3061876261809048
1.0,0.999,3.0,closed_33,10,1,1.0,11850.0,6660,589058.5695461333,325.70000000000556,0.40773991652352143
1.0,0.999,3.0,closed_33,20,0,1.0,12400.0,5051,432696.8419298325,118.79999999999752,0.4475837687454889
1.0,0.999,3.0,closed_33,20,1,1.0,12000.0,3125,256346.41180767585,68.40000000000039,0.48241796003603543
1.0,0.999,6.0,open_33,2,0,0.991675338189386,17000.0,3632,242424.00000000003,598.0000000000674,0.39730752466261754
1.0,0.999,6.0,open_33,2,1,0.991675338189386,16725.0,3589,242424.00000000003,599.9000000000678,0.4013317794086808
1.0,0.999,6.0,open_33,5,0,1.0,22125.0,5872,362389.4960509647,358.9000000000131,0.3795480052953689
1.0,0.999,6.0,open_33,5,1,1.0,22725.0,4920,310678.3005266484,307.0000000000013,0.39121029665005547
1.0,0.999,6.0,open_33,10,0,1.0,22550.0,5363,330397.3532585141,164.29999999999495,0.4246341589144041
1.0,0.999,6.0,open_33,10,1,1.0,21525.0,4910,311506.5139095285,155.29999999999546,0.44320202590511826
1.0,0.999,6.0,open_33,20,0,1.0,22200.0,5540,333807.7531271642,82.99999999999956,0.4472463867281712
1.0,0.999,6.0,open_33,20,1,1.0,22800.0,6064,363403.4649564177,91.0999999999991,0.43468290054467856
1.0,0.999,6.0,partial_33,2,0,0.5081761006289308,2075.0,3543,242424.00000000003,665.7000000000828,0.06311776744166284
1.0,0.999,6.0,partial_33,2,1,0.6855345911949685,3675.0,3622,242424.00000000003,638.5000000000766,0.22485530968843245
1.0,0.999,6.0,partial_33,5,0,0.9182389937106918,10250.0,8889,606060.0,671.7000000000842,0.3418450075769415
1.0,0.999,6.0,partial_33,5,1,0.929559748427673,12425.0,9136,606060.0,668.6000000000835,0.32001876708330024
1.0,0.999,6.0,partial_33,10,0,0.9245283018867925,11850.0,17736,1212120.0,689.1000000000881,0.31315356487766477
1.0,0.999,6.0,partial_33,10,1,1.0,18350.0,4953,332928.9466200804,171.19999999999456,0.42483748855554343
1.0,0.999,6.0,partial_33,20,0,1.0,17950.0,4907,326933.3585403124,83.9999999999995,0.4514042339863829
1.0,0.999,6.0,partial_33,20,1,1.0,18575.0,4678,315603.2262465884,81.49999999999964,0.44439549305413495
1.0,0.999,6.0,closed_33,2,0,0.2179930795847751,0.0,2531,242424.00000000003,719.7000000000951,-0.21222479353863058
1.0,0.999,6.0,closed_33,2,1,0.3391003460207612,0.0,2211,242424.00000000003,703.0000000000913,-0.08091534894300187
1.0,0.999,6.0,closed_33,5,0,0.9152249134948097,5375.0,5231,606060.0,707.4000000000923,0.38674085688196846
1.0,0.999,6.0,closed_33,5,1,0.9377162629757786,7950.0,5792,606060.0,706.000000000092,0.3538908974190419
1.0,0.999,6.0,closed_33,10,0,0.8581314878892734,5100.0,10139,1212120.0,725.7000000000965,0.3217962278802392
1.0,0.999,6.0,closed_33,10,1,0.7837370242214533,5925.0,10391,1212120.0,722.5000000000957,0.2288144750671187
1.0,0.999,6.0,closed_33,20,0,1.0,13500.0,10181,905886.2895150972,251.09999999999002,0.38186414413887904
1.0,0.999,6.0,closed_33,20,1,1.0,12025.0,6230,548968.905565477,151.99999999999565,0.44310662601451667
1.0,0.999,10.0,open_33,2,0,0.9843912591050988,16250.0,3651,242424.00000000003,597.6000000000673,0.3987690977539353
1.0,0.999,10.0,open_33,2,1,0.9906347554630593,17050.0,3589,242424.00000000003,598.5000000000675,0.39618072097521106
1.0,0.999,10.0,open_33,5,0,1.0,21850.0,8203,480962.17001795565,485.40000000004187,0.3439898384487695
1.0,0.999,10.0,open_33,5,1,1.0,21925.0,7338,442883.2244321727,446.400000000033,0.3554078691889654
1.0,0.999,10.0,open_33,10,0,1.0,22600.0,11544,659157.1335151244,334.3000000000075,0.3622991057487626
1.0,0.999,10.0,open_33,10,1,1.0,22825.0,11670,671534.3281849308,342.7000000000094,0.3577845999289697
1.0,0.999,10.0,open_33,20,0,1.0,22000.0,6003,363761.60463151056,90.89999999999911,0.44501063111486866
1.0,0.999,10.0,open_33,20,1,1.0,22900.0,8054,470041.4425034635,117.79999999999758,0.4180212361274527
1.0,0.999,10.0,partial_33,2,0,0.20628930817610064,1200.0,3192,242424.00000000003,697.9000000000901,-0.24160803392278418
1.0,0.999,10.0,partial_33,2,1,0.35974842767295595,1825.0,3304,242424.00000000003,688.500000000088,-0.0883434651343413
1.0,0.999,10.0,partial_33,5,0,0.9949685534591195,16625.0,9573,606060.0,637.4000000000764,0.3224772778210657
1.0,0.999,10.0,partial_33,5,1,0.9157232704402516,11000.0,8379,606060.0,682.5000000000866,0.32922264279855684
1.0,0.999,10.0,partial_33,10,0,0.9911949685534591,17200.0,18059,1212120.0,678.5000000000857,0.29967099290891364
1.0,0.999,10.0,partial_33,10,1,1.0,18975.0,9297,595792.281121372,310.20000000000203,0.3662188347563561
1.0,0.999,10.0,partial_33,20,0,1.0,18925.0,5978,391820.8702477142,100.79999999999855,0.42620695289010546
1.0,0.999,10.0,partial_33,20,1,1.0,19100.0,9931,623880.4726979951,161.8999999999951,0.39676088684975813
1.0,0.999,10.0,closed_33,2,0,0.3477508650519031,0.0,2120,242424.00000000003,718.4000000000948,-0.07071339843605709
1.0,0.999,10.0,closed_33,2,1,0.19204152249134948,475.0,1516,242424.00000000003,726.8000000000967,-0.24179739625462007
1.0,0.999,10.0,closed_33,5,0,0.47231833910034604,1525.0,2669,606060.0,729.3000000000973,0.024051200304437664
1.0,0.999,10.0,closed_33,5,1,0.9013840830449827,5700.0,5886,606060.0,707.7000000000924,0.3629957310124384
1.0,0.999,10.0,closed_33,10,0,0.9377162629757786,9950.0,11463,1212120.0,713.4000000000937,0.30024178058578377
1.0,0.999,10.0,closed_33,10,1,0.9844290657439446,10300.0,13262,1212120.0,703.1000000000913,0.338485631642096
1.0,0.999,10.0,closed_33,20,0,1.0,12775.0,9130,765618.0965632345,209.99999999999235,0.40701852011187534
1.0,0.999,10.0,closed_33,20,1,1.0,12675.0,5071,411477.46696389094,110.69999999999798,0.44302968583586655
5.0,0.95,3.0,open_33,2,0,1.0,16775.0,2980,210760.21686021163,518.1000000000492,0.4381066308883351
5.0,0.95,3.0,open_33,2,1,1.0,17625.0,3412,231468.1692650179,569.2000000000609,0.4079274456543276
5.0,0.95,3.0,open_33,5,0,1.0,19500.0,2987,210000.02345064038,206.89999999999253,0.4794779025098397
5.0,0.95,3.0,open_33,5,1,1.0,20025.0,3152,220457.31666057697,217.49999999999193,0.4675004124821888
5.0,0.95,3.0,open_33,10,0,1.0,20400.0,3184,219703.13375408063,108.6999999999981,0.48863771143968615
5.0,0.95,3.0,open_33,10,1,1.0,20925.0,3107,214372.5478610983,106.09999999999825,0.4840337964094954
5.0,0.95,3.0,open_33,20,0,1.0,22325.0,3820,246034.6217275723,61.2000000000006,0.4668695022987545
5.0,0.95,3.0,open_33,20,1,1.0,22200.0,3654,238460.15133699076,59.10000000000057,0.4710507026649493
5.0,0.95,3.0,partial_33,2,0,0.3333333333333333,0.0,3613,242424.00000000003,685.2000000000872,-0.09061085324623233
5.0,0.95,3.0,partial_33,2,1,0.7836477987421384,5050.0,3591,242424.00000000003,649.000000000079,0.3073290986717929
5.0,0.95,3.0,partial_33,5,0,0.9735849056603774,13150.0,8921,606060.0,670.5000000000839,0.35460038512146674
5.0,0.95,3.0,partial_33,5,1,0.6528301886792452,2775.0,8679,606060.0,690.5000000000884,0.18342654473696082
5.0,0.95,3.0,partial_33,10,0,1.0,17650.0,10579,717093.1218712662,388.10000000001975,0.3691000995684395
5.0,0.95,3.0,partial_33,10,1,1.0,15400.0,4804,328386.5679543854,171.89999999999452,0.47101129029951483
5.0,0.95,3.0,partial_33,20,0,1.0,16850.0,4187,287920.5855330555,74.10000000000007,0.47637743240739255
5.0,0.95,3.0,partial_33,20,1,1.0,17700.0,5316,355527.4148492664,92.19999999999904,0.4506746413545648
5.0,0.95,3.0,closed_33,2,0,0.5536332179930796,1050.0,1940,242424.00000000003,707.3000000000923,0.12986734169635236
5.0,0.95,3.0,closed_33,2,1,0.6764705882352942,375.0,2106,242424.00000000003,724.3000000000961,0.2712170483087972
5.0,0.95,3.0,closed_33,5,0,0.7110726643598616,3900.0,4381,606060.0,714.700000000094,0.21138974575721806
5.0,0.95,3.0,closed_33,5,1,0.7698961937716263,2675.0,4560,606060.0,723.800000000096,0.29658874382057776
5.0,0.95,3.0,closed_33,10,0,0.9065743944636678,7950.0,10527,1212120.0,721.6000000000955,0.311303003922501
5.0,0.95,3.0,closed_33,10,1,0.856401384083045,6850.0,11947,1212120.0,724.3000000000961,0.2816777869305891
5.0,0.95,3.0,closed_33,20,0,0.9636678200692042,11150.0,22796,2424240.0,722.5000000000957,0.2948908839448603
5.0,0.95,3.0,closed_33,20,1,1.0,11525.0,3527,325025.51940515963,89.49999999999919,0.48360168967366
5.0,0.95,6.0,open_33,2,0,0.9947970863683663,17875.0,3560,242424.00000000003,598.3000000000675,0.3906551759133722
5.0,0.95,6.0,open_33,2,1,0.9875130072840791,16350.0,3621,242424.00000000003,598.3000000000675,0.40120382493213935
5.0,0.95,6.0,open_33,5,0,1.0,20150.0,3724,248471.22819903272,245.8999999999903,0.4507048811381953
5.0,0.95,6.0,open_33,5,1,1.0,21400.0,3931,259043.67514682736,255.19999999998979,0.42997250332179976
5.0,0.95,6.0,open_33,10,0,1.0,22625.0,5909,360832.33566850284,179.4999999999941,0.4164476256380798
5.0,0.95,6.0,open_33,10,1,1.0,21550.0,3744,247957.38317469624,121.79999999999735,0.46263226170263455
5.0,0.95,6.0,open_33,20,0,1.0,23025.0,5689,346679.29651817447,86.49999999999936,0.43518404743403094
5.0,0.95,6.0,open_33,20,1,1.0,21175.0,3942,253136.52947536157,63.000000000000625,0.47930593018740797
5.0,0.95,6.0,partial_33,2,0,0.8830188679245283,7025.0,3231,242424.00000000003,648.6000000000789,0.386083598386176
