elite_fraction,p_crossover,p_mutation,map_label,n_drones,seed,final_coverage,overlap_m2,wasted_visits,energy_used_j,time_to_terminal,score
0.2,0.1,0.3,partial_33,5,1,0.9773584905660377,12075.0,8975,606060.0,665.1000000000827,0.37455268434964906
0.2,0.1,0.3,partial_33,10,0,1.0,17275.0,4505,313108.9756266959,163.19999999999501,0.4469330927778298
0.2,0.1,0.3,partial_33,10,1,1.0,16975.0,3939,279996.3617159212,145.49999999999602,0.46078754657179544
0.2,0.1,0.3,partial_33,20,0,1.0,17625.0,4136,286502.57647590153,74.10000000000007,0.4652589396663218
0.2,0.1,0.3,partial_33,20,1,1.0,17725.0,4709,329629.78480682615,86.69999999999935,0.4561444912965015
0.2,0.1,0.3,closed_33,2,0,0.6228373702422145,1325.0,2798,242424.00000000003,694.3000000000893,0.18508313531673762
0.2,0.1,0.3,closed_33,2,1,0.5,2875.0,1809,242424.00000000003,699.0000000000904,0.03719204573734017
0.2,0.1,0.3,closed_33,5,0,0.9273356401384083,9225.0,6958,606060.0,695.1000000000895,0.31282587007706897
0.2,0.1,0.3,closed_33,5,1,1.0,7800.0,6600,544245.014067969,599.1000000000677,0.4325075725098593
0.2,0.1,0.3,closed_33,10,0,0.9826989619377162,10550.0,11166,1212120.0,709.4000000000927,0.3337452777894093
0.2,0.1,0.3,closed_33,10,1,0.9792387543252595,9800.0,10607,1212120.0,718.5000000000948,0.34653145302464583
0.2,0.1,0.3,closed_33,20,0,1.0,11525.0,4313,342587.1200835132,92.59999999999901,0.4757670132376558
0.2,0.1,0.3,closed_33,20,1,1.0,11775.0,4354,367602.75159559073,100.19999999999858,0.4687914638459225
0.2,0.4,0.05,open_33,2,0,1.0,16450.0,2574,186977.96269530966,462.7000000000367,0.4647370255153662
0.2,0.4,0.05,open_33,2,1,1.0,16375.0,2571,188305.73030333593,467.80000000003787,0.4649516926683014
0.2,0.4,0.05,open_33,5,0,1.0,22250.0,4371,282872.36149096955,278.19999999999476,0.40881619927262547
0.2,0.4,0.05,open_33,5,1,1.0,22025.0,4039,265299.79203681985,261.09999999999087,0.4194041384332194
0.2,0.4,0.05,open_33,10,0,1.0,23175.0,5356,332297.5321002172,162.79999999999504,0.4166538675401851
0.2,0.4,0.05,open_33,10,1,1.0,22925.0,4918,317798.42018730426,156.2999999999954,0.4249036279135986
0.2,0.4,0.05,open_33,20,0,1.0,23550.0,8065,482194.65038132947,118.09999999999756,0.40914158738646794
0.2,0.4,0.05,open_33,20,1,1.0,23675.0,8220,491782.0970946611,120.79999999999741,0.4064702096118778
0.2,0.4,0.05,partial_33,2,0,0.7383647798742138,5350.0,3322,242424.00000000003,655.8000000000806,0.2582155033296809
0.2,0.4,0.05,partial_33,2,1,0.680503144654088,4100.0,3341,242424.00000000003,661.8000000000819,0.21598025397010542
0.2,0.4,0.05,partial_33,5,0,0.9647798742138365,12650.0,8897,606060.0,664.9000000000826,0.3532020500992683
0.2,0.4,0.05,partial_33,5,1,0.9660377358490566,15225.0,9286,606060.0,662.200000000082,0.31469822288781046
0.2,0.4,0.05,partial_33,10,0,0.9572327044025157,15825.0,18136,1212120.0,674.1000000000847,0.286001618173062
0.2,0.4,0.05,partial_33,10,1,1.0,18975.0,8828,566740.399452718,296.69999999999897,0.3708326446339736
0.2,0.4,0.05,partial_33,20,0,1.0,19200.0,8322,522429.5318787615,133.7999999999967,0.4052204762027029
0.2,0.4,0.05,partial_33,20,1,1.0,19175.0,7071,454040.9643244571,117.29999999999761,0.4138331026909388
0.2,0.4,0.05,closed_33,2,0,0.6072664359861591,2750.0,2596,242424.00000000003,708.0000000000924,0.1414598180569792
0.2,0.4,0.05,closed_33,2,1,0.5346020761245674,3800.0,2783,242424.00000000003,678.7000000000858,0.04124549320019713
0.2,0.4,0.05,closed_33,5,0,0.9532871972318339,9600.0,6149,606060.0,695.0000000000895,0.3342064361009256
