elite_fraction,p_crossover,p_mutation,map_label,n_drones,seed,final_coverage,overlap_m2,wasted_visits,energy_used_j,time_to_terminal,score
0.4,0.1,0.05,partial_33,20,0,1.0,18775.0,5365,358000.36408463446,92.29999999999903,0.4339904296948523
0.4,0.1,0.05,partial_33,20,1,1.0,18475.0,5014,331811.37817443674,85.39999999999942,0.4424186082991166
0.4,0.1,0.05,closed_33,2,0,0.7041522491349481,3600.0,2711,242424.00000000003,668.1000000000834,0.22412703802923775
0.4,0.1,0.05,closed_33,2,1,0.8200692041522492,3475.0,2904,242424.00000000003,660.0000000000815,0.3455753457305326
0.4,0.1,0.05,closed_33,5,0,0.7923875432525952,4350.0,5274,606060.0,701.500000000091,0.28160237098136875
0.4,0.1,0.05,closed_33,5,1,1.0,8800.0,4382,400256.99008545664,438.60000000003123,0.4568660374499267
0.4,0.1,0.05,closed_33,10,0,0.9878892733564014,12400.0,11515,1212120.0,708.5000000000925,0.3001788063413027
0.4,0.1,0.05,closed_33,10,1,0.9515570934256056,11250.0,13239,1212120.0,701.3000000000909,0.28551469504315174
0.4,0.1,0.05,closed_33,20,0,1.0,11525.0,4185,357088.23437400814,96.99999999999876,0.4758557417298271
0.4,0.1,0.05,closed_33,20,1,1.0,12875.0,4371,342860.0179603067,91.49999999999908,0.4473075800613008
0.4,0.1,0.15,open_33,2,0,1.0,15275.0,2542,184736.9789080816,462.50000000003666,0.48148951121476824
0.4,0.1,0.15,open_33,2,1,1.0,15850.0,2720,193662.0493082054,484.40000000004164,0.46501185407721934
0.4,0.1,0.15,open_33,5,0,1.0,20675.0,3426,231493.0502824654,231.8999999999911,0.45237575092221666
0.4,0.1,0.15,open_33,5,1,1.0,20475.0,3186,217476.73443117237,217.7999999999919,0.4620169523074594
0.4,0.1,0.15,open_33,10,0,1.0,21775.0,3637,238692.69751002686,118.69999999999753,0.46235266647029805
0.4,0.1,0.15,open_33,10,1,1.0,21925.0,3806,246605.82989134267,122.7999999999973,0.4573137488190836
0.4,0.1,0.15,open_33,20,0,1.0,22175.0,4213,269683.6549274917,68.1000000000004,0.46275318160326573
0.4,0.1,0.15,open_33,20,1,1.0,22075.0,3761,246358.70236493275,61.90000000000061,0.4707253862998924
0.4,0.1,0.15,partial_33,2,0,0.4628930817610063,1400.0,3547,242424.00000000003,662.100000000082,0.025515795561338844
0.4,0.1,0.15,partial_33,2,1,0.8075471698113208,2800.0,3311,242424.00000000003,650.9000000000794,0.369561063672152
0.4,0.1,0.15,partial_33,5,0,1.0,15725.0,8683,563001.6354065575,598.4000000000675,0.35362285542430816
0.4,0.1,0.15,partial_33,5,1,0.9962264150943396,14025.0,9010,606060.0,664.9000000000826,0.3643238084727499
0.4,0.1,0.15,partial_33,10,0,1.0,16700.0,4328,297802.570874745,153.69999999999555,0.4589911061921749
0.4,0.1,0.15,partial_33,10,1,1.0,18125.0,6180,414830.70541305444,217.19999999999195,0.41117460089762187
0.4,0.1,0.15,partial_33,20,0,1.0,18350.0,5431,360434.0490158433,93.09999999999899,0.43985008362261363
0.4,0.1,0.15,partial_33,20,1,1.0,17950.0,4922,331603.55140356487,85.6999999999994,0.4510162231777769
0.4,0.1,0.15,closed_33,2,0,0.8979238754325259,5525.0,2717,242424.00000000003,670.800000000084,0.3868885053718524
0.4,0.1,0.15,closed_33,2,1,0.5743944636678201,2725.0,2637,242424.00000000003,664.4000000000825,0.10692227346297487
0.4,0.1,0.15,closed_33,5,0,0.9982698961937716,7825.0,7232,606060.0,687.4000000000877,0.41353543503983436
0.4,0.1,0.15,closed_33,5,1,0.6868512110726643,5950.0,6461,606060.0,701.700000000091,0.13624393404111682
0.4,0.1,0.15,closed_33,10,0,0.9844290657439446,10925.0,10531,1212120.0,721.1000000000954,0.32854639068133884
0.4,0.1,0.15,closed_33,10,1,0.9844290657439446,10250.0,12355,1212120.0,714.1000000000938,0.3403898382773286
0.4,0.1,0.15,closed_33,20,0,1.0,12600.0,13649,1333926.4866723404,381.4000000000182,0.37111653158333047
0.4,0.1,0.15,closed_33,20,1,1.0,11725.0,3315,271390.3248868305,72.50000000000016,0.484945522818295
0.4,0.1,0.3,open_33,2,0,1.0,17175.0,3292,225107.59953750094,565.60000000006,0.41919659874328397
0.4,0.1,0.3,open_33,2,1,1.0,17500.0,3035,214814.62088900903,539.000000000054,0.42563093501165694
0.4,0.1,0.3,open_33,5,0,1.0,16850.0,2664,192639.88332866598,194.39999999999324,0.5232126557802744
0.4,0.1,0.3,open_33,5,1,1.0,21175.0,3732,250174.33609658165,250.39999999999006,0.437394906059753
0.4,0.1,0.3,open_33,10,0,1.0,20850.0,3556,240316.93400684395,120.09999999999745,0.4748339531961456
0.4,0.1,0.3,open_33,10,1,1.0,20775.0,3300,225383.15669763112,113.09999999999785,0.48138471363024193
0.4,0.1,0.3,open_33,20,0,1.0,21600.0,3381,227363.11560369562,57.400000000000546,0.483131864768523
0.4,0.1,0.3,open_33,20,1,1.0,22725.0,4819,304289.85027711093,76.39999999999993,0.4479813615546284
0.4,0.1,0.3,partial_33,2,0,0.9056603773584906,5425.0,3278,242424.00000000003,652.3000000000798,0.43335615396796934
0.4,0.1,0.3,partial_33,2,1,0.9547169811320755,7750.0,3242,242424.00000000003,649.000000000079,0.4502021769190826
0.4,0.1,0.3,partial_33,5,0,0.9635220125786164,13375.0,9164,606060.0,673.3000000000845,0.3403327696390457
0.4,0.1,0.3,partial_33,5,1,0.9924528301886792,12350.0,8818,606060.0,668.9000000000835,0.38623157598876945
0.4,0.1,0.3,partial_33,10,0,1.0,16250.0,5734,388766.87669964763,204.99999999999264,0.4449182126757797
0.4,0.1,0.3,partial_33,10,1,1.0,15025.0,3628,263078.52287957165,136.9999999999965,0.49578000209256073
0.4,0.1,0.3,partial_33,20,0,1.0,16925.0,3800,266996.07138480013,69.60000000000032,0.4805240138014488
0.4,0.1,0.3,partial_33,20,1,1.0,16950.0,3538,253838.14116939064,66.10000000000052,0.48406910128564773
0.4,0.1,0.3,closed_33,2,0,0.6228373702422145,1325.0,2798,242424.00000000003,694.3000000000893,0.18508313531673762
0.4,0.1,0.3,closed_33,2,1,0.5,2875.0,1809,242424.00000000003,699.0000000000904,0.03719204573734017
0.4,0.1,0.3,closed_33,5,0,1.0,8100.0,4999,460743.7032247425,513.2000000000481,0.45311520256015153
0.4,0.1,0.3,closed_33,5,1,1.0,8575.0,4955,459747.36881596764,515.5000000000487,0.44373832316818085
0.4,0.1,0.3,closed_33,10,0,1.0,10000.0,4354,375936.93928508926,205.8999999999926,0.48274649737350683
0.4,0.1,0.3,closed_33,10,1,1.0,10500.0,4989,436545.07986688917,239.99999999999065,0.4611330818350345
0.4,0.1,0.3,closed_33,20,0,1.0,12575.0,4385,336375.19546418544,90.69999999999912,0.45382350543609234
0.4,0.1,0.3,closed_33,20,1,1.0,12200.0,5071,408375.6471544709,110.69999999999798,0.4530760944798298
0.4,0.4,0.05,open_33,2,0,1.0,16450.0,2574,186977.96269530966,462.7000000000367,0.4647370255153662
0.4,0.4,0.05,open_33,2,1,1.0,16375.0,2571,188305.73030333593,467.80000000003787,0.4649516926683014
0.4,0.4,0.05,open_33,5,0,1.0,21600.0,3544,237979.4557129792,234.39999999999097,0.4375580241610341
0.4,0.4,0.05,open_33,5,1,1.0,22075.0,3697,249341.20854714036,246.1999999999903,0.42681677152996306
0.4,0.4,0.05,open_33,10,0,1.0,22850.0,4080,267817.6286754792,131.6999999999968,0.43994828396750746
0.4,0.4,0.05,open_33,10,1,1.0,22450.0,4489,292032.3311928294,143.39999999999614,0.437765541828683
0.4,0.4,0.05,open_33,20,0,1.0,22950.0,9445,546475.6032872982,134.99999999999662,0.4085678166737194
0.4,0.4,0.05,open_33,20,1,1.0,23425.0,6860,417988.6534888833,102.49999999999845,0.4194493072783102
0.4,0.4,0.05,partial_33,2,0,0.7383647798742138,5350.0,3322,242424.00000000003,655.8000000000806,0.2582155033296809
0.4,0.4,0.05,partial_33,2,1,0.680503144654088,4100.0,3341,242424.00000000003,661.8000000000819,0.21598025397010542
0.4,0.4,0.05,partial_33,5,0,1.0,18100.0,4271,286018.2634234474,289.6999999999974,0.40570326151532443
0.4,0.4,0.05,partial_33,5,1,1.0,18750.0,7493,497031.4272639768,524.0000000000506,0.3272984011864931
0.4,0.4,0.05,partial_33,10,0,1.0,19025.0,8311,535224.0937128835,278.3999999999948,0.37524077580421666
0.4,0.4,0.05,partial_33,10,1,1.0,18475.0,6572,428311.38001986477,219.7999999999918,0.4024656856982649
0.4,0.4,0.05,partial_33,20,0,1.0,18875.0,6671,429274.87517486326,109.79999999999804,0.4214615025672923
0.4,0.4,0.05,partial_33,20,1,1.0,18900.0,6507,418314.3876982294,107.69999999999816,0.42245467491280186
0.4,0.4,0.05,closed_33,2,0,0.6072664359861591,2750.0,2596,242424.00000000003,708.0000000000924,0.1414598180569792
0.4,0.4,0.05,closed_33,2,1,0.5346020761245674,3800.0,2783,242424.00000000003,678.7000000000858,0.04124549320019713
0.4,0.4,0.05,closed_33,5,0,0.8460207612456747,4750.0,4934,606060.0,719.8000000000951,0.330011847384476
0.4,0.4,0.05,closed_33,5,1,0.9982698961937716,9625.0,6294,606060.0,689.4000000000882,0.3791913016001872
0.4,0.4,0.05,closed_33,10,0,0.967128027681661,10100.0,12178,1212120.0,708.4000000000925,0.32616136762854786
0.4,0.4,0.05,closed_33,10,1,1.0,10825.0,6195,529420.5852312765,289.3999999999973,0.43777181969954404
0.4,0.4,0.05,closed_33,20,0,1.0,13000.0,16746,1652832.657807822,473.3000000000391,0.34163166429493613
0.4,0.4,0.05,closed_33,20,1,1.0,12950.0,6134,513496.76894031465,139.59999999999636,0.4263803153461316
0.4,0.4,0.15,open_33,2,0,1.0,16550.0,2695,197852.2348966105,491.50000000004326,0.45430986999914996
0.4,0.4,0.15,open_33,2,1,1.0,15700.0,2764,198811.85155855902,493.70000000004376,0.4628913408352493
0.4,0.4,0.15,open_33,5,0,1.0,21200.0,3586,240603.8426364133,237.99999999999076,0.4413362237397118
0.4,0.4,0.15,open_33,5,1,1.0,21850.0,3841,254366.37138284347,251.39999999999,0.42657264773501213
0.4,0.4,0.15,open_33,10,0,1.0,22575.0,4756,305591.2269739895,150.09999999999576,0.4321183615811347
0.4,0.4,0.15,open_33,10,1,1.0,22375.0,5674,354841.1586745023,175.39999999999432,0.4217696517426909
0.4,0.4,0.15,open_33,20,0,1.0,23775.0,8023,486328.86043976154,119.69999999999747,0.4062350075035927
0.4,0.4,0.15,open_33,20,1,1.0,23750.0,9339,544891.7618074641,135.3999999999966,0.39895771431815286
0.4,0.4,0.15,partial_33,2,0,0.5333333333333333,2875.0,3544,242424.00000000003,658.2000000000811,0.07754911408669776
0.4,0.4,0.15,partial_33,2,1,0.24276729559748428,0.0,3520,242424.00000000003,671.5000000000841,-0.18608328943408645
0.4,0.4,0.15,partial_33,5,0,0.9987421383647799,16125.0,9249,606060.0,652.3000000000798,0.33461948005129305
0.4,0.4,0.15,partial_33,5,1,0.9270440251572327,13875.0,8819,606060.0,667.8000000000833,0.2963029143883611
0.4,0.4,0.15,partial_33,10,0,0.589937106918239,7325.0,17711,1212120.0,691.8000000000887,0.04266589866533824
0.4,0.4,0.15,partial_33,10,1,1.0,17950.0,6374,422087.5453375899,220.39999999999176,0.4120260259033849
0.4,0.4,0.15,partial_33,20,0,1.0,18475.0,5793,375166.9881562283,96.49999999999879,0.43498053919935054
0.4,0.4,0.15,partial_33,20,1,1.0,18850.0,5679,375242.68054654263,96.49999999999879,0.429953132396816
0.4,0.4,0.15,closed_33,2,0,0.6885813148788927,1600.0,2977,242424.00000000003,671.7000000000842,0.24629665513264135
0.4,0.4,0.15,closed_33,2,1,0.6487889273356401,950.0,2229,242424.00000000003,705.7000000000919,0.22782406447715073
0.4,0.4,0.15,closed_33,5,0,0.629757785467128,1375.0,5589,606060.0,714.800000000094,0.17511032047592076
0.4,0.4,0.15,closed_33,5,1,0.9775086505190311,8775.0,6237,606060.0,700.2000000000907,0.37580341670773043
0.4,0.4,0.15,closed_33,10,0,1.0,11900.0,5992,502403.07009313046,274.899999999994,0.41946411147865803
0.4,0.4,0.15,closed_33,10,1,1.0,11300.0,5442,463884.6942565474,252.9999999999899,0.4389222625745094
0.4,0.4,0.15,closed_33,20,0,1.0,13600.0,8776,728752.231034345,198.19999999999303,0.3927630523567499
0.4,0.4,0.15,closed_33,20,1,1.0,12700.0,4586,365898.1748074922,97.89999999999871,0.4481093464375855
0.4,0.4,0.3,open_33,2,0,1.0,16700.0,3043,213762.0285134889,530.9000000000522,0.43610354929116124
0.4,0.4,0.3,open_33,2,1,1.0,15250.0,2626,192035.9550479892,479.4000000000405,0.47552539467401445
0.4,0.4,0.3,open_33,5,0,1.0,21525.0,3495,237414.8974516719,235.3999999999909,0.43933282318035877
0.4,0.4,0.3,open_33,5,1,1.0,20725.0,3551,243552.7331600408,242.09999999999053,0.4470565597750146
0.4,0.4,0.3,open_33,10,0,1.0,22325.0,4698,300167.85844933894,149.2999999999958,0.4364032454283473
0.4,0.4,0.3,open_33,10,1,1.0,21950.0,3578,242224.76766627887,119.49999999999748,0.46056155586754216
0.4,0.4,0.3,open_33,20,0,1.0,23600.0,5188,332251.8706201734,81.69999999999963,0.43239595061685515
0.4,0.4,0.3,open_33,20,1,1.0,23000.0,7023,422989.87598032504,104.59999999999833,0.42370571499236376
0.4,0.4,0.3,partial_33,2,0,0.7849056603773585,4400.0,3433,242424.00000000003,651.5000000000796,0.32018859139856626
0.4,0.4,0.3,partial_33,2,1,0.25660377358490566,1275.0,3562,242424.00000000003,670.2000000000838,-0.19083529004409974
0.4,0.4,0.3,partial_33,5,0,0.9132075471698113,12950.0,9198,606060.0,665.2000000000827,0.295238200259076
0.4,0.4,0.3,partial_33,5,1,0.9018867924528302,10275.0,8765,606060.0,672.8000000000844,0.3250330959200197
0.4,0.4,0.3,partial_33,10,0,1.0,18475.0,6061,404439.2156816083,210.8999999999923,0.40772340191522527
0.4,0.4,0.3,partial_33,10,1,1.0,17775.0,4907,327743.00215229136,168.09999999999474,0.43446946203394277
0.4,0.4,0.3,partial_33,20,0,1.0,18625.0,6375,415892.5707359328,107.39999999999817,0.42735123240135525
0.4,0.4,0.3,partial_33,20,1,1.0,17500.0,4083,283321.1218465064,73.4000000000001,0.4678608118090749
0.4,0.4,0.3,closed_33,2,0,0.7525951557093425,3325.0,2194,242424.00000000003,693.000000000089,0.28875821526934153
0.4,0.4,0.3,closed_33,2,1,0.7335640138408305,2650.0,2070,242424.00000000003,700.6000000000907,0.2851046741321811
0.4,0.4,0.3,closed_33,5,0,0.8615916955017301,7875.0,6744,606060.0,695.6000000000896,0.2742821016835345
0.4,0.4,0.3,closed_33,5,1,0.967128027681661,7125.0,7053,606060.0,685.9000000000874,0.3967907114830931
0.4,0.4,0.3,closed_33,10,0,0.9602076124567474,9450.0,12614,1212120.0,713.1000000000936,0.33221272541630376
0.4,0.4,0.3,closed_33,10,1,1.0,11350.0,4947,402730.7892543792,218.79999999999185,0.44775234326469704
0.4,0.4,0.3,closed_33,20,0,1.0,12150.0,4673,384226.0307150199,104.19999999999835,0.4578796559651721
0.4,0.4,0.3,closed_33,20,1,1.0,11275.0,3917,312602.32100481587,83.59999999999953,0.4858672438712717
0.4,0.7,0.05,open_33,2,0,1.0,16025.0,2454,180453.66498995415,446.10000000003294,0.47679719459065145
0.4,0.7,0.05,open_33,2,1,1.0,16500.0,2590,189151.60520714548,468.60000000003805,0.46245007368290564
0.4,0.7,0.05,open_33,5,0,1.0,22475.0,4412,285210.79083479126,279.5999999999951,0.4050367070147815
0.4,0.7,0.05,open_33,5,1,1.0,21300.0,3337,232395.24820280378,228.29999999999131,0.44571717617134604
0.4,0.7,0.05,open_33,10,0,1.0,22675.0,6292,384933.31715466036,189.19999999999354,0.41073524335157696
0.4,0.7,0.05,open_33,10,1,1.0,22600.0,4940,316954.8612758457,155.49999999999545,0.4288795986279824
0.4,0.7,0.05,open_33,20,0,1.0,23400.0,8331,495125.6694144006,122.09999999999734,0.40932979276905956
0.4,0.7,0.05,open_33,20,1,1.0,23475.0,8031,470984.82083013,115.39999999999772,0.4108668050966345
0.4,0.7,0.05,partial_33,2,0,0.11949685534591195,0.0,3651,242424.00000000003,671.100000000084,-0.3173394737755213
0.4,0.7,0.05,partial_33,2,1,0.8855345911949686,7375.0,3361,242424.00000000003,656.8000000000808,0.38172511159073863
0.4,0.7,0.05,partial_33,5,0,0.7572327044025158,7750.0,8806,606060.0,681.8000000000865,0.21500355645402822
0.4,0.7,0.05,partial_33,5,1,0.9949685534591195,17325.0,8954,606060.0,655.0000000000804,0.3133656242571313
0.4,0.7,0.05,partial_33,10,0,0.5232704402515723,4650.0,17428,1212120.0,690.8000000000885,0.015631264107238224
0.4,0.7,0.05,partial_33,10,1,1.0,18775.0,11594,773968.634479022,416.70000000002625,0.3436233675001217
0.4,0.7,0.05,partial_33,20,0,1.0,18750.0,8486,529512.1027790383,134.89999999999662,0.41112866629130895
0.4,0.7,0.05,partial_33,20,1,1.0,19375.0,7100,450313.9815192437,114.39999999999777,0.4109249279481298
0.4,0.7,0.05,closed_33,2,0,0.5570934256055363,0.0,2101,242424.00000000003,709.1000000000927,0.15251691347640348
0.4,0.7,0.05,closed_33,2,1,0.15570934256055363,600.0,2646,242424.00000000003,700.8000000000908,-0.2913234282361035
0.4,0.7,0.05,closed_33,5,0,0.5605536332179931,1425.0,5084,606060.0,709.7000000000928,0.10449778646810862
0.4,0.7,0.05,closed_33,5,1,0.7474048442906575,3200.0,5116,606060.0,709.1000000000927,0.25988418297327276
0.4,0.7,0.05,closed_33,10,0,0.9948096885813149,11000.0,11564,1212120.0,712.5000000000935,0.33620193795823783
0.4,0.7,0.05,closed_33,10,1,0.7854671280276817,7575.0,12206,1212120.0,721.0000000000954,0.19451454143594063
0.4,0.7,0.05,closed_33,20,0,1.0,12675.0,5112,414084.88349794876,112.0999999999979,0.4426531454542871
0.4,0.7,0.05,closed_33,20,1,1.0,13025.0,5534,455194.60886346083,123.19999999999727,0.43083315470118566
0.4,0.7,0.15,open_33,2,0,1.0,16900.0,2652,196826.47561566948,486.60000000004214,0.4514891148282777
0.4,0.7,0.15,open_33,2,1,1.0,16775.0,2596,193045.99518051062,476.60000000003987,0.45655879122132986
0.4,0.7,0.15,open_33,5,0,1.0,21550.0,3826,254582.99674494262,250.39999999999006,0.4304552431018906
0.4,0.7,0.15,open_33,5,1,1.0,21200.0,3768,251997.09317055135,248.69999999999015,0.43618065021519015
0.4,0.7,0.15,open_33,10,0,1.0,23025.0,5265,329748.36450188,162.19999999999507,0.41949775431140995
0.4,0.7,0.15,open_33,10,1,1.0,23075.0,5343,337582.721874336,165.99999999999486,0.41736686318175653
0.4,0.7,0.15,open_33,20,0,1.0,23600.0,7462,449155.74026452564,110.19999999999801,0.41277245879338115
0.4,0.7,0.15,open_33,20,1,1.0,23825.0,10015,582486.5076368642,144.1999999999961,0.39405727550687486
0.4,0.7,0.15,partial_33,2,0,0.4477987421383648,1650.0,3539,242424.00000000003,671.7000000000842,0.005868406251093333
0.4,0.7,0.15,partial_33,2,1,0.5333333333333333,3325.0,2728,242424.00000000003,696.1000000000897,0.07905553959284442
0.4,0.7,0.15,partial_33,5,0,0.8905660377358491,12625.0,8969,606060.0,670.800000000084,0.27750450667677085
0.4,0.7,0.15,partial_33,5,1,0.939622641509434,12300.0,8879,606060.0,670.2000000000838,0.3327985178157863
0.4,0.7,0.15,partial_33,10,0,1.0,18650.0,7398,481916.65392631455,251.89999999998997,0.390172323387806
0.4,0.7,0.15,partial_33,10,1,1.0,18950.0,7711,500519.6579663083,258.9999999999904,0.38235597653668263
0.4,0.7,0.15,partial_33,20,0,1.0,19050.0,9132,569928.4882526733,145.799999999996,0.4025199424514677
0.4,0.7,0.15,partial_33,20,1,1.0,19025.0,7978,497933.96643091366,126.49999999999709,0.41034727685743994
0.4,0.7,0.15,closed_33,2,0,0.444636678200692,50.0,2423,242424.00000000003,699.3000000000904,0.02792282818892841
0.4,0.7,0.15,closed_33,2,1,0.5363321799307958,3375.0,2740,242424.00000000003,685.5000000000873,0.05231033461279075
0.4,0.7,0.15,closed_33,5,0,0.8460207612456747,4675.0,7103,606060.0,686.5000000000875,0.3238404648208174
0.4,0.7,0.15,closed_33,5,1,0.4411764705882353,1425.0,6194,606060.0,702.2000000000911,-0.020990444709499928
0.4,0.7,0.15,closed_33,10,0,0.9775086505190311,11025.0,11965,1212120.0,719.300000000095,0.31769900642916815
0.4,0.7,0.15,closed_33,10,1,0.8148788927335641,7050.0,11845,1212120.0,714.6000000000939,0.2355405470876555
0.4,0.7,0.15,closed_33,20,0,1.0,12750.0,6318,498030.2710054051,133.4999999999967,0.4307647959262483
0.4,0.7,0.15,closed_33,20,1,0.9982698961937716,12425.0,23414,2424240.0,718.7000000000949,0.30308217994281506
0.4,0.7,0.3,open_33,2,0,1.0,16575.0,2663,194337.49976678463,479.3000000000405,0.45678819979547597
0.4,0.7,0.3,open_33,2,1,1.0,16800.0,2819,202164.70550338336,500.8000000000454,0.4460317728233465
0.4,0.7,0.3,open_33,5,0,1.0,21600.0,4022,266632.4546349726,263.19999999999135,0.4245902049242414
0.4,0.7,0.3,open_33,5,1,1.0,22050.0,3842,257383.48537243134,253.89999999998986,0.4233436696418152
0.4,0.7,0.3,open_33,10,0,1.0,22800.0,5133,323622.4541102643,159.6999999999952,0.4240403467529088
0.4,0.7,0.3,open_33,10,1,1.0,23375.0,6049,375489.17808911554,186.0999999999937,0.40449766828081873
0.4,0.7,0.3,open_33,20,0,1.0,23300.0,7699,458426.4633109411,112.79999999999787,0.4150294587037552
0.4,0.7,0.3,open_33,20,1,1.0,22775.0,8034,478923.76222796785,118.29999999999755,0.419123977714872
0.4,0.7,0.3,partial_33,2,0,0.15220125786163521,0.0,3611,242424.00000000003,676.9000000000854,-0.28251649847991533
0.4,0.7,0.3,partial_33,2,1,0.3610062893081761,300.0,3524,242424.00000000003,677.8000000000856,-0.06537396161503142
0.4,0.7,0.3,partial_33,5,0,0.9182389937106918,13925.0,8658,606060.0,691.3000000000886,0.2869335223430778
0.4,0.7,0.3,partial_33,5,1,0.9962264150943396,17300.0,8835,606060.0,661.1000000000818,0.31533048103048744
0.4,0.7,0.3,partial_33,10,0,0.9974842767295597,18075.0,17820,1212120.0,673.9000000000847,0.2929910329573986
0.4,0.7,0.3,partial_33,10,1,1.0,18750.0,5367,354035.7154615668,180.79999999999401,0.41349679971382586
0.4,0.7,0.3,partial_33,20,0,1.0,18975.0,7524,479396.4338155035,122.7999999999973,0.4136901507967612
0.4,0.7,0.3,partial_33,20,1,1.0,19150.0,6606,424590.4921821598,108.99999999999808,0.41787022905135046
0.4,0.7,0.3,closed_33,2,0,0.7681660899653979,975.0,2968,242424.00000000003,682.9000000000867,0.34251811797518583
0.4,0.7,0.3,closed_33,2,1,0.16608996539792387,600.0,2594,242424.00000000003,701.4000000000909,-0.28010490674876265
0.4,0.7,0.3,closed_33,5,0,0.9411764705882353,6625.0,6653,606060.0,693.4000000000891,0.38186488859657175
0.4,0.7,0.3,closed_33,5,1,0.8685121107266436,5850.0,5886,606060.0,704.1000000000915,0.3261898330611728
0.4,0.7,0.3,closed_33,10,0,0.967128027681661,11500.0,11271,1212120.0,714.1000000000938,0.29810508215352516
0.4,0.7,0.3,closed_33,10,1,1.0,13025.0,8595,707499.6105905204,390.5000000000203,0.3641776236863673
0.4,0.7,0.3,closed_33,20,0,1.0,13075.0,5460,425485.23763376614,114.09999999999779,0.4319129772908809
0.4,0.7,0.3,closed_33,20,1,1.0,12750.0,8634,736249.2201012969,203.39999999999273,0.41024916507157727
0.6,0.1,0.05,open_33,2,0,1.0,16275.0,2637,187179.60362750417,467.9000000000379,0.46537408366393207
0.6,0.1,0.05,open_33,2,1,1.0,15750.0,2541,184278.95183143002,461.10000000003635,0.47585459885680564
0.6,0.1,0.05,open_33,5,0,1.0,19700.0,2824,198998.26094490592,197.29999999999308,0.48274736571712124
0.6,0.1,0.05,open_33,5,1,1.0,20100.0,3109,212017.6856713551,211.99999999999224,0.4693158949627651
0.6,0.1,0.05,open_33,10,0,1.0,22350.0,4347,277974.12060136604,137.89999999999645,0.4421046729548221
0.6,0.1,0.05,open_33,10,1,1.0,21200.0,3455,228595.87943661422,114.49999999999777,0.4733200443022004
0.6,0.1,0.05,open_33,20,0,1.0,23225.0,5279,330311.3176449216,82.2999999999996,0.4365104482255809
0.6,0.1,0.05,open_33,20,1,1.0,22575.0,5629,344588.31388935447,85.99999999999939,0.44132250172375015
0.6,0.1,0.05,partial_33,2,0,0.8037735849056604,6900.0,3376,242424.00000000003,657.3000000000809,0.3029241497424491
0.6,0.1,0.05,partial_33,2,1,0.6981132075471698,3400.0,3408,242424.00000000003,662.6000000000821,0.24436163442662226
0.6,0.1,0.05,partial_33,5,0,1.0,17100.0,3963,277760.4191072207,286.59999999999667,0.4258132631041018
0.6,0.1,0.05,partial_33,5,1,1.0,16375.0,3361,241324.59685114014,247.49999999999022,0.45270134607149365
0.6,0.1,0.05,partial_33,10,0,0.9484276729559749,13300.0,18051,1212120.0,687.1000000000877,0.3152572272974815
0.6,0.1,0.05,partial_33,10,1,1.0,16900.0,3374,237849.07023244258,122.09999999999734,0.47376991470470065
0.6,0.1,0.05,partial_33,20,0,1.0,19075.0,6564,417391.6494982545,106.19999999999824,0.41961515578703157
0.6,0.1,0.05,partial_33,20,1,1.0,18625.0,6147,400467.7587174885,102.79999999999843,0.42936279005501443
0.6,0.1,0.05,closed_33,2,0,0.7041522491349481,3600.0,2711,242424.00000000003,668.1000000000834,0.22412703802923775
0.6,0.1,0.05,closed_33,2,1,0.8200692041522492,3475.0,2904,242424.00000000003,660.0000000000815,0.3455753457305326
0.6,0.1,0.05,closed_33,5,0,0.9948096885813149,8975.0,6677,606060.0,698.2000000000902,0.38781960584975905
0.6,0.1,0.05,closed_33,5,1,0.9532871972318339,5975.0,6577,606060.0,705.900000000092,0.4079845455710508
0.6,0.1,0.05,closed_33,10,0,0.9948096885813149,11000.0,12517,1212120.0,707.8000000000924,0.33516752704928066
0.6,0.1,0.05,closed_33,10,1,1.0,11550.0,5995,517953.927138217,282.8999999999958,0.4248653558557595
0.6,0.1,0.05,closed_33,20,0,1.0,12275.0,4799,405666.3659262615,110.19999999999801,0.4532331965556618
0.6,0.1,0.05,closed_33,20,1,1.0,13850.0,5537,450652.17489801114,122.09999999999734,0.41396186220794956
0.6,0.1,0.15,open_33,2,0,1.0,15275.0,2542,184736.9789080816,462.50000000003666,0.48148951121476824
0.6,0.1,0.15,open_33,2,1,1.0,15850.0,2720,193662.0493082054,484.40000000004164,0.46501185407721934
0.6,0.1,0.15,open_33,5,0,1.0,20500.0,2913,204745.45158523857,204.29999999999268,0.46963813952087563
0.6,0.1,0.15,open_33,5,1,1.0,20725.0,3373,227696.89701783576,226.19999999999143,0.453459796541068
0.6,0.1,0.15,open_33,10,0,1.0,20800.0,3514,232584.44758262485,116.09999999999768,0.4769787914611611
0.6,0.1,0.15,open_33,10,1,1.0,21875.0,3910,256351.9934181557,127.69999999999702,0.45548541649307833
0.6,0.1,0.15,open_33,20,0,1.0,21900.0,4121,266525.18473024573,66.80000000000048,0.46738401871970786
0.6,0.1,0.15,open_33,20,1,1.0,21350.0,3730,241749.08060923964,60.50000000000059,0.48045658633480404
0.6,0.1,0.15,partial_33,2,0,0.4628930817610063,1400.0,3547,242424.00000000003,662.100000000082,0.025515795561338844
0.6,0.1,0.15,partial_33,2,1,0.8075471698113208,2800.0,3311,242424.00000000003,650.9000000000794,0.369561063672152
0.6,0.1,0.15,partial_33,5,0,1.0,14450.0,4025,280886.07826538733,293.09999999999815,0.46442353798916053
