a_initial,a_final,decay_steps,map_label,n_drones,seed,final_coverage,overlap_m2,wasted_visits,energy_used_j,time_to_terminal,score
2.0,0.5,3000,closed_33,2,0,0.12110726643598616,0.0,1578,242424.00000000003,701.3000000000909,-0.31059445956185633
2.0,0.5,3000,closed_33,2,1,0.43771626297577854,3975.0,1873,242424.00000000003,693.6000000000892,-0.05355328636536419
2.0,0.5,3000,closed_33,5,0,0.6072664359861591,6525.0,3385,606060.0,729.7000000000974,0.055540088353433464
2.0,0.5,3000,closed_33,5,1,0.3235294117647059,2500.0,2482,606060.0,732.700000000098,-0.151799038586335
2.0,0.5,3000,closed_33,10,0,0.903114186851211,11200.0,10657,1212120.0,725.6000000000964,0.2401521994729847
2.0,0.5,3000,closed_33,10,1,0.24394463667820068,1125.0,2500,1212120.0,733.1000000000981,-0.207839548794401
2.0,0.5,3000,closed_33,20,0,0.5259515570934256,3975.0,9702,2424240.0,733.2000000000982,0.00809569237311894
2.0,0.5,3000,closed_33,20,1,0.5743944636678201,4950.0,6015,2424240.0,732.300000000098,0.04287430626087205
2.0,1.0,500,open_33,2,0,1.0,18575.0,3009,220081.8106277673,569.600000000061,0.40954154769234474
2.0,1.0,500,open_33,2,1,1.0,18275.0,2613,202795.6696313376,523.1000000000504,0.4316335879992125
2.0,1.0,500,open_33,5,0,1.0,22250.0,5133,335056.44947455084,339.20000000000863,0.3896180401132178
2.0,1.0,500,open_33,5,1,1.0,22475.0,4939,323098.1385559553,325.9000000000056,0.3912141121283691
2.0,1.0,500,open_33,10,0,1.0,22975.0,7888,479306.78726855665,240.8999999999906,0.3885738456217746
2.0,1.0,500,open_33,10,1,1.0,23275.0,8226,504575.2623603572,253.3999999999899,0.38061793197295263
2.0,1.0,500,open_33,20,0,1.0,23175.0,13339,770789.0913745202,192.19999999999337,0.38484855368207754
2.0,1.0,500,open_33,20,1,1.0,22800.0,12667,740589.0722100697,184.89999999999378,0.3923247314490417
2.0,1.0,500,partial_33,2,0,0.579874213836478,4225.0,3043,242424.00000000003,662.7000000000821,0.11112536256856495
2.0,1.0,500,partial_33,2,1,0.9861635220125786,13075.0,2929,242424.00000000003,642.1000000000774,0.40770559104195636
2.0,1.0,500,partial_33,5,0,0.7949685534591195,11575.0,6083,606060.0,681.6000000000864,0.20404242200024672
2.0,1.0,500,partial_33,5,1,0.6893081761006289,11725.0,5380,606060.0,688.300000000088,0.09561539310297992
2.0,1.0,500,partial_33,10,0,1.0,19050.0,7479,570235.3049404696,300.6999999999999,0.3733249574081923
2.0,1.0,500,partial_33,10,1,0.8415094339622642,14675.0,11101,1212120.0,693.2000000000891,0.19260738223355053
2.0,1.0,500,partial_33,20,0,1.0,19325.0,11604,877407.0750144362,228.7999999999913,0.3752584185054209
2.0,1.0,500,partial_33,20,1,0.9723270440251572,18300.0,30775,2424240.0,671.3000000000841,0.25900688817598894
2.0,1.0,500,closed_33,2,0,0.10899653979238755,0.0,1761,242424.00000000003,711.1000000000931,-0.32508606254679373
