a_initial,a_final,decay_steps,map_label,n_drones,seed,final_coverage,overlap_m2,wasted_visits,energy_used_j,time_to_terminal,score
3.0,0.0,500,closed_33,5,1,0.44982698961937717,3025.0,1887,606060.0,726.9000000000967,-0.021090460531911798
3.0,0.0,500,closed_33,10,0,0.3408304498269896,3150.0,4239,1212120.0,732.0000000000979,-0.15568910514753118
3.0,0.0,500,closed_33,10,1,0.3217993079584775,2450.0,5470,1212120.0,734.5000000000985,-0.1636445589689963
3.0,0.0,500,closed_33,20,0,0.5397923875432526,3650.0,6383,2424240.0,733.6000000000982,0.033549978910277306
3.0,0.0,500,closed_33,20,1,0.6539792387543253,6475.0,7732,2424240.0,733.2000000000982,0.08908846592721856
3.0,0.0,1500,open_33,2,0,0.631633714880333,9750.0,3941,242424.00000000003,628.2000000000743,0.10548066929207126
3.0,0.0,1500,open_33,2,1,0.6503642039542143,9050.0,4266,242424.00000000003,633.1000000000754,0.1312481940976248
3.0,0.0,1500,open_33,5,0,0.7741935483870968,15625.0,10101,606060.0,632.4000000000752,0.15522075561945856
3.0,0.0,1500,open_33,5,1,0.8022892819979188,13975.0,11281,606060.0,629.0000000000745,0.20253094972849947
3.0,0.0,1500,open_33,10,0,0.9146722164412071,20650.0,22163,1212120.0,631.400000000075,0.22381569148252103
3.0,0.0,1500,open_33,10,1,0.899063475546306,18825.0,23049,1212120.0,632.7000000000753,0.23039068565972745
3.0,0.0,1500,open_33,20,0,0.9843912591050988,22200.0,48204,2424240.0,631.9000000000751,0.26850973709966175
3.0,0.0,1500,open_33,20,1,0.9614984391259105,21825.0,42624,2424240.0,631.8000000000751,0.25089076857106907
3.0,0.0,1500,partial_33,2,0,0.43144654088050316,5300.0,3349,242424.00000000003,661.900000000082,-0.06512683097455887
3.0,0.0,1500,partial_33,2,1,0.6327044025157232,8975.0,3261,242424.00000000003,654.9000000000804,0.09287858939484059
3.0,0.0,1500,partial_33,5,0,0.8578616352201258,12700.0,8388,606060.0,670.800000000084,0.244276960699336
3.0,0.0,1500,partial_33,5,1,0.2880503144654088,700.0,4892,606060.0,731.0000000000977,-0.15354481915015125
3.0,0.0,1500,partial_33,10,0,0.589937106918239,9200.0,15161,1212120.0,699.3000000000904,0.01562665733128918
3.0,0.0,1500,partial_33,10,1,0.8377358490566038,12225.0,7260,1212120.0,715.2000000000941,0.23397127834989376
3.0,0.0,1500,partial_33,20,0,0.9345911949685535,16925.0,23398,2424240.0,696.5000000000898,0.2439083070399559
3.0,0.0,1500,partial_33,20,1,0.8163522012578617,13775.0,28714,2424240.0,695.1000000000895,0.17061402236774406
3.0,0.0,1500,closed_33,2,0,0.06228373702422145,0.0,1186,242424.00000000003,731.7000000000978,-0.37332273688012474
3.0,0.0,1500,closed_33,2,1,0.48961937716262977,4375.0,1066,242424.00000000003,710.300000000093,0.017279990674739065
3.0,0.0,1500,closed_33,5,0,0.5190311418685121,5425.0,2959,606060.0,725.1000000000963,-0.010427227283768353
3.0,0.0,1500,closed_33,5,1,0.5086505190311419,5500.0,3435,606060.0,722.9000000000958,-0.026328322883425875
3.0,0.0,1500,closed_33,10,0,0.2837370242214533,1750.0,6076,1212120.0,732.700000000098,-0.1891549847691716
3.0,0.0,1500,closed_33,10,1,0.3079584775086505,2050.0,4410,1212120.0,734.2000000000984,-0.16740746215575994
3.0,0.0,1500,closed_33,20,0,0.8806228373702422,11125.0,20309,2424240.0,725.2000000000963,0.21254453335324927
3.0,0.0,1500,closed_33,20,1,0.48961937716262977,4025.0,5595,2424240.0,733.3000000000982,-0.023945392793281423
3.0,0.0,3000,open_33,2,0,0.6992715920915713,8825.0,3887,242424.00000000003,636.8000000000762,0.18884966066239958
3.0,0.0,3000,open_33,2,1,0.7138397502601457,8700.0,3566,242424.00000000003,641.7000000000774,0.20915922177420712
3.0,0.0,3000,open_33,5,0,1.0,22225.0,5196,336519.048415927,343.5000000000096,0.3890975524601804
3.0,0.0,3000,open_33,5,1,1.0,21850.0,4206,287617.84234604554,293.09999999999815,0.4144066217479092
3.0,0.0,3000,open_33,10,0,1.0,23025.0,7667,475007.2864261884,240.19999999999064,0.3892963656791171
3.0,0.0,3000,open_33,10,1,1.0,22800.0,6712,431212.29686962673,219.49999999999181,0.40148369165279335
3.0,0.0,3000,open_33,20,0,1.0,23625.0,12003,715159.1999196005,180.29999999999404,0.38462169211330227
3.0,0.0,3000,open_33,20,1,1.0,23475.0,11427,689154.3694382859,174.39999999999438,0.3890782122145222
3.0,0.0,3000,partial_33,2,0,0.650314465408805,5150.0,2789,242424.00000000003,675.100000000085,0.17504887245222137
3.0,0.0,3000,partial_33,2,1,0.36855345911949683,3950.0,2463,242424.00000000003,685.0000000000872,-0.10361957748750208
3.0,0.0,3000,partial_33,5,0,0.9937106918238994,16125.0,7942,606060.0,661.4000000000818,0.33301156929234954
3.0,0.0,3000,partial_33,5,1,0.8842767295597485,14250.0,6339,606060.0,684.200000000087,0.25468682365227624
3.0,0.0,3000,partial_33,10,0,1.0,18975.0,6543,511215.24976918614,268.1999999999925,0.38516707163005814
3.0,0.0,3000,partial_33,10,1,0.8729559748427673,14550.0,12219,1212120.0,684.4000000000871,0.2250121754992815
3.0,0.0,3000,partial_33,20,0,1.0,19400.0,9634,730589.424481452,191.19999999999342,0.3865077377760087
3.0,0.0,3000,partial_33,20,1,1.0,19550.0,10944,863808.5300960774,227.89999999999134,0.37375390973373984
3.0,0.0,3000,closed_33,2,0,0.06228373702422145,0.0,887,242424.00000000003,730.0000000000974,-0.37045973233896623
3.0,0.0,3000,closed_33,2,1,0.4671280276816609,3700.0,2297,242424.00000000003,689.9000000000883,-0.022578682167581993
3.0,0.0,3000,closed_33,5,0,0.31833910034602075,2125.0,2965,606060.0,721.0000000000954,-0.15269361675267437
3.0,0.0,3000,closed_33,5,1,0.47058823529411764,4700.0,2894,606060.0,718.5000000000948,-0.0456602166958964
3.0,0.0,3000,closed_33,10,0,0.44809688581314877,4075.0,4730,1212120.0,729.8000000000974,-0.06537537137642838
3.0,0.0,3000,closed_33,10,1,0.4913494809688581,2700.0,3956,1212120.0,731.4000000000977,0.010944012825255894
3.0,0.0,3000,closed_33,20,0,0.643598615916955,5275.0,7926,2424240.0,731.4000000000977,0.1030876243994259
3.0,0.0,3000,closed_33,20,1,0.9896193771626297,12975.0,9834,2424240.0,723.600000000096,0.2922882563463556
3.0,0.5,500,open_33,2,0,1.0,18450.0,2849,206514.60042795894,528.4000000000516,0.42223586992644374
3.0,0.5,500,open_33,2,1,1.0,19825.0,3008,218261.53677212793,557.1000000000581,0.39503568443236137
3.0,0.5,500,open_33,5,0,1.0,22200.0,5080,327423.4401493417,330.10000000000656,0.392476650542011
3.0,0.5,500,open_33,5,1,1.0,21925.0,5045,323072.7976829063,326.90000000000583,0.3972255889252454
3.0,0.5,500,open_33,10,0,1.0,22450.0,9642,563194.6087495149,281.8999999999956,0.3797433400104482
3.0,0.5,500,open_33,10,1,1.0,22875.0,8998,530496.8132068233,265.2999999999918,0.38009113112603515
3.0,0.5,500,open_33,20,0,1.0,22825.0,15500,885929.7909579473,222.19999999999166,0.37971181272161003
3.0,0.5,500,open_33,20,1,1.0,23050.0,16544,931800.2446149047,232.0999999999911,0.37312457792319714
3.0,0.5,500,partial_33,2,0,0.9081761006289308,10575.0,3076,242424.00000000003,647.3000000000786,0.3611390304728407
3.0,0.5,500,partial_33,2,1,0.7245283018867924,10575.0,3278,242424.00000000003,654.3000000000802,0.16529774940463168
3.0,0.5,500,partial_33,5,0,0.32955974842767294,1925.0,6114,606060.0,731.9000000000979,-0.13161382174769645
3.0,0.5,500,partial_33,5,1,0.2918238993710692,675.0,5287,606060.0,730.5000000000975,-0.15019824406861296
3.0,0.5,500,partial_33,10,0,0.39748427672955977,4775.0,15334,1212120.0,730.3000000000975,-0.11297813142577748
3.0,0.5,500,partial_33,10,1,0.8855345911949686,14375.0,15495,1212120.0,678.8000000000858,0.23714685651714149
3.0,0.5,500,partial_33,20,0,0.9949685534591195,18475.0,18220,2424240.0,715.3000000000941,0.2841384316064616
3.0,0.5,500,partial_33,20,1,0.909433962264151,16650.0,12790,2424240.0,715.000000000094,0.2297199730487033
3.0,0.5,500,closed_33,2,0,0.06228373702422145,0.0,1095,242424.00000000003,733.0000000000981,-0.3726116358021858
3.0,0.5,500,closed_33,2,1,0.49653979238754326,4150.0,2373,242424.00000000003,674.3000000000848,-0.0016954005544425887
3.0,0.5,500,closed_33,5,0,0.5484429065743944,6500.0,1867,606060.0,721.4000000000955,0.01259432128809293
3.0,0.5,500,closed_33,5,1,0.2560553633217993,1675.0,5108,606060.0,732.0000000000979,-0.21471667904336056
3.0,0.5,500,closed_33,10,0,0.370242214532872,2925.0,6700,1212120.0,732.2000000000979,-0.12564336584458233
3.0,0.5,500,closed_33,10,1,0.3217993079584775,850.0,3179,1212120.0,733.8000000000983,-0.1237097287418886
3.0,0.5,500,closed_33,20,0,0.6591695501730104,5825.0,6896,2424240.0,732.600000000098,0.10949787179770445
3.0,0.5,500,closed_33,20,1,0.4083044982698962,2900.0,6765,2424240.0,733.7000000000983,-0.08623471760858462
3.0,0.5,1500,open_33,2,0,1.0,19150.0,3037,219811.6254776627,567.8000000000605,0.4020139205328799
3.0,0.5,1500,open_33,2,1,1.0,19825.0,3133,225390.31984472327,579.4000000000632,0.3885702965526644
3.0,0.5,1500,open_33,5,0,1.0,21650.0,4728,310339.0611044215,314.1000000000029,0.40636913543437364
3.0,0.5,1500,open_33,5,1,1.0,21500.0,4313,287522.1712756397,290.7999999999976,0.4176678619479646
3.0,0.5,1500,open_33,10,0,1.0,22800.0,7791,477416.2060874135,240.39999999999063,0.391345453340297
3.0,0.5,1500,open_33,10,1,1.0,22925.0,8136,492311.09744738485,248.49999999999017,0.38676032739100263
3.0,0.5,1500,open_33,20,0,1.0,23425.0,11124,663602.3874886152,166.69999999999482,0.39180853369467056
3.0,0.5,1500,open_33,20,1,1.0,23225.0,11416,676369.5392975113,169.39999999999466,0.3929824072944315
3.0,0.5,1500,partial_33,2,0,0.6238993710691824,8750.0,3288,242424.00000000003,651.3000000000795,0.08670292215706873
3.0,0.5,1500,partial_33,2,1,0.41132075471698115,3400.0,2566,242424.00000000003,677.4000000000855,-0.05053500787341089
3.0,0.5,1500,partial_33,5,0,0.730817610062893,12350.0,6780,606060.0,673.3000000000845,0.12363691926143697
3.0,0.5,1500,partial_33,5,1,0.5006289308176101,4575.0,4129,606060.0,728.300000000097,0.013502965435896158
3.0,0.5,1500,partial_33,10,0,0.8377358490566038,14850.0,12169,1212120.0,693.4000000000891,0.184707270721192
3.0,0.5,1500,partial_33,10,1,1.0,17825.0,6032,473471.85896351375,247.19999999999024,0.40945609424700113
3.0,0.5,1500,partial_33,20,0,0.9522012578616352,16975.0,24975,2424240.0,677.3000000000854,0.26035598514082103
3.0,0.5,1500,partial_33,20,1,1.0,19175.0,16604,1193941.0984885772,311.4000000000023,0.35313466049485176
3.0,0.5,1500,closed_33,2,0,0.06401384083044982,0.0,1077,242424.00000000003,731.1000000000977,-0.3704665102567235
3.0,0.5,1500,closed_33,2,1,0.4013840830449827,3600.0,1215,242424.00000000003,713.9000000000938,-0.06970132958802991
3.0,0.5,1500,closed_33,5,0,0.5778546712802768,6725.0,4083,606060.0,709.7000000000928,0.01647593004449535
3.0,0.5,1500,closed_33,5,1,0.6937716262975778,7800.0,4478,606060.0,704.4000000000916,0.11204615753522826
3.0,0.5,1500,closed_33,10,0,0.8062283737024222,9575.0,5896,1212120.0,728.6000000000971,0.1849692238651229
3.0,0.5,1500,closed_33,10,1,0.31141868512110726,2375.0,5275,1212120.0,734.2000000000984,-0.17243454273210154
3.0,0.5,1500,closed_33,20,0,0.6211072664359861,4150.0,7806,2424240.0,733.3000000000982,0.10369409947137478
3.0,0.5,1500,closed_33,20,1,0.671280276816609,6875.0,9003,2424240.0,731.7000000000978,0.09649711448759637
3.0,0.5,3000,open_33,2,0,1.0,18150.0,2843,212022.08373463122,545.9000000000556,0.4228197745173228
3.0,0.5,3000,open_33,2,1,1.0,18300.0,2719,205802.13528564418,531.7000000000523,0.42720652970473716
3.0,0.5,3000,open_33,5,0,1.0,21875.0,4513,311593.21765616594,319.2000000000041,0.40525106368610153
3.0,0.5,3000,open_33,5,1,1.0,21750.0,4474,303167.9289308563,310.6000000000021,0.4091978913086428
3.0,0.5,3000,open_33,10,0,1.0,23050.0,6877,433901.2858850339,220.49999999999176,0.3972505387243959
3.0,0.5,3000,open_33,10,1,1.0,23225.0,6679,426953.5044891725,215.999999999992,0.39684651943667437
3.0,0.5,3000,open_33,20,0,1.0,23350.0,10561,641500.294902083,162.89999999999503,0.39522765357784073
3.0,0.5,3000,open_33,20,1,1.0,23600.0,11172,682858.8853153447,172.3999999999945,0.3883815644371908
3.0,0.5,3000,partial_33,2,0,0.6138364779874214,6650.0,3265,242424.00000000003,659.9000000000815,0.10802346801803839
3.0,0.5,3000,partial_33,2,1,0.9421383647798742,13625.0,2952,242424.00000000003,649.5000000000791,0.3527468637010679
3.0,0.5,3000,partial_33,5,0,0.959748427672956,14650.0,7871,606060.0,670.4000000000839,0.3206833740528524
3.0,0.5,3000,partial_33,5,1,0.5182389937106918,5700.0,7188,606060.0,685.6000000000873,0.004019971311927634
3.0,0.5,3000,partial_33,10,0,1.0,18800.0,11346,1049441.061121765,586.3000000000648,0.31081207779353315
3.0,0.5,3000,partial_33,10,1,0.89937106918239,15600.0,15156,1212120.0,673.5000000000846,0.23297014305722488
3.0,0.5,3000,partial_33,20,0,1.0,19475.0,9539,782532.4869213505,207.89999999999247,0.38249095139419087
3.0,0.5,3000,partial_33,20,1,0.9987421383647799,19300.0,13727,2424240.0,721.2000000000954,0.2793807681407553
3.0,0.5,3000,closed_33,2,0,0.06401384083044982,0.0,1130,242424.00000000003,729.4000000000973,-0.37091903549060135
3.0,0.5,3000,closed_33,2,1,0.5519031141868512,5175.0,1119,242424.00000000003,704.6000000000917,0.06656998832694608
3.0,0.5,3000,closed_33,5,0,0.6089965397923875,6425.0,3499,606060.0,724.0000000000961,0.05858254086202788
3.0,0.5,3000,closed_33,5,1,0.4982698961937716,4975.0,2680,606060.0,717.6000000000946,-0.02035123335312669
3.0,0.5,3000,closed_33,10,0,0.6245674740484429,6875.0,4370,1212120.0,726.1000000000965,0.060281031855217854
3.0,0.5,3000,closed_33,10,1,0.4359861591695502,3175.0,4233,1212120.0,731.1000000000977,-0.05751905300122537
3.0,0.5,3000,closed_33,20,0,0.6487889273356401,5625.0,5230,2424240.0,732.300000000098,0.10763384082359043
3.0,0.5,3000,closed_33,20,1,0.9186851211072664,11625.0,11534,2424240.0,726.5000000000966,0.24609467683776823
3.0,1.0,500,open_33,2,0,1.0,18875.0,2805,212741.05997468016,550.5000000000566,0.4141030431053502
3.0,1.0,500,open_33,2,1,0.9927159209157128,18950.0,3345,242424.00000000003,630.5000000000748,0.3782165862770722
3.0,1.0,500,open_33,5,0,1.0,22275.0,4721,313566.0063077897,317.2000000000036,0.3978581073625557
3.0,1.0,500,open_33,5,1,1.0,21900.0,4428,298223.8505037206,301.90000000000015,0.408955970097904
3.0,1.0,500,open_33,10,0,1.0,23125.0,7981,489273.3556665918,245.39999999999034,0.3851742696270988
3.0,1.0,500,open_33,10,1,1.0,22700.0,7119,442209.4643032523,222.19999999999166,0.39952927789175074
3.0,1.0,500,open_33,20,0,1.0,22950.0,13158,771870.2353863525,192.19999999999337,0.38785216280493706
3.0,1.0,500,open_33,20,1,1.0,23575.0,14243,815212.0125337602,202.69999999999277,0.3760081643017637
3.0,1.0,500,partial_33,2,0,0.559748427672956,7700.0,3088,242424.00000000003,656.4000000000807,0.036864151774137904
3.0,1.0,500,partial_33,2,1,0.8327044025157233,11150.0,2959,242424.00000000003,652.6000000000798,0.27480479870218977
3.0,1.0,500,partial_33,5,0,0.70062893081761,10175.0,6582,606060.0,680.3000000000861,0.12600622029816425
3.0,1.0,500,partial_33,5,1,0.8515723270440252,14325.0,6205,606060.0,691.3000000000886,0.22041323733959164
3.0,1.0,500,partial_33,10,0,0.9987421383647799,18375.0,11633,1212120.0,695.0000000000895,0.29610714412841854
3.0,1.0,500,partial_33,10,1,0.5685534591194968,6975.0,16397,1212120.0,674.0000000000847,0.026873951175399008
3.0,1.0,500,partial_33,20,0,0.9433962264150944,17200.0,16685,2424240.0,713.7000000000937,0.25223421645777455
3.0,1.0,500,partial_33,20,1,0.9773584905660377,18175.0,28643,2424240.0,670.700000000084,0.26649760498926134
3.0,1.0,500,closed_33,2,0,0.06401384083044982,0.0,1089,242424.00000000003,730.3000000000975,-0.37057269952873706
3.0,1.0,500,closed_33,2,1,0.6003460207612457,5050.0,1699,242424.00000000003,696.2000000000897,0.10193705105525619
3.0,1.0,500,closed_33,5,0,0.7231833910034602,7225.0,3103,606060.0,723.600000000096,0.16435382869477258
3.0,1.0,500,closed_33,5,1,0.5588235294117647,4975.0,2600,606060.0,727.900000000097,0.044242760126865094
3.0,1.0,500,closed_33,10,0,0.8321799307958477,10225.0,7040,1212120.0,725.5000000000964,0.19463802774760466
3.0,1.0,500,closed_33,10,1,0.3079584775086505,2300.0,7573,1212120.0,733.7000000000983,-0.17734739836622884
3.0,1.0,500,closed_33,20,0,0.9083044982698962,11475.0,24469,2424240.0,730.2000000000975,0.2319262720707718
3.0,1.0,500,closed_33,20,1,0.5432525951557093,4125.0,9147,2424240.0,732.1000000000979,0.023124676503362057
3.0,1.0,1500,open_33,2,0,1.0,18075.0,2605,201928.17328669073,522.8000000000503,0.43482883702940106
3.0,1.0,1500,open_33,2,1,1.0,18875.0,3186,231238.79288870207,597.3000000000673,0.39604822898159897
3.0,1.0,1500,open_33,5,0,1.0,22375.0,4781,316540.6544177709,322.60000000000485,0.3953702596519857
3.0,1.0,1500,open_33,5,1,1.0,22350.0,4484,302360.6837731537,309.1000000000018,0.40180066950606813
3.0,1.0,1500,open_33,10,0,1.0,22825.0,6874,432574.84872047557,218.59999999999187,0.4002322631969724
3.0,1.0,1500,open_33,10,1,1.0,23050.0,7315,465176.0616659478,235.29999999999092,0.39157695118813796
3.0,1.0,1500,open_33,20,0,1.0,23075.0,9267,563811.3583401251,142.3999999999962,0.40645617828628805
3.0,1.0,1500,open_33,20,1,1.0,23250.0,11928,717223.2508440069,180.59999999999403,0.38931073521224874
3.0,1.0,1500,partial_33,2,0,0.6264150943396226,9450.0,2870,242424.00000000003,660.8000000000817,0.08368781029494513
3.0,1.0,1500,partial_33,2,1,0.9672955974842767,11750.0,2313,242424.00000000003,661.6000000000819,0.42034665338878485
3.0,1.0,1500,partial_33,5,0,0.9735849056603774,16450.0,7928,606060.0,662.100000000082,0.3075220954531285
3.0,1.0,1500,partial_33,5,1,1.0,17225.0,4123,336517.4068446021,355.60000000001236,0.4082919278007963
3.0,1.0,1500,partial_33,10,0,0.9836477987421384,18425.0,12839,1212120.0,673.0000000000845,0.2783135517868651
3.0,1.0,1500,partial_33,10,1,1.0,17975.0,5871,465956.3695544922,245.69999999999033,0.4089313002423714
3.0,1.0,1500,partial_33,20,0,0.9748427672955975,17625.0,16956,2424240.0,717.6000000000946,0.2774732146034725
3.0,1.0,1500,partial_33,20,1,0.8364779874213837,13800.0,29915,2424240.0,727.6000000000969,0.19025552799612797
3.0,1.0,1500,closed_33,2,0,0.06228373702422145,0.0,1086,242424.00000000003,726.3000000000966,-0.37253503897102513
3.0,1.0,1500,closed_33,2,1,0.4204152249134948,3650.0,2660,242424.00000000003,670.1000000000838,-0.07469581309184062
3.0,1.0,1500,closed_33,5,0,0.5034602076124568,5925.0,3312,606060.0,721.8000000000956,-0.03976480896190246
3.0,1.0,1500,closed_33,5,1,0.5467128027681661,5075.0,5866,606060.0,721.2000000000954,0.012239879617263943
3.0,1.0,1500,closed_33,10,0,0.856401384083045,10150.0,7522,1212120.0,723.4000000000959,0.21975343437103115
3.0,1.0,1500,closed_33,10,1,0.2958477508650519,1800.0,3608,1212120.0,733.1000000000981,-0.17239191594740524
3.0,1.0,1500,closed_33,20,0,0.6557093425605537,4750.0,6187,2424240.0,732.8000000000981,0.12996545999143008
3.0,1.0,1500,closed_33,20,1,0.5795847750865052,3825.0,8604,2424240.0,732.700000000098,0.06697143426596916
3.0,1.0,3000,open_33,2,0,1.0,17600.0,2858,220444.6647933271,573.1000000000618,0.4243714836335476
3.0,1.0,3000,open_33,2,1,1.0,17400.0,2749,207907.41526596024,538.4000000000539,0.4365569294807555
3.0,1.0,3000,open_33,5,0,1.0,21900.0,4278,295832.6667017252,303.70000000000056,0.4110575892493813
3.0,1.0,3000,open_33,5,1,1.0,22000.0,4311,300805.22359515657,310.6000000000021,0.40827930591755224
3.0,1.0,3000,open_33,10,0,1.0,22850.0,7001,446849.46112837107,226.8999999999914,0.3976320975088622
3.0,1.0,3000,open_33,10,1,1.0,22800.0,6436,424180.6902920299,216.49999999999199,0.403723576842925
3.0,1.0,3000,open_33,20,0,1.0,23450.0,10460,639943.438594684,161.5999999999951,0.39429299293531045
3.0,1.0,3000,open_33,20,1,1.0,23400.0,10585,647091.0261800615,164.09999999999496,0.39421817805318166
3.0,1.0,3000,partial_33,2,0,0.9119496855345912,13425.0,2606,242424.00000000003,653.6000000000801,0.330159438651081
3.0,1.0,3000,partial_33,2,1,0.6352201257861635,3750.0,2931,242424.00000000003,662.100000000082,0.1782638751607715
3.0,1.0,3000,partial_33,5,0,0.8150943396226416,11325.0,6327,606060.0,673.5000000000846,0.2275774666937175
3.0,1.0,3000,partial_33,5,1,0.7924528301886793,13375.0,6798,606060.0,665.1000000000827,0.1715658582348619
3.0,1.0,3000,partial_33,10,0,1.0,18875.0,6810,578013.0026556896,309.40000000000185,0.3775753346717822
3.0,1.0,3000,partial_33,10,1,0.8716981132075472,14500.0,15826,1212120.0,671.000000000084,0.2209712518321131
3.0,1.0,3000,partial_33,20,0,1.0,19500.0,10356,794033.9178745192,208.49999999999244,0.37973735874403614
3.0,1.0,3000,partial_33,20,1,1.0,19450.0,11282,903349.9367226972,240.9999999999906,0.37233872197665163
3.0,1.0,3000,closed_33,2,0,0.06920415224913495,0.0,1069,242424.00000000003,727.4000000000968,-0.3644197331330913
3.0,1.0,3000,closed_33,2,1,0.43079584775086505,3900.0,2809,242424.00000000003,672.2000000000843,-0.07018972428222889
3.0,1.0,3000,closed_33,5,0,0.8391003460207612,10625.0,5799,606060.0,710.700000000093,0.1972217082936568
3.0,1.0,3000,closed_33,5,1,0.42560553633217996,3475.0,2722,606060.0,717.4000000000946,-0.06611900772147553
3.0,1.0,3000,closed_33,10,0,0.8391003460207612,10500.0,7736,1212120.0,719.100000000095,0.19436139880701422
3.0,1.0,3000,closed_33,10,1,0.3373702422145329,1500.0,3866,1212120.0,732.500000000098,-0.12381075185504861
3.0,1.0,3000,closed_33,20,0,0.8217993079584776,9025.0,14320,2424240.0,728.7000000000971,0.19961625360771243
3.0,1.0,3000,closed_33,20,1,0.9411764705882353,11600.0,15253,2424240.0,722.1000000000956,0.2662326518374698
5.0,0.0,500,open_33,2,0,0.3777315296566077,6025.0,4242,242424.00000000003,627.100000000074,-0.1182988374322049
5.0,0.0,500,open_33,2,1,0.3558792924037461,5150.0,4204,242424.00000000003,623.8000000000733,-0.13030387284269326
5.0,0.0,500,open_33,5,0,0.34443288241415193,4275.0,11592,606060.0,634.9000000000758,-0.1450650150622039
5.0,0.0,500,open_33,5,1,0.4266389177939646,7500.0,11836,606060.0,637.4000000000764,-0.1014138759885295
5.0,0.0,500,open_33,10,0,0.5078043704474505,7725.0,21937,1212120.0,649.6000000000791,-0.026573664633837507
5.0,0.0,500,open_33,10,1,0.45265348595213317,6900.0,23739,1212120.0,627.9000000000742,-0.07255284635576945
5.0,0.0,500,open_33,20,0,0.7325702393340271,14900.0,42375,2424240.0,640.200000000077,0.10697222418885974
5.0,0.0,500,open_33,20,1,0.6607700312174818,12725.0,45611,2424240.0,621.9000000000729,0.061547879643499864
5.0,0.0,500,partial_33,2,0,0.34088050314465407,4200.0,3233,242424.00000000003,680.6000000000862,-0.1437581129203642
5.0,0.0,500,partial_33,2,1,0.8226415094339623,13650.0,3452,242424.00000000003,637.1000000000763,0.2199430602656439
5.0,0.0,500,partial_33,5,0,0.7660377358490567,12525.0,7604,606060.0,670.5000000000839,0.15478190862213895
5.0,0.0,500,partial_33,5,1,0.17735849056603772,725.0,4677,606060.0,731.0000000000977,-0.26924977351702606
5.0,0.0,500,partial_33,10,0,0.989937106918239,18950.0,14426,1212120.0,676.4000000000852,0.27497454800119225
5.0,0.0,500,partial_33,10,1,0.6088050314465409,7875.0,11753,1212120.0,700.4000000000907,0.05735831582020298
5.0,0.0,500,partial_33,20,0,1.0,19000.0,20407,1553380.7605488922,415.2000000000259,0.33190078974410414
5.0,0.0,500,partial_33,20,1,0.9383647798742139,16650.0,36089,2424240.0,665.3000000000827,0.24867532389182997
5.0,0.0,500,closed_33,2,0,0.06401384083044982,0.0,1324,242424.00000000003,732.8000000000981,-0.37227483579621357
5.0,0.0,500,closed_33,2,1,0.4463667820069204,4575.0,1233,242424.00000000003,709.8000000000928,-0.04114889258658447
5.0,0.0,500,closed_33,5,0,0.39792387543252594,3650.0,3320,606060.0,731.1000000000977,-0.10286249600641142
5.0,0.0,500,closed_33,5,1,0.3771626297577855,2750.0,2856,606060.0,728.200000000097,-0.10310002884131694
5.0,0.0,500,closed_33,10,0,0.596885813148789,6450.0,5818,1212120.0,730.2000000000975,0.03532510337048192
5.0,0.0,500,closed_33,10,1,0.3806228373702422,2850.0,4541,1212120.0,734.0000000000983,-0.10912852334677156
5.0,0.0,500,closed_33,20,0,0.5207612456747405,3075.0,10615,2424240.0,733.5000000000982,0.02074823168189807
5.0,0.0,500,closed_33,20,1,0.5640138408304498,4600.0,9171,2424240.0,732.700000000098,0.03436565512077969
5.0,0.0,1500,open_33,2,0,0.603537981269511,8250.0,4234,242424.00000000003,623.0000000000731,0.09222042523197202
5.0,0.0,1500,open_33,2,1,0.4620187304890739,4750.0,4212,242424.00000000003,619.9000000000724,-0.013130681933314486
5.0,0.0,1500,open_33,5,0,0.6337148803329865,11325.0,11740,606060.0,627.200000000074,0.06264996360099842
5.0,0.0,1500,open_33,5,1,0.7814776274713839,14075.0,10360,606060.0,647.7000000000787,0.1815559633223803
5.0,0.0,1500,open_33,10,0,0.899063475546306,18175.0,23825,1212120.0,636.2000000000761,0.23816654110654875
5.0,0.0,1500,open_33,10,1,0.9396462018730489,20875.0,23260,1212120.0,622.800000000073,0.24574714068952455
5.0,0.0,1500,open_33,20,0,0.9927159209157128,23150.0,45970,2424240.0,620.9000000000726,0.2652968193752544
5.0,0.0,1500,open_33,20,1,1.0,23100.0,11492,694239.7169461679,175.39999999999432,0.39333635836928194
5.0,0.0,1500,partial_33,2,0,0.8503144654088051,10850.0,3252,242424.00000000003,645.8000000000783,0.2937257639609405
5.0,0.0,1500,partial_33,2,1,0.7069182389937106,10625.0,2243,242424.00000000003,677.0000000000854,0.16220338793035796
5.0,0.0,1500,partial_33,5,0,0.9836477987421384,16700.0,8332,606060.0,651.8000000000796,0.312868501427757
5.0,0.0,1500,partial_33,5,1,0.9320754716981132,15425.0,8105,606060.0,659.3000000000814,0.2799308408353324
5.0,0.0,1500,partial_33,10,0,0.9685534591194969,16975.0,16145,1212120.0,700.7000000000908,0.2815391174642481
5.0,0.0,1500,partial_33,10,1,0.620125786163522,7850.0,13923,1212120.0,695.4000000000896,0.06745020964360579
5.0,0.0,1500,partial_33,20,0,0.769811320754717,13350.0,26824,2424240.0,725.4000000000964,0.13054937994824165
5.0,0.0,1500,partial_33,20,1,0.9710691823899371,18200.0,34484,2424240.0,674.2000000000847,0.25847685143560906
