policy,map_label,n_drones,seed,final_coverage,time_to_50,time_to_80,time_to_100,total_energy_j,overlap_m2,wasted_visits,time_to_terminal,reason
Boustrophedon,partial_33,10,0,1.0,70.40000000000028,225.29999999999148,549.3000000000563,1007063.8607446803,14225.0,16107,549.3000000000563,COMPLETED
Boustrophedon,partial_33,10,1,1.0,89.3999999999992,286.59999999999667,470.2000000000384,867690.3157489942,14225.0,13864,470.2000000000384,COMPLETED
Boustrophedon,partial_33,10,2,1.0,83.29999999999954,278.8999999999949,406.0000000000238,746809.7311212898,13625.0,11589,406.0000000000238,COMPLETED
Spiral,partial_33,10,0,0.7773584905660378,95.59999999999884,inf,inf,1212120.0,7025.0,18768,687.9000000000879,ALL_DEPLETED
Spiral,partial_33,10,1,0.6075471698113207,184.5999999999938,inf,inf,1212120.0,4800.0,19325,693.8000000000892,ALL_DEPLETED
Spiral,partial_33,10,2,0.6566037735849056,111.99999999999791,inf,inf,1212120.0,8050.0,18794,686.2000000000875,ALL_DEPLETED
VoronoiPartition,partial_33,10,0,0.9433962264150944,22.60000000000005,61.500000000000604,inf,1212120.0,8700.0,18181,687.5000000000878,ALL_DEPLETED
VoronoiPartition,partial_33,10,1,1.0,25.000000000000085,65.70000000000054,188.0999999999936,351809.6799749639,9775.0,5075,188.0999999999936,COMPLETED
VoronoiPartition,partial_33,10,2,0.9622641509433962,22.100000000000044,61.500000000000604,inf,1212120.0,11975.0,18149,696.6000000000898,ALL_DEPLETED
GridDecomposition,partial_33,10,0,0.9735849056603774,21.500000000000036,73.80000000000008,inf,1212120.0,7975.0,18731,689.5000000000882,ALL_DEPLETED
GridDecomposition,partial_33,10,1,0.9849056603773585,30.90000000000017,77.19999999999989,inf,1212120.0,10275.0,17912,692.700000000089,ALL_DEPLETED
GridDecomposition,partial_33,10,2,0.8339622641509434,27.000000000000114,104.09999999999836,inf,1212120.0,9950.0,18107,689.4000000000882,ALL_DEPLETED
STC,partial_33,10,0,1.0,30.20000000000016,76.29999999999994,130.99999999999685,249650.95062281121,8325.0,3107,130.99999999999685,COMPLETED
STC,partial_33,10,1,0.9974842767295597,21.70000000000004,44.90000000000037,inf,1212120.0,9200.0,9475,715.7000000000942,ALL_DEPLETED
STC,partial_33,10,2,0.9811320754716981,29.200000000000145,67.00000000000047,inf,1212120.0,7800.0,10556,715.2000000000941,ALL_DEPLETED
Random,partial_33,20,0,1.0,23.500000000000064,73.20000000000012,422.2000000000275,1515113.2261956835,19750.0,15279,422.2000000000275,COMPLETED
Random,partial_33,20,1,1.0,19.300000000000004,56.50000000000053,238.19999999999075,855831.6286419225,19325.0,8410,238.19999999999075,COMPLETED
Random,partial_33,20,2,1.0,19.60000000000001,44.40000000000036,229.59999999999124,825229.878220045,19625.0,8162,229.59999999999124,COMPLETED
Boustrophedon,partial_33,20,0,1.0,12.399999999999972,81.29999999999966,163.599999999995,610579.2843660787,19225.0,9508,163.599999999995,COMPLETED
Boustrophedon,partial_33,20,1,1.0,20.700000000000024,96.69999999999878,182.9999999999939,682819.7020040038,19000.0,10665,182.9999999999939,COMPLETED
Boustrophedon,partial_33,20,2,1.0,11.399999999999975,87.5999999999993,142.1999999999962,532507.6344912411,19475.0,8272,142.1999999999962,COMPLETED
